date,/m/05sfr2
2020-02-01,3.0
2020-02-02,5.0
2020-02-03,5.0
2020-02-04,0.0
2020-02-05,3.0
2020-02-06,3.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,2.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,2.0
2020-02-14,3.0
2020-02-15,0.0
2020-02-16,3.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,2.0
2020-02-20,2.0
2020-02-21,3.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,2.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,2.0
2020-02-29,0.0
2020-03-01,3.0
2020-03-02,2.0
2020-03-03,2.0
2020-03-04,0.0
2020-03-05,2.0
2020-03-06,0.0
2020-03-07,3.0
2020-03-08,8.0
2020-03-09,5.0
2020-03-10,9.0
2020-03-11,2.0
2020-03-12,2.0
2020-03-13,0.0
2020-03-14,5.0
2020-03-15,5.0
2020-03-16,9.0
2020-03-17,2.0
2020-03-18,21.0
2020-03-19,21.0
2020-03-20,14.0
2020-03-21,99.0
2020-03-22,73.0
2020-03-23,100.0
2020-03-24,56.0
2020-03-25,85.0
2020-03-26,73.0
2020-03-27,64.0
2020-03-28,62.0
2020-03-29,63.0
2020-03-30,54.0
2020-03-31,49.0
2020-04-01,58.0
2020-04-02,24.0
2020-04-03,44.0
2020-04-04,34.0
2020-04-05,22.0
2020-04-06,30.0
2020-04-07,4.0
2020-04-08,18.0
2020-04-09,13.0
2020-04-10,19.0
2020-04-11,20.0
2020-04-12,19.0
2020-04-13,28.0
2020-04-14,23.0
2020-04-15,16.0
2020-04-16,9.0
2020-04-17,9.0
2020-04-18,12.0
2020-04-19,12.0
2020-04-20,13.0
2020-04-21,7.0
2020-04-22,9.0
2020-04-23,2.0
2020-04-24,4.0
2020-04-25,10.0
2020-04-26,15.0
2020-04-27,0.0
2020-04-28,8.0
2020-04-29,8.0
2020-04-30,2.0
2020-05-01,4.0
2020-05-02,0.0
2020-05-03,12.0
2020-05-04,4.0
2020-05-05,14.0
2020-05-06,2.0
2020-05-07,7.0
2020-05-08,9.0
2020-05-09,5.0
2020-05-10,9.0
2020-05-11,0.0
2020-05-12,4.0
2020-05-13,6.0
2020-05-14,11.0
2020-05-15,2.0
2020-05-16,12.0
2020-05-17,7.0
2020-05-18,57.0
2020-05-19,26.0
2020-05-20,7.0
2020-05-21,7.0
2020-05-22,9.0
2020-05-23,9.0
2020-05-24,5.0
2020-05-25,8.0
2020-05-26,0.0
2020-05-27,14.0
2020-05-28,9.0
2020-05-29,5.0
2020-05-30,5.0
2020-05-31,8.0
2020-06-01,9.0
2020-06-02,4.0
2020-06-03,10.0
2020-06-04,12.0
2020-06-05,6.0
2020-06-06,9.0
2020-06-07,7.0
2020-06-08,2.0
2020-06-09,13.0
2020-06-10,2.0
2020-06-11,12.0
2020-06-12,4.0
2020-06-13,3.0
2020-06-14,10.0
2020-06-15,6.0
