date,/m/01cdt5
2020-02-01,20.0
2020-02-02,21.0
2020-02-03,26.0
2020-02-04,18.0
2020-02-05,19.0
2020-02-06,19.0
2020-02-07,38.0
2020-02-08,21.0
2020-02-09,20.0
2020-02-10,9.0
2020-02-11,36.0
2020-02-12,9.0
2020-02-13,9.0
2020-02-14,10.0
2020-02-15,51.0
2020-02-16,0.0
2020-02-17,9.0
2020-02-18,9.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,9.0
2020-02-22,0.0
2020-02-23,10.0
2020-02-24,27.0
2020-02-25,18.0
2020-02-26,18.0
2020-02-27,27.0
2020-02-28,28.0
2020-02-29,20.0
2020-03-01,29.0
2020-03-02,17.0
2020-03-03,26.0
2020-03-04,26.0
2020-03-05,26.0
2020-03-06,9.0
2020-03-07,10.0
2020-03-08,0.0
2020-03-09,17.0
2020-03-10,26.0
2020-03-11,25.0
2020-03-12,74.0
2020-03-13,52.0
2020-03-14,100.0
2020-03-15,38.0
2020-03-16,8.0
2020-03-17,50.0
2020-03-18,34.0
2020-03-19,44.0
2020-03-20,17.0
2020-03-21,30.0
2020-03-22,77.0
2020-03-23,79.0
2020-03-24,50.0
2020-03-25,25.0
2020-03-26,43.0
2020-03-27,58.0
2020-03-28,66.0
2020-03-29,77.0
2020-03-30,72.0
2020-03-31,48.0
2020-04-01,98.0
2020-04-02,40.0
2020-04-03,25.0
2020-04-04,19.0
2020-04-05,38.0
2020-04-06,9.0
2020-04-07,69.0
2020-04-08,70.0
2020-04-09,62.0
2020-04-10,30.0
2020-04-11,20.0
2020-04-12,37.0
2020-04-13,9.0
2020-04-14,41.0
2020-04-15,33.0
2020-04-16,33.0
2020-04-17,43.0
2020-04-18,38.0
2020-04-19,58.0
2020-04-20,0.0
2020-04-21,34.0
2020-04-22,43.0
2020-04-23,51.0
2020-04-24,34.0
2020-04-25,19.0
2020-04-26,37.0
2020-04-27,40.0
2020-04-28,16.0
2020-04-29,16.0
2020-04-30,49.0
2020-05-01,36.0
2020-05-02,37.0
2020-05-03,37.0
2020-05-04,39.0
2020-05-05,38.0
2020-05-06,66.0
2020-05-07,8.0
2020-05-08,26.0
2020-05-09,10.0
2020-05-10,18.0
2020-05-11,32.0
2020-05-12,32.0
2020-05-13,25.0
2020-05-14,50.0
2020-05-15,41.0
2020-05-16,18.0
2020-05-17,27.0
2020-05-18,41.0
2020-05-19,16.0
2020-05-20,9.0
2020-05-21,10.0
2020-05-22,57.0
2020-05-23,18.0
2020-05-24,27.0
2020-05-25,33.0
2020-05-26,9.0
2020-05-27,33.0
2020-05-28,34.0
2020-05-29,18.0
2020-05-30,31.0
2020-05-31,52.0
2020-06-01,51.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,8.0
2020-06-05,9.0
2020-06-06,9.0
2020-06-07,59.0
2020-06-08,8.0
2020-06-09,26.0
2020-06-10,9.0
2020-06-11,28.0
2020-06-12,29.0
2020-06-13,0.0
2020-06-14,31.0
2020-06-15,36.0
2020-06-16,60.0
2020-06-17,0.0
2020-06-18,19.0
2020-06-19,36.0
2020-06-20,42.0
2020-06-21,20.0
2020-06-22,17.0
2020-06-23,28.0
2020-06-24,9.0
2020-06-25,0.0
2020-06-26,10.0
2020-06-27,11.0
2020-06-28,9.0
2020-06-29,9.0
2020-06-30,26.0
2020-07-01,17.0
2020-07-02,27.0
2020-07-03,0.0
2020-07-04,19.0
2020-07-05,9.0
2020-07-06,9.0
2020-07-07,9.0
2020-07-08,18.0
2020-07-09,28.0
2020-07-10,38.0
2020-07-11,0.0
2020-07-12,31.0
2020-07-13,83.0
2020-07-14,9.0
2020-07-15,9.0
2020-07-16,30.0
2020-07-17,11.0
2020-07-18,22.0
2020-07-19,0.0
2020-07-20,18.0
2020-07-21,9.0
2020-07-22,10.0
2020-07-23,10.0
2020-07-24,0.0
2020-07-25,11.0
2020-07-26,10.0
2020-07-27,9.0
2020-07-28,18.0
2020-07-29,18.0
2020-07-30,19.0
2020-07-31,21.0
2020-08-01,23.0
2020-08-02,41.0
