date,/m/0hn9s
2020-01-01,0.0
2020-01-02,0.0
2020-01-03,0.0
2020-01-04,1.2121212121212122
2020-01-05,3.8383838383838382
2020-01-06,0.0
2020-01-07,1.0101010101010102
2020-01-08,1.0101010101010102
2020-01-09,2.323232323232323
2020-01-10,1.5151515151515151
2020-01-11,0.0
2020-01-12,1.5151515151515151
2020-01-13,0.0
2020-01-14,3.7373737373737375
2020-01-15,0.30303030303030304
2020-01-16,0.0
2020-01-17,1.5151515151515151
2020-01-18,0.0
2020-01-19,0.0
2020-01-20,0.30303030303030304
2020-01-21,1.6161616161616161
2020-01-22,2.323232323232323
2020-01-23,4.848484848484849
2020-01-24,19.292929292929294
2020-01-25,8.181818181818182
2020-01-26,17.474747474747474
2020-01-27,15.353535353535353
2020-01-28,12.727272727272727
2020-01-29,7.6767676767676765
2020-01-30,9.191919191919192
2020-01-31,12.828282828282829
2020-02-01,2.4242424242424243
2020-02-02,12.02020202020202
2020-02-03,3.3333333333333335
2020-02-04,6.161616161616162
2020-02-05,14.444444444444445
2020-02-06,0.0
2020-02-07,2.121212121212121
2020-02-08,5.454545454545454
2020-02-09,5.353535353535354
2020-02-10,6.161616161616162
2020-02-11,1.0101010101010102
2020-02-12,11.515151515151516
2020-02-13,9.797979797979798
2020-02-14,4.848484848484849
2020-02-15,1.2121212121212122
2020-02-16,1.9191919191919191
2020-02-17,5.252525252525253
2020-02-18,1.3131313131313131
2020-02-19,5.151515151515151
2020-02-20,1.0101010101010102
2020-02-21,2.121212121212121
2020-02-22,0.40404040404040403
2020-02-23,5.05050505050505
2020-02-24,22.525252525252526
2020-02-25,41.41414141414141
2020-02-26,27.77777777777778
2020-02-27,48.58585858585859
2020-02-28,32.22222222222222
2020-02-29,18.68686868686869
2020-03-01,17.07070707070707
2020-03-02,12.424242424242424
2020-03-03,16.76767676767677
2020-03-04,15.151515151515152
2020-03-05,14.848484848484848
2020-03-06,11.414141414141413
2020-03-07,8.484848484848484
2020-03-08,14.04040404040404
2020-03-09,20.404040404040405
2020-03-10,36.06060606060606
2020-03-11,100.0
2020-03-12,87.27272727272727
2020-03-13,62.92929292929293
2020-03-14,56.06060606060606
2020-03-15,74.64646464646465
2020-03-16,49.696969696969695
2020-03-17,46.96969696969697
2020-03-18,41.91919191919192
2020-03-19,37.27272727272727
2020-03-20,30.404040404040405
2020-03-21,38.484848484848484
2020-03-22,35.55555555555556
2020-03-23,46.36363636363637
2020-03-24,29.494949494949495
2020-03-25,26.767676767676768
2020-03-26,26.565656565656564
2020-03-27,26.86868686868687
2020-03-28,18.68686868686869
2020-03-29,21.01010101010101
2020-03-30,30.2020202020202
2020-03-31,19.8989898989899
2020-04-01,22.525252525252526
2020-04-02,20.2020202020202
2020-04-03,24.848484848484848
2020-04-04,11.818181818181818
2020-04-05,24.646464646464647
2020-04-06,15.252525252525253
2020-04-07,8.080808080808081
2020-04-08,11.919191919191919
2020-04-09,12.02020202020202
2020-04-10,8.282828282828282
2020-04-11,26.464646464646464
2020-04-12,13.232323232323232
2020-04-13,18.08080808080808
2020-04-14,9.8989898989899
2020-04-15,11.01010101010101
2020-04-16,13.535353535353535
2020-04-17,10.808080808080808
2020-04-18,8.787878787878787
2020-04-19,7.575757575757576
2020-04-20,11.818181818181818
2020-04-21,11.313131313131313
2020-04-22,8.181818181818182
2020-04-23,7.6767676767676765
2020-04-24,5.555555555555555
2020-04-25,6.262626262626263
2020-04-26,4.141414141414141
