date,/m/0g9pc
2020-02-01,25.0
2020-02-02,23.0
2020-02-03,20.0
2020-02-04,19.0
2020-02-05,16.0
2020-02-06,16.0
2020-02-07,14.0
2020-02-08,14.0
2020-02-09,11.0
2020-02-10,11.0
2020-02-11,11.0
2020-02-12,15.0
2020-02-13,15.0
2020-02-14,11.0
2020-02-15,12.0
2020-02-16,12.0
2020-02-17,10.0
2020-02-18,11.0
2020-02-19,9.0
2020-02-20,10.0
2020-02-21,9.0
2020-02-22,14.0
2020-02-23,29.0
2020-02-24,36.0
2020-02-25,55.0
2020-02-26,89.0
2020-02-27,98.0
2020-02-28,98.0
2020-02-29,79.0
2020-03-01,66.0
2020-03-02,74.0
2020-03-03,61.0
2020-03-04,58.0
2020-03-05,54.0
2020-03-06,56.0
2020-03-07,44.0
2020-03-08,51.0
2020-03-09,59.0
2020-03-10,67.0
2020-03-11,70.0
2020-03-12,89.0
2020-03-13,100.0
2020-03-14,97.0
2020-03-15,92.0
2020-03-16,82.0
2020-03-17,76.0
2020-03-18,69.0
2020-03-19,63.0
2020-03-20,59.0
2020-03-21,64.0
2020-03-22,59.0
2020-03-23,47.0
2020-03-24,54.0
2020-03-25,53.0
2020-03-26,39.0
2020-03-27,34.0
2020-03-28,36.0
2020-03-29,34.0
2020-03-30,29.0
2020-03-31,27.0
2020-04-01,26.0
2020-04-02,27.0
2020-04-03,23.0
2020-04-04,22.0
2020-04-05,23.0
2020-04-06,21.0
2020-04-07,18.0
2020-04-08,18.0
2020-04-09,16.0
2020-04-10,17.0
2020-04-11,18.0
2020-04-12,18.0
2020-04-13,17.0
2020-04-14,14.0
2020-04-15,17.0
2020-04-16,15.0
2020-04-17,14.0
2020-04-18,14.0
2020-04-19,14.0
2020-04-20,13.0
2020-04-21,13.0
2020-04-22,14.0
2020-04-23,12.0
2020-04-24,12.0
2020-04-25,11.0
2020-04-26,12.0
2020-04-27,10.0
2020-04-28,11.0
2020-04-29,11.0
2020-04-30,10.0
2020-05-01,9.0
2020-05-02,9.0
2020-05-03,10.0
2020-05-04,10.0
2020-05-05,9.0
2020-05-06,9.0
2020-05-07,7.0
2020-05-08,8.0
