date,/m/01c751
2020-02-01,5.0
2020-02-02,5.0
2020-02-03,20.0
2020-02-04,0.0
2020-02-05,4.0
2020-02-06,0.0
2020-02-07,5.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,9.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,5.0
2020-02-15,5.0
2020-02-16,5.0
2020-02-17,0.0
2020-02-18,4.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,5.0
2020-02-22,15.0
2020-02-23,5.0
2020-02-24,12.0
2020-02-25,4.0
2020-02-26,8.0
2020-02-27,16.0
2020-02-28,8.0
2020-02-29,15.0
2020-03-01,9.0
2020-03-02,12.0
2020-03-03,25.0
2020-03-04,25.0
2020-03-05,21.0
2020-03-06,25.0
2020-03-07,19.0
2020-03-08,47.0
2020-03-09,20.0
2020-03-10,28.0
2020-03-11,84.0
2020-03-12,70.0
2020-03-13,59.0
2020-03-14,100.0
2020-03-15,46.0
2020-03-16,68.0
2020-03-17,79.0
2020-03-18,63.0
2020-03-19,45.0
2020-03-20,64.0
2020-03-21,74.0
2020-03-22,46.0
2020-03-23,52.0
2020-03-24,36.0
2020-03-25,24.0
2020-03-26,45.0
2020-03-27,24.0
2020-03-28,23.0
2020-03-29,36.0
2020-03-30,41.0
2020-03-31,15.0
2020-04-01,41.0
2020-04-02,30.0
2020-04-03,27.0
2020-04-04,41.0
2020-04-05,57.0
2020-04-06,33.0
2020-04-07,35.0
2020-04-08,31.0
2020-04-09,9.0
2020-04-10,37.0
2020-04-11,31.0
2020-04-12,33.0
2020-04-13,4.0
2020-04-14,19.0
2020-04-15,16.0
2020-04-16,8.0
2020-04-17,8.0
2020-04-18,0.0
2020-04-19,19.0
2020-04-20,8.0
2020-04-21,12.0
2020-04-22,8.0
2020-04-23,16.0
2020-04-24,12.0
2020-04-25,14.0
2020-04-26,5.0
2020-04-27,7.0
2020-04-28,8.0
2020-04-29,7.0
2020-04-30,11.0
2020-05-01,4.0
2020-05-02,9.0
2020-05-03,0.0
2020-05-04,0.0
2020-05-05,4.0
2020-05-06,8.0
2020-05-07,16.0
2020-05-08,0.0
2020-05-09,15.0
2020-05-10,18.0
2020-05-11,15.0
2020-05-12,15.0
2020-05-13,8.0
2020-05-14,8.0
2020-05-15,8.0
2020-05-16,9.0
2020-05-17,5.0
2020-05-18,8.0
2020-05-19,8.0
2020-05-20,0.0
2020-05-21,10.0
2020-05-22,4.0
2020-05-23,5.0
2020-05-24,4.0
2020-05-25,0.0
2020-05-26,4.0
2020-05-27,8.0
2020-05-28,4.0
2020-05-29,9.0
2020-05-30,0.0
2020-05-31,19.0
2020-06-01,9.0
2020-06-02,4.0
2020-06-03,11.0
2020-06-04,11.0
2020-06-05,0.0
2020-06-06,4.0
2020-06-07,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,4.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-13,0.0
2020-06-14,5.0
2020-06-15,4.0
2020-06-16,0.0
2020-06-17,13.0
2020-06-18,4.0
2020-06-19,0.0
2020-06-20,0.0
2020-06-21,5.0
2020-06-22,4.0
2020-06-23,4.0
2020-06-24,4.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-27,5.0
2020-06-28,4.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,4.0
2020-07-02,4.0
2020-07-03,0.0
2020-07-04,5.0
2020-07-05,0.0
2020-07-06,4.0
2020-07-07,0.0
2020-07-08,5.0
2020-07-09,0.0
2020-07-10,5.0
2020-07-11,0.0
2020-07-12,0.0
2020-07-13,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-18,6.0
2020-07-19,5.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,9.0
2020-07-25,5.0
2020-07-26,5.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,4.0
2020-07-30,4.0
2020-07-31,15.0
2020-08-01,5.0
2020-08-02,0.0
2020-08-03,9.0
2020-08-04,0.0
2020-08-05,0.0
2020-08-06,5.0
2020-08-07,5.0
2020-08-08,0.0
2020-08-09,11.0
2020-08-10,4.0
2020-08-11,4.0
2020-08-12,13.0
2020-08-13,9.0
2020-08-14,5.0
2020-08-15,22.0
2020-08-16,5.0
2020-08-17,8.0
2020-08-18,0.0
2020-08-19,0.0
2020-08-20,4.0
2020-08-21,0.0
2020-08-22,5.0
2020-08-23,14.0
2020-08-24,4.0
2020-08-25,0.0
2020-08-26,8.0
2020-08-27,4.0
2020-08-28,0.0
2020-08-29,5.0
2020-08-30,10.0
2020-08-31,12.0
2020-09-01,4.0
2020-09-02,0.0
2020-09-03,0.0
2020-09-04,4.0
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,12.0
2020-09-08,0.0
2020-09-09,4.0
2020-09-10,0.0
2020-09-11,4.0
2020-09-12,5.0
2020-09-13,0.0
2020-09-14,12.0
2020-09-15,4.0
2020-09-16,4.0
2020-09-17,8.0
2020-09-18,0.0
2020-09-19,5.0
2020-09-20,0.0
2020-09-21,8.0
2020-09-22,8.0
2020-09-23,12.0
2020-09-24,4.0
2020-09-25,4.0
2020-09-26,0.0
2020-09-27,5.0
2020-09-28,4.0
2020-09-29,4.0
2020-09-30,8.0
2020-10-01,4.0
2020-10-02,0.0
2020-10-03,10.0
2020-10-04,10.0
2020-10-05,4.0
2020-10-06,4.0
2020-10-07,0.0
2020-10-08,0.0
2020-10-09,5.0
2020-10-10,0.0
2020-10-11,0.0
2020-10-12,0.0
2020-10-13,5.0
2020-10-14,0.0
2020-10-15,0.0
2020-10-16,5.0
2020-10-17,0.0
2020-10-18,0.0
2020-10-19,0.0
2020-10-20,0.0
2020-10-21,0.0
2020-10-22,9.0
2020-10-23,13.0
2020-10-24,0.0
2020-10-25,14.0
2020-10-26,13.0
2020-10-27,0.0
2020-10-28,5.509705023973316
2020-10-29,10.625859689091396
2020-10-30,5.509705023973316
2020-10-31,12.59361148336758
2020-11-01,6.29680574168379
2020-11-02,5.11615466511808
2020-11-03,10.625859689091396
2020-11-04,34.23888122040561
2020-11-05,14.167812918788528
2020-11-06,5.11615466511808
2020-11-07,11.806510765657107
2020-11-08,6.29680574168379
2020-11-09,10.23230933023616
2020-11-10,5.509705023973316
2020-11-11,5.11615466511808
2020-11-12,0.0
2020-11-13,5.509705023973316
2020-11-14,12.987161842222816
2020-11-15,6.29680574168379
2020-11-16,0.0
2020-11-17,10.625859689091396
2020-11-18,0.0
2020-11-19,5.11615466511808
2020-11-20,11.019410047946632
2020-11-21,12.200061124512343
2020-11-22,0.0
2020-11-23,5.11615466511808
2020-11-24,0.0
2020-11-25,0.0
2020-11-26,5.11615466511808
2020-11-27,0.0
2020-11-28,0.0
2020-11-29,0.0
2020-11-30,0.0
2020-12-01,0.0
2020-12-02,0.0
2020-12-03,10.625859689091396
2020-12-04,11.019410047946632
2020-12-05,12.200061124512343
2020-12-06,5.903255382828553
2020-12-07,9.838758971380921
2020-12-08,15.348463995354239
2020-12-09,0.0
2020-12-10,0.0
2020-12-11,26.36787404330087
2020-12-12,17.70976614848566
2020-12-13,11.806510765657107
2020-12-14,9.838758971380921
2020-12-15,25.18722296673516
2020-12-16,10.23230933023616
2020-12-17,25.580773325590396
2020-12-18,27.548525119866582
2020-12-19,6.29680574168379
2020-12-20,18.89041722505137
2020-12-21,5.903255382828553
2020-12-22,17.70976614848566
2020-12-23,0.0
2020-12-24,31.48402870841895
2020-12-25,20.46461866047232
2020-12-26,12.987161842222816
2020-12-27,5.903255382828553
2020-12-28,11.412960406801869
2020-12-29,22.4323704547485
2020-12-30,11.019410047946632
2020-12-31,21.645269737038028
2021-01-01,26.36787404330087
2021-01-02,11.806510765657107
2021-01-03,5.903255382828553
2021-01-04,15.348463995354239
2021-01-05,15.348463995354239
2021-01-06,15.742014354209475
