date,/m/01cpyy
2020-03-01,19
2020-03-02,15
2020-03-03,16
2020-03-04,13
2020-03-05,21
2020-03-06,30
2020-03-07,25
2020-03-08,28
2020-03-09,31
2020-03-10,29
2020-03-11,37
2020-03-12,56
2020-03-13,62
2020-03-14,62
2020-03-15,70
2020-03-16,67
2020-03-17,51
2020-03-18,100
2020-03-19,45
2020-03-20,52
2020-03-21,46
2020-03-22,49
2020-03-23,53
2020-03-24,47
2020-03-25,39
2020-03-26,34
2020-03-27,41
2020-03-28,37
2020-03-29,33
2020-03-30,32
2020-03-31,27
2020-04-01,25
2020-04-02,20
2020-04-03,29
2020-04-04,33
2020-04-05,25
2020-04-06,16
2020-04-07,18
2020-04-08,13
2020-04-09,16
2020-04-10,20
2020-04-11,20
2020-04-12,14
2020-04-13,14
2020-04-14,11
2020-04-15,13
2020-04-16,12
2020-04-17,12
2020-04-18,12
2020-04-19,13
2020-04-20,13
2020-04-21,14
2020-04-22,7
2020-04-23,14
2020-04-24,5
2020-04-25,7
2020-04-26,10
2020-04-27,8
2020-04-28,12
2020-04-29,9
2020-04-30,12
2020-05-01,8
2020-05-02,4
2020-05-03,11
2020-05-04,6
2020-05-05,5
2020-05-06,5
2020-05-07,9
2020-05-08,8
2020-05-09,5
2020-05-10,7
2020-05-11,6
2020-05-12,7
2020-05-13,8
2020-05-14,4
2020-05-15,6
2020-05-16,5
2020-05-17,11
2020-05-18,7
2020-05-19,11
2020-05-20,7
2020-05-21,4
2020-05-22,1
2020-05-23,3
2020-05-24,3
2020-05-25,7
2020-05-26,5
2020-05-27,6
2020-05-28,1
2020-05-29,3
2020-05-30,6
2020-05-31,4
2020-06-01,2
2020-06-02,6
2020-06-03,4
2020-06-04,5
2020-06-05,3
2020-06-06,2
2020-06-07,2
2020-06-08,4
2020-06-09,3
2020-06-10,1
2020-06-11,1
2020-06-12,4
2020-06-13,2
2020-06-14,0
2020-06-15,2
2020-06-16,1
2020-06-17,3
2020-06-18,2
2020-06-19,4
2020-06-20,7
2020-06-21,5
2020-06-22,1
2020-06-23,3
2020-06-24,5
2020-06-25,3
2020-06-26,3
2020-06-27,3
2020-06-28,4
2020-06-29,6
2020-06-30,2
2020-07-01,2
2020-07-02,1
2020-07-03,0
2020-07-04,5
2020-07-05,2
2020-07-06,1
2020-07-07,5
2020-07-08,4
2020-07-09,2
2020-07-10,3
2020-07-11,4
2020-07-12,3
2020-07-13,2
2020-07-14,4
2020-07-15,5
2020-07-16,2
2020-07-17,3
2020-07-18,6
2020-07-19,5
2020-07-20,4
2020-07-21,3
2020-07-22,3
2020-07-23,5
2020-07-24,7
2020-07-25,4
2020-07-26,7
2020-07-27,2
2020-07-28,1
2020-07-29,3
2020-07-30,2
2020-07-31,4
2020-08-01,6
2020-08-02,2
2020-08-03,3
2020-08-04,2
2020-08-05,2
2020-08-06,4
2020-08-07,5
2020-08-08,7
2020-08-09,4
2020-08-10,3
2020-08-11,2
2020-08-12,3
2020-08-13,3
2020-08-14,7
2020-08-15,5
2020-08-16,5
2020-08-17,4
2020-08-18,1
2020-08-19,4
2020-08-20,4
2020-08-21,2
2020-08-22,2
2020-08-23,4
2020-08-24,2
2020-08-25,5
2020-08-26,2
2020-08-27,4
2020-08-28,8
2020-08-29,4
2020-08-30,3
2020-08-31,1
2020-09-01,1
2020-09-02,6
2020-09-03,2
2020-09-04,4
2020-09-05,3
2020-09-06,1
2020-09-07,4
2020-09-08,2
2020-09-09,3
2020-09-10,5
2020-09-11,6
2020-09-12,2
2020-09-13,2
2020-09-14,3
2020-09-15,1
2020-09-16,4
2020-09-17,2
2020-09-18,2
2020-09-19,7
2020-09-20,5
2020-09-21,1
2020-09-22,4
2020-09-23,5
2020-09-24,1
2020-09-25,4
2020-09-26,1
2020-09-27,5
2020-09-28,2
2020-09-29,3
2020-09-30,5
2020-10-01,4
2020-10-02,4
2020-10-03,4
2020-10-04,2
2020-10-05,1
2020-10-06,3
2020-10-07,4
2020-10-08,5
2020-10-09,2
2020-10-10,2
2020-10-11,2
2020-10-12,2
2020-10-13,3
2020-10-14,5
2020-10-15,2
2020-10-16,5
2020-10-17,3
2020-10-18,2
