date,/m/0hn9s,isPartial
2020-03-01,26,False
2020-03-02,33,False
2020-03-03,30,False
2020-03-04,33,False
2020-03-05,46,False
2020-03-06,48,False
2020-03-07,23,False
2020-03-08,25,False
2020-03-09,16,False
2020-03-10,19,False
2020-03-11,45,False
2020-03-12,68,False
2020-03-13,76,False
2020-03-14,92,False
2020-03-15,100,False
2020-03-16,61,False
2020-03-17,57,False
2020-03-18,53,False
2020-03-19,57,False
2020-03-20,56,False
2020-03-21,69,False
2020-03-22,69,False
2020-03-23,36,False
2020-03-24,48,False
2020-03-25,47,False
2020-03-26,47,False
2020-03-27,37,False
2020-03-28,39,False
2020-03-29,29,False
2020-03-30,31,False
2020-03-31,29,False
2020-04-01,30,False
2020-04-02,28,False
2020-04-03,31,False
2020-04-04,18,False
2020-04-05,15,False
2020-04-06,15,False
2020-04-07,20,False
2020-04-08,13,False
2020-04-09,16,False
2020-04-10,20,False
2020-04-11,13,False
2020-04-12,26,False
2020-04-13,16,False
2020-04-14,10,False
2020-04-15,15,False
2020-04-16,23,False
2020-04-17,8,False
2020-04-18,6,False
2020-04-19,10,False
2020-04-20,10,False
2020-04-21,10,False
2020-04-22,16,False
2020-04-23,13,False
2020-04-24,14,False
2020-04-25,17,False
2020-04-26,8,False
2020-04-27,9,False
2020-04-28,10,False
2020-04-29,9,False
2020-04-30,14,False
2020-05-01,0,False
2020-05-02,9,False
2020-05-03,15,False
2020-05-04,11,False
2020-05-05,7,False
2020-05-06,17,False
2020-05-07,15,False
2020-05-08,10,False
2020-05-09,18,False
2020-05-10,15,False
2020-05-11,14,False
2020-05-12,9,False
2020-05-13,13,False
2020-05-14,15,False
2020-05-15,10,False
2020-05-16,4,False
2020-05-17,14,False
2020-05-18,6,False
2020-05-19,12,False
2020-05-20,4,False
2020-05-21,5,False
2020-05-22,8,False
2020-05-23,9,False
2020-05-24,12,False
2020-05-25,0,False
2020-05-26,10,False
2020-05-27,0,False
2020-05-28,8,False
2020-05-29,8,False
2020-05-30,14,False
2020-05-31,9,False
2020-06-01,4,False
2020-06-02,6,False
2020-06-03,5,False
2020-06-04,7,False
2020-06-05,4,False
2020-06-06,7,False
2020-06-07,11,False
2020-06-08,0,False
2020-06-09,4,False
2020-06-10,8,False
2020-06-11,8,False
2020-06-12,4,False
2020-06-13,5,False
2020-06-14,5,False
2020-06-15,6,False
2020-06-16,8,False
2020-06-17,12,False
2020-06-18,4,False
2020-06-19,10,False
2020-06-20,6,False
2020-06-21,6,False
2020-06-22,7,False
2020-06-23,0,False
2020-06-24,5,False
2020-06-25,0,False
2020-06-26,10,False
2020-06-27,6,False
2020-06-28,5,False
2020-06-29,0,False
2020-06-30,0,False
2020-07-01,0,False
2020-07-02,7,False
2020-07-03,0,False
2020-07-04,0,False
2020-07-05,6,False
2020-07-06,0,False
2020-07-07,5,False
2020-07-08,0,False
2020-07-09,0,False
2020-07-10,5,False
2020-07-11,0,False
2020-07-12,6,False
2020-07-13,0,False
2020-07-14,0,False
2020-07-15,9,False
2020-07-16,5,False
2020-07-17,18,False
2020-07-18,6,False
2020-07-19,6,False
2020-07-20,5,False
2020-07-21,15,False
2020-07-22,12,False
2020-07-23,5,False
2020-07-24,5,False
2020-07-25,0,False
2020-07-26,0,False
2020-07-27,5,False
2020-07-28,10,False
2020-07-29,8,False
2020-07-30,5,False
2020-07-31,5,False
2020-08-01,9,False
2020-08-02,17,False
2020-08-03,5,False
2020-08-04,8,False
2020-08-05,0,False
2020-08-06,0,False
2020-08-07,10,False
2020-08-08,6,False
2020-08-09,9,False
2020-08-10,5,False
2020-08-11,0,False
2020-08-12,5,False
2020-08-13,0,False
2020-08-14,0,False
2020-08-15,0,False
2020-08-16,6,False
2020-08-17,5,False
2020-08-18,10,False
2020-08-19,0,False
2020-08-20,5,False
2020-08-21,0,False
2020-08-22,0,False
2020-08-23,11,False
2020-08-24,5,False
2020-08-25,0,False
2020-08-26,7,False
2020-08-27,10,False
2020-08-28,5,False
2020-08-29,11,False
2020-08-30,5,False
2020-08-31,0,False
2020-09-01,7,False
2020-09-02,5,False
2020-09-03,0,False
2020-09-04,5,False
2020-09-05,6,False
2020-09-06,5,False
2020-09-07,5,False
2020-09-08,5,False
2020-09-09,0,False
2020-09-10,5,False
2020-09-11,5,False
2020-09-12,0,False
2020-09-13,0,False
2020-09-14,5,False
2020-09-15,0,False
2020-09-16,9,False
2020-09-17,5,False
2020-09-18,10,False
2020-09-19,5,False
2020-09-20,0,False
2020-09-21,9,False
2020-09-22,0,False
2020-09-23,0,False
2020-09-24,9,False
2020-09-25,5,False
2020-09-26,0,False
2020-09-27,0,False
2020-09-28,7,False
2020-09-29,5,False
2020-09-30,7,False
2020-10-01,7,False
2020-10-02,10,False
2020-10-03,5,False
2020-10-04,5,False
2020-10-05,5,False
2020-10-06,5,False
2020-10-07,0,False
2020-10-08,5,False
2020-10-09,0,False
2020-10-10,0,False
2020-10-11,0,False
2020-10-12,10,False
2020-10-13,0,False
2020-10-14,0,False
2020-10-15,8,False
2020-10-16,5,False
2020-10-17,0,False
