date,/m/01c751
2020-02-01,9.0
2020-02-02,5.0
2020-02-03,4.0
2020-02-04,4.0
2020-02-05,0.0
2020-02-06,4.0
2020-02-07,4.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,12.0
2020-02-11,8.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,13.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,4.0
2020-02-19,4.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,14.0
2020-02-24,4.0
2020-02-25,23.0
2020-02-26,20.0
2020-02-27,24.0
2020-02-28,17.0
2020-02-29,9.0
2020-03-01,40.0
2020-03-02,8.0
2020-03-03,15.0
2020-03-04,8.0
2020-03-05,20.0
2020-03-06,28.0
2020-03-07,19.0
2020-03-08,13.0
2020-03-09,26.0
2020-03-10,22.0
2020-03-11,44.0
2020-03-12,71.0
2020-03-13,68.0
2020-03-14,76.0
2020-03-15,63.0
2020-03-16,64.0
2020-03-17,68.0
2020-03-18,43.0
2020-03-19,39.0
2020-03-20,50.0
2020-03-21,100.0
2020-03-22,55.0
2020-03-23,46.0
2020-03-24,31.0
2020-03-25,17.0
2020-03-26,21.0
2020-03-27,47.0
2020-03-28,42.0
2020-03-29,42.0
2020-03-30,41.0
2020-03-31,30.0
2020-04-01,35.0
2020-04-02,21.0
2020-04-03,44.0
2020-04-04,43.0
2020-04-05,26.0
2020-04-06,24.0
2020-04-07,16.0
2020-04-08,19.0
2020-04-09,31.0
2020-04-10,26.0
2020-04-11,20.0
2020-04-12,42.0
2020-04-13,16.0
2020-04-14,14.0
2020-04-15,24.0
2020-04-16,4.0
2020-04-17,11.0
2020-04-18,28.0
2020-04-19,14.0
2020-04-20,11.0
2020-04-21,0.0
2020-04-22,8.0
2020-04-23,11.0
2020-04-24,7.0
2020-04-25,18.0
2020-04-26,21.0
2020-04-27,10.0
2020-04-28,14.0
2020-04-29,4.0
2020-04-30,7.0
2020-05-01,13.0
2020-05-02,4.0
2020-05-03,4.0
2020-05-04,10.0
2020-05-05,14.0
2020-05-06,25.0
2020-05-07,7.0
2020-05-08,4.0
2020-05-09,18.0
2020-05-10,8.0
2020-05-11,7.0
2020-05-12,4.0
2020-05-13,4.0
2020-05-14,22.0
2020-05-15,15.0
2020-05-16,9.0
2020-05-17,0.0
2020-05-18,4.0
2020-05-19,4.0
2020-05-20,4.0
2020-05-21,13.0
2020-05-22,8.0
2020-05-23,9.0
2020-05-24,8.0
2020-05-25,0.0
2020-05-26,4.0
2020-05-27,4.0
2020-05-28,15.0
2020-05-29,0.0
2020-05-30,0.0
2020-05-31,0.0
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,4.0
2020-06-04,3.0
2020-06-05,4.0
2020-06-06,8.0
2020-06-07,0.0
2020-06-08,3.0
2020-06-09,4.0
2020-06-10,0.0
2020-06-11,8.0
2020-06-12,4.0
2020-06-13,0.0
2020-06-14,5.0
2020-06-15,0.0
2020-06-16,4.0
2020-06-17,4.0
2020-06-18,4.0
2020-06-19,4.0
2020-06-20,0.0
2020-06-21,4.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,4.0
2020-06-26,0.0
2020-06-27,10.0
2020-06-28,0.0
2020-06-29,4.0
2020-06-30,12.0
2020-07-01,4.0
2020-07-02,0.0
2020-07-03,0.0
2020-07-04,5.0
2020-07-05,0.0
2020-07-06,0.0
2020-07-07,8.0
2020-07-08,0.0
2020-07-09,13.0
2020-07-10,0.0
2020-07-11,0.0
2020-07-12,5.0
2020-07-13,8.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,4.0
2020-07-18,5.0
2020-07-19,9.0
2020-07-20,0.0
2020-07-21,4.0
2020-07-22,0.0
2020-07-23,5.0
2020-07-24,0.0
2020-07-25,0.0
2020-07-26,4.0
2020-07-27,4.0
2020-07-28,4.0
2020-07-29,4.0
2020-07-30,4.0
2020-07-31,10.0
2020-08-01,10.0
