date,/m/0b76bty_0,/m/0b76bty,batch_id
2020-02-01,30.0,30.0,1
2020-02-02,55.0,55.0,1
2020-02-03,11.0,11.0,1
2020-02-04,37.0,37.0,1
2020-02-05,38.0,38.0,1
2020-02-06,26.0,26.0,1
2020-02-07,67.0,67.0,1
2020-02-08,75.0,75.0,1
2020-02-09,41.0,41.0,1
2020-02-10,59.0,59.0,1
2020-02-11,98.0,98.0,1
2020-02-12,12.0,12.0,1
2020-02-13,38.0,38.0,1
2020-02-14,0.0,0.0,1
2020-02-15,74.0,74.0,1
2020-02-16,0.0,0.0,1
2020-02-17,49.0,49.0,1
2020-02-18,48.0,48.0,1
2020-02-19,74.0,74.0,1
2020-02-20,13.0,13.0,1
2020-02-21,52.0,52.0,1
2020-02-22,59.0,59.0,1
2020-02-23,26.0,26.0,1
2020-02-24,48.0,48.0,1
2020-02-25,48.0,48.0,1
2020-02-26,72.0,72.0,1
2020-02-27,25.0,25.0,1
2020-02-28,13.0,13.0,1
2020-02-29,69.0,69.0,1
2020-03-01,40.0,40.0,1
2020-03-02,24.0,24.0,1
2020-03-03,47.0,47.0,1
2020-03-04,25.0,25.0,1
2020-03-05,63.0,63.0,1
2020-03-06,25.0,25.0,1
2020-03-07,68.0,68.0,1
2020-03-08,54.0,54.0,1
2020-03-09,47.0,47.0,1
2020-03-10,69.0,69.0,1
2020-03-11,11.0,11.0,1
2020-03-12,45.0,45.0,1
2020-03-13,95.0,95.0,1
2020-03-14,80.0,80.0,1
2020-03-15,100.0,100.0,1
2020-03-16,54.0,54.0,1
2020-03-17,58.0,58.0,1
2020-03-18,36.0,36.0,1
2020-03-19,36.0,36.0,1
2020-03-20,12.0,12.0,1
2020-03-21,73.0,73.0,1
2020-03-22,61.0,61.0,1
2020-03-23,31.0,31.0,1
2020-03-24,57.0,57.0,1
2020-03-25,23.0,23.0,1
2020-03-26,23.0,23.0,1
2020-03-27,11.0,11.0,1
2020-03-28,27.0,27.0,1
2020-03-29,0.0,0.0,1
2020-03-30,11.0,11.0,1
2020-03-31,21.0,21.0,1
2020-04-01,11.0,11.0,1
2020-04-02,23.0,23.0,1
2020-04-03,46.0,46.0,1
2020-04-04,0.0,0.0,1
2020-04-05,54.0,54.0,1
2020-04-06,44.0,44.0,1
2020-04-07,23.0,23.0,1
2020-04-08,12.0,12.0,1
2020-04-09,0.0,0.0,1
2020-04-10,40.0,40.0,1
2020-04-11,15.0,15.0,1
2020-04-12,14.0,14.0,1
2020-04-13,24.0,24.0,1
2020-04-14,10.0,10.0,1
2020-04-15,22.0,22.0,1
2020-04-16,0.0,0.0,1
2020-04-17,12.0,12.0,1
2020-04-18,43.0,43.0,1
2020-04-19,12.0,12.0,1
2020-04-20,32.0,32.0,1
2020-04-21,11.0,11.0,1
2020-04-22,11.0,11.0,1
2020-04-23,23.0,23.0,1
2020-04-24,12.0,12.0,1
2020-04-25,27.0,27.0,1
2020-04-26,13.0,13.0,1
2020-04-27,0.0,0.0,1
2020-04-28,11.0,11.0,1
2020-04-29,33.0,33.0,1
2020-04-30,23.0,23.0,1
2020-05-01,14.0,14.0,1
2020-05-02,0.0,0.0,1
2020-05-03,0.0,0.0,1
2020-05-04,22.0,22.0,1
2020-05-05,0.0,0.0,1
2020-05-06,0.0,0.0,1
2020-05-07,25.0,25.0,1
2020-05-08,0.0,0.0,1
2020-05-09,31.0,31.0,1
2020-05-10,13.0,13.0,1
2020-05-11,11.0,11.0,1
2020-05-12,11.0,11.0,1
2020-05-13,44.0,44.0,1
2020-05-14,23.0,23.0,1
2020-05-15,0.0,0.0,1
2020-05-16,0.0,0.0,1
2020-05-17,14.0,14.0,1
2020-05-18,12.0,12.0,1
2020-05-19,12.0,12.0,1
2020-05-20,23.0,23.0,1
2020-05-21,0.0,0.0,1
2020-05-22,13.0,13.0,1
2020-05-23,39.0,39.0,1
2020-05-24,0.0,0.0,1
2020-05-25,33.0,33.0,1
2020-05-26,22.0,22.0,1
2020-05-27,24.0,24.0,1
2020-05-28,23.0,23.0,1
2020-05-29,0.0,0.0,1
2020-05-30,0.0,0.0,1
2020-05-31,24.0,24.0,1
2020-06-01,11.0,11.0,1
2020-06-02,34.0,34.0,1
2020-06-03,11.0,11.0,1
2020-06-04,22.0,22.0,1
2020-06-05,22.0,22.0,1
2020-06-06,14.0,14.0,1
2020-06-07,12.0,12.0,1
2020-06-08,20.0,20.0,1
2020-06-09,0.0,0.0,1
2020-06-10,21.0,21.0,1
2020-06-11,0.0,0.0,1
2020-06-12,13.0,13.0,1
2020-06-13,0.0,0.0,1
2020-06-14,25.0,25.0,1
2020-06-15,11.0,11.0,1
2020-06-16,0.0,0.0,1
