date,/m/0g9pc_0,/m/0g9pc,batch_id
2020-02-01,19.0,19.0,1
2020-02-02,14.0,14.0,1
2020-02-03,12.0,12.0,1
2020-02-04,12.0,12.0,1
2020-02-05,10.0,10.0,1
2020-02-06,8.0,8.0,1
2020-02-07,9.0,9.0,1
2020-02-08,9.0,9.0,1
2020-02-09,10.0,10.0,1
2020-02-10,11.0,11.0,1
2020-02-11,11.0,11.0,1
2020-02-12,11.0,11.0,1
2020-02-13,10.0,10.0,1
2020-02-14,8.0,8.0,1
2020-02-15,8.0,8.0,1
2020-02-16,8.0,8.0,1
2020-02-17,6.0,6.0,1
2020-02-18,7.0,7.0,1
2020-02-19,7.0,7.0,1
2020-02-20,6.0,6.0,1
2020-02-21,6.0,6.0,1
2020-02-22,10.0,10.0,1
2020-02-23,20.0,20.0,1
2020-02-24,28.0,28.0,1
2020-02-25,52.0,52.0,1
2020-02-26,40.0,40.0,1
2020-02-27,30.0,30.0,1
2020-02-28,26.0,26.0,1
2020-02-29,26.0,26.0,1
2020-03-01,22.0,22.0,1
2020-03-02,23.0,23.0,1
2020-03-03,25.0,25.0,1
2020-03-04,28.0,28.0,1
2020-03-05,27.0,27.0,1
2020-03-06,25.0,25.0,1
2020-03-07,23.0,23.0,1
2020-03-08,26.0,26.0,1
2020-03-09,46.0,46.0,1
2020-03-10,65.0,65.0,1
2020-03-11,67.0,67.0,1
2020-03-12,100.0,100.0,1
2020-03-13,98.0,98.0,1
2020-03-14,91.0,91.0,1
2020-03-15,82.0,82.0,1
2020-03-16,69.0,69.0,1
2020-03-17,65.0,65.0,1
2020-03-18,66.0,66.0,1
2020-03-19,57.0,57.0,1
2020-03-20,56.0,56.0,1
2020-03-21,64.0,64.0,1
2020-03-22,60.0,60.0,1
2020-03-23,46.0,46.0,1
2020-03-24,46.0,46.0,1
2020-03-25,55.0,55.0,1
2020-03-26,58.0,58.0,1
2020-03-27,40.0,40.0,1
2020-03-28,47.0,47.0,1
2020-03-29,36.0,36.0,1
2020-03-30,38.0,38.0,1
2020-03-31,32.0,32.0,1
2020-04-01,29.0,29.0,1
2020-04-02,28.0,28.0,1
2020-04-03,29.0,29.0,1
2020-04-04,31.0,31.0,1
2020-04-05,30.0,30.0,1
2020-04-06,26.0,26.0,1
2020-04-07,25.0,25.0,1
2020-04-08,22.0,22.0,1
2020-04-09,20.0,20.0,1
2020-04-10,23.0,23.0,1
2020-04-11,21.0,21.0,1
2020-04-12,21.0,21.0,1
2020-04-13,19.0,19.0,1
2020-04-14,19.0,19.0,1
2020-04-15,19.0,19.0,1
2020-04-16,18.0,18.0,1
2020-04-17,18.0,18.0,1
2020-04-18,20.0,20.0,1
2020-04-19,17.0,17.0,1
2020-04-20,15.0,15.0,1
2020-04-21,15.0,15.0,1
2020-04-22,16.0,16.0,1
2020-04-23,17.0,17.0,1
2020-04-24,14.0,14.0,1
2020-04-25,14.0,14.0,1
2020-04-26,17.0,17.0,1
2020-04-27,15.0,15.0,1
2020-04-28,15.0,15.0,1
2020-04-29,13.0,13.0,1
2020-04-30,14.0,14.0,1
2020-05-01,13.0,13.0,1
2020-05-02,14.0,14.0,1
2020-05-03,13.0,13.0,1
2020-05-04,12.0,12.0,1
2020-05-05,12.0,12.0,1
2020-05-06,13.0,13.0,1
2020-05-07,13.0,13.0,1
2020-05-08,15.0,15.0,1
2020-05-09,14.0,14.0,1
2020-05-10,13.0,13.0,1
2020-05-11,11.0,11.0,1
2020-05-12,12.0,12.0,1
2020-05-13,12.0,12.0,1
2020-05-14,12.0,12.0,1
2020-05-15,12.0,12.0,1
2020-05-16,12.0,12.0,1
2020-05-17,11.0,11.0,1
2020-05-18,9.0,9.0,1
2020-05-19,9.0,9.0,1
2020-05-20,10.0,10.0,1
2020-05-21,10.0,10.0,1
2020-05-22,9.0,9.0,1
2020-05-23,9.0,9.0,1
2020-05-24,9.0,9.0,1
2020-05-25,10.0,10.0,1
2020-05-26,8.0,8.0,1
2020-05-27,8.0,8.0,1
2020-05-28,9.0,9.0,1
2020-05-29,8.0,8.0,1
2020-05-30,10.0,10.0,1
2020-05-31,7.0,7.0,1
2020-06-01,7.0,7.0,1
2020-06-02,6.0,6.0,1
2020-06-03,6.0,6.0,1
2020-06-04,6.0,6.0,1
2020-06-05,6.0,6.0,1
2020-06-06,5.0,5.0,1
2020-06-07,6.0,6.0,1
2020-06-08,6.0,6.0,1
2020-06-09,5.0,5.0,1
2020-06-10,6.0,6.0,1
2020-06-11,5.0,5.0,1
2020-06-12,5.0,5.0,1
2020-06-13,6.0,6.0,1
2020-06-14,5.0,5.0,1
2020-06-15,8.0,8.0,1
2020-06-16,11.0,11.0,1
2020-06-17,9.0,9.0,1
2020-06-18,6.0,6.0,1
2020-06-19,6.0,6.0,1
2020-06-20,6.0,6.0,1
2020-06-21,6.0,6.0,1
2020-06-22,6.0,6.0,1
2020-06-23,6.0,6.0,1
2020-06-24,6.0,6.0,1
2020-06-25,5.0,5.0,1
2020-06-26,4.0,4.0,1
2020-06-27,6.0,6.0,1
2020-06-28,6.0,6.0,1
2020-06-29,5.0,5.0,1
2020-06-30,8.0,8.0,1
2020-07-01,6.0,6.0,1
2020-07-02,7.0,7.0,1
2020-07-03,6.0,6.0,1
2020-07-04,6.0,6.0,1
2020-07-05,6.0,6.0,1
2020-07-06,4.0,4.0,1
2020-07-07,6.0,6.0,1
2020-07-08,6.0,6.0,1
2020-07-09,5.0,5.0,1
2020-07-10,6.0,6.0,1
2020-07-11,5.0,5.0,1
2020-07-12,5.0,5.0,1
2020-07-13,5.0,5.0,1
2020-07-14,6.0,6.0,1
2020-07-15,5.0,5.0,1
2020-07-16,6.0,6.0,1
2020-07-17,6.0,6.0,1
2020-07-18,6.0,6.0,1
2020-07-19,5.0,5.0,1
2020-07-20,7.0,7.0,1
2020-07-21,5.0,5.0,1
2020-07-22,6.0,6.0,1
2020-07-23,6.0,6.0,1
2020-07-24,6.0,6.0,1
2020-07-25,6.0,6.0,1
2020-07-26,7.0,7.0,1
2020-07-27,5.0,5.0,1
2020-07-28,6.0,6.0,1
2020-07-29,7.0,7.0,1
2020-07-30,5.0,5.0,1
2020-07-31,5.0,5.0,1
2020-08-01,5.0,5.0,1
2020-08-02,6.0,6.0,1
2020-08-03,7.0,7.0,1
2020-08-04,5.0,5.0,1
2020-08-05,4.0,4.0,1
2020-08-06,5.0,5.0,1
2020-08-07,7.0,7.0,1
2020-08-08,6.0,6.0,1
2020-08-09,7.0,7.0,1
2020-08-10,5.0,5.0,1
2020-08-11,7.0,7.0,1
2020-08-12,11.0,11.0,1
2020-08-13,14.0,14.0,1
2020-08-14,11.0,11.0,1
2020-08-15,9.0,9.0,1
2020-08-16,6.0,6.0,1
2020-08-17,8.0,8.0,1
2020-08-18,6.0,6.0,1
2020-08-19,7.0,7.0,1
2020-08-20,7.0,7.0,1
2020-08-21,12.0,12.0,1
2020-08-22,9.0,9.0,1
2020-08-23,9.0,9.0,1
2020-08-24,9.0,9.0,1
2020-08-25,7.0,7.0,1
2020-08-26,7.0,7.0,1
2020-08-27,6.0,6.0,1
2020-08-28,7.0,7.0,1
2020-08-29,7.0,7.0,1
2020-08-30,6.0,6.0,1
2020-08-31,5.0,5.0,1
2020-09-01,5.0,5.0,1
2020-09-02,6.0,6.0,1
2020-09-03,5.0,5.0,1
2020-09-04,5.0,5.0,1
2020-09-05,6.0,6.0,1
2020-09-06,6.0,6.0,1
2020-09-07,5.0,5.0,1
2020-09-08,6.0,6.0,1
2020-09-09,6.0,6.0,1
2020-09-10,6.0,6.0,1
2020-09-11,5.0,5.0,1
2020-09-12,5.0,5.0,1
2020-09-13,5.0,5.0,1
