date,/m/0405g08_0,/m/0405g08,batch_id
2020-02-01,0.0,0.0,1
2020-02-02,19.0,19.0,1
2020-02-03,34.0,34.0,1
2020-02-04,39.0,39.0,1
2020-02-05,39.0,39.0,1
2020-02-06,40.0,40.0,1
2020-02-07,20.0,20.0,1
2020-02-08,61.0,61.0,1
2020-02-09,37.0,37.0,1
2020-02-10,18.0,18.0,1
2020-02-11,37.0,37.0,1
2020-02-12,0.0,0.0,1
2020-02-13,96.0,96.0,1
2020-02-14,19.0,19.0,1
2020-02-15,63.0,63.0,1
2020-02-16,39.0,39.0,1
2020-02-17,19.0,19.0,1
2020-02-18,74.0,74.0,1
2020-02-19,56.0,56.0,1
2020-02-20,20.0,20.0,1
2020-02-21,62.0,62.0,1
2020-02-22,44.0,44.0,1
2020-02-23,61.0,61.0,1
2020-02-24,0.0,0.0,1
2020-02-25,38.0,38.0,1
2020-02-26,95.0,95.0,1
2020-02-27,19.0,19.0,1
2020-02-28,57.0,57.0,1
2020-02-29,40.0,40.0,1
2020-03-01,91.0,91.0,1
2020-03-02,71.0,71.0,1
2020-03-03,92.0,92.0,1
2020-03-04,53.0,53.0,1
2020-03-05,37.0,37.0,1
2020-03-06,19.0,19.0,1
2020-03-07,20.0,20.0,1
2020-03-08,55.0,55.0,1
2020-03-09,71.0,71.0,1
2020-03-10,18.0,18.0,1
2020-03-11,0.0,0.0,1
2020-03-12,36.0,36.0,1
2020-03-13,99.0,99.0,1
2020-03-14,39.0,39.0,1
2020-03-15,69.0,69.0,1
2020-03-16,0.0,0.0,1
2020-03-17,46.0,46.0,1
2020-03-18,81.0,81.0,1
2020-03-19,51.0,51.0,1
2020-03-20,49.0,49.0,1
2020-03-21,71.0,71.0,1
2020-03-22,52.0,52.0,1
2020-03-23,14.0,14.0,1
2020-03-24,0.0,0.0,1
2020-03-25,15.0,15.0,1
2020-03-26,16.0,16.0,1
2020-03-27,60.0,60.0,1
2020-03-28,0.0,0.0,1
2020-03-29,84.0,84.0,1
2020-03-30,59.0,59.0,1
2020-03-31,0.0,0.0,1
2020-04-01,46.0,46.0,1
2020-04-02,15.0,15.0,1
2020-04-03,63.0,63.0,1
2020-04-04,92.0,92.0,1
2020-04-05,73.0,73.0,1
2020-04-06,14.0,14.0,1
2020-04-07,14.0,14.0,1
2020-04-08,47.0,47.0,1
2020-04-09,31.0,31.0,1
2020-04-10,16.0,16.0,1
2020-04-11,71.0,71.0,1
2020-04-12,72.0,72.0,1
2020-04-13,100.0,100.0,1
2020-04-14,62.0,62.0,1
2020-04-15,81.0,81.0,1
2020-04-16,82.0,82.0,1
2020-04-17,16.0,16.0,1
2020-04-18,88.0,88.0,1
2020-04-19,66.0,66.0,1
2020-04-20,90.0,90.0,1
2020-04-21,31.0,31.0,1
2020-04-22,33.0,33.0,1
2020-04-23,48.0,48.0,1
2020-04-24,50.0,50.0,1
2020-04-25,53.0,53.0,1
2020-04-26,18.0,18.0,1
2020-04-27,29.0,29.0,1
2020-04-28,43.0,43.0,1
2020-04-29,14.0,14.0,1
2020-04-30,14.0,14.0,1
2020-05-01,62.0,62.0,1
2020-05-02,31.0,31.0,1
2020-05-03,49.0,49.0,1
2020-05-04,15.0,15.0,1
2020-05-05,54.0,54.0,1
2020-05-06,15.0,15.0,1
2020-05-07,15.0,15.0,1
2020-05-08,15.0,15.0,1
2020-05-09,48.0,48.0,1
2020-05-10,33.0,33.0,1
2020-05-11,30.0,30.0,1
2020-05-12,48.0,48.0,1
2020-05-13,32.0,32.0,1
2020-05-14,16.0,16.0,1
2020-05-15,35.0,35.0,1
2020-05-16,21.0,21.0,1
2020-05-17,21.0,21.0,1
2020-05-18,33.0,33.0,1
2020-05-19,0.0,0.0,1
2020-05-20,70.0,70.0,1
2020-05-21,20.0,20.0,1
2020-05-22,71.0,71.0,1
2020-05-23,40.0,40.0,1
2020-05-24,81.0,81.0,1
2020-05-25,49.0,49.0,1
2020-05-26,16.0,16.0,1
2020-05-27,33.0,33.0,1
2020-05-28,64.0,64.0,1
2020-05-29,52.0,52.0,1
2020-05-30,60.0,60.0,1
2020-05-31,21.0,21.0,1
2020-06-01,70.0,70.0,1
2020-06-02,32.0,32.0,1
2020-06-03,0.0,0.0,1
2020-06-04,60.0,60.0,1
2020-06-05,47.0,47.0,1
2020-06-06,19.0,19.0,1
2020-06-07,38.0,38.0,1
2020-06-08,30.0,30.0,1
2020-06-09,31.0,31.0,1
2020-06-10,32.0,32.0,1
2020-06-11,31.0,31.0,1
2020-06-12,17.0,17.0,1
2020-06-13,19.0,19.0,1
2020-06-14,35.0,35.0,1
2020-06-15,47.0,47.0,1
2020-06-16,46.0,46.0,1
2020-06-17,0.0,0.0,1
