date,/m/01b_21_0,/m/01b_21,batch_id
2020-02-01,58.0,58.0,1
2020-02-02,31.0,31.0,1
2020-02-03,27.0,27.0,1
2020-02-04,30.0,30.0,1
2020-02-05,29.0,29.0,1
2020-02-06,18.0,18.0,1
2020-02-07,19.0,19.0,1
2020-02-08,65.0,65.0,1
2020-02-09,81.0,81.0,1
2020-02-10,29.0,29.0,1
2020-02-11,29.0,29.0,1
2020-02-12,22.0,22.0,1
2020-02-13,53.0,53.0,1
2020-02-14,36.0,36.0,1
2020-02-15,40.0,40.0,1
2020-02-16,31.0,31.0,1
2020-02-17,28.0,28.0,1
2020-02-18,75.0,75.0,1
2020-02-19,17.0,17.0,1
2020-02-20,12.0,12.0,1
2020-02-21,37.0,37.0,1
2020-02-22,67.0,67.0,1
2020-02-23,53.0,53.0,1
2020-02-24,58.0,58.0,1
2020-02-25,34.0,34.0,1
2020-02-26,54.0,54.0,1
2020-02-27,16.0,16.0,1
2020-02-28,35.0,35.0,1
2020-02-29,35.0,35.0,1
2020-03-01,80.0,80.0,1
2020-03-02,37.0,37.0,1
2020-03-03,11.0,11.0,1
2020-03-04,39.0,39.0,1
2020-03-05,43.0,43.0,1
2020-03-06,34.0,34.0,1
2020-03-07,25.0,25.0,1
2020-03-08,30.0,30.0,1
2020-03-09,27.0,27.0,1
2020-03-10,57.0,57.0,1
2020-03-11,6.0,6.0,1
2020-03-12,38.0,38.0,1
2020-03-13,47.0,47.0,1
2020-03-14,93.0,93.0,1
2020-03-15,53.0,53.0,1
2020-03-16,45.0,45.0,1
2020-03-17,63.0,63.0,1
2020-03-18,36.0,36.0,1
2020-03-19,63.0,63.0,1
2020-03-20,46.0,46.0,1
2020-03-21,100.0,100.0,1
2020-03-22,28.0,28.0,1
2020-03-23,61.0,61.0,1
2020-03-24,48.0,48.0,1
2020-03-25,86.0,86.0,1
2020-03-26,15.0,15.0,1
2020-03-27,89.0,89.0,1
2020-03-28,28.0,28.0,1
2020-03-29,51.0,51.0,1
2020-03-30,43.0,43.0,1
2020-03-31,42.0,42.0,1
2020-04-01,48.0,48.0,1
2020-04-02,20.0,20.0,1
2020-04-03,20.0,20.0,1
2020-04-04,23.0,23.0,1
2020-04-05,22.0,22.0,1
2020-04-06,28.0,28.0,1
2020-04-07,14.0,14.0,1
2020-04-08,15.0,15.0,1
2020-04-09,30.0,30.0,1
2020-04-10,0.0,0.0,1
2020-04-11,6.0,6.0,1
2020-04-12,34.0,34.0,1
2020-04-13,26.0,26.0,1
2020-04-14,15.0,15.0,1
2020-04-15,15.0,15.0,1
2020-04-16,10.0,10.0,1
2020-04-17,20.0,20.0,1
2020-04-18,5.0,5.0,1
2020-04-19,15.0,15.0,1
2020-04-20,9.0,9.0,1
2020-04-21,24.0,24.0,1
2020-04-22,24.0,24.0,1
2020-04-23,25.0,25.0,1
2020-04-24,5.0,5.0,1
2020-04-25,11.0,11.0,1
2020-04-26,5.0,5.0,1
2020-04-27,14.0,14.0,1
2020-04-28,0.0,0.0,1
2020-04-29,19.0,19.0,1
2020-04-30,13.0,13.0,1
2020-05-01,5.0,5.0,1
2020-05-02,26.0,26.0,1
2020-05-03,11.0,11.0,1
2020-05-04,5.0,5.0,1
2020-05-05,4.0,4.0,1
2020-05-06,23.0,23.0,1
2020-05-07,0.0,0.0,1
2020-05-08,0.0,0.0,1
2020-05-09,0.0,0.0,1
2020-05-10,0.0,0.0,1
2020-05-11,5.0,5.0,1
2020-05-12,20.0,20.0,1
2020-05-13,14.0,14.0,1
2020-05-14,5.0,5.0,1
2020-05-15,10.0,10.0,1
2020-05-16,11.0,11.0,1
2020-05-17,5.0,5.0,1
2020-05-18,15.0,15.0,1
2020-05-19,25.0,25.0,1
2020-05-20,21.0,21.0,1
2020-05-21,6.0,6.0,1
2020-05-22,6.0,6.0,1
2020-05-23,18.0,18.0,1
2020-05-24,25.0,25.0,1
2020-05-25,20.0,20.0,1
