date,/m/0cjf0_0,/m/0cjf0,batch_id
2020-02-01,34.0,34.0,1
2020-02-02,57.0,57.0,1
2020-02-03,10.0,10.0,1
2020-02-04,0.0,0.0,1
2020-02-05,31.0,31.0,1
2020-02-06,0.0,0.0,1
2020-02-07,45.0,45.0,1
2020-02-08,35.0,35.0,1
2020-02-09,23.0,23.0,1
2020-02-10,43.0,43.0,1
2020-02-11,43.0,43.0,1
2020-02-12,43.0,43.0,1
2020-02-13,11.0,11.0,1
2020-02-14,22.0,22.0,1
2020-02-15,12.0,12.0,1
2020-02-16,43.0,43.0,1
2020-02-17,40.0,40.0,1
2020-02-18,31.0,31.0,1
2020-02-19,53.0,53.0,1
2020-02-20,22.0,22.0,1
2020-02-21,11.0,11.0,1
2020-02-22,11.0,11.0,1
2020-02-23,46.0,46.0,1
2020-02-24,51.0,51.0,1
2020-02-25,49.0,49.0,1
2020-02-26,9.0,9.0,1
2020-02-27,66.0,66.0,1
2020-02-28,41.0,41.0,1
2020-02-29,62.0,62.0,1
2020-03-01,40.0,40.0,1
2020-03-02,28.0,28.0,1
2020-03-03,58.0,58.0,1
2020-03-04,19.0,19.0,1
2020-03-05,19.0,19.0,1
2020-03-06,30.0,30.0,1
2020-03-07,32.0,32.0,1
2020-03-08,33.0,33.0,1
2020-03-09,77.0,77.0,1
2020-03-10,49.0,49.0,1
2020-03-11,49.0,49.0,1
2020-03-12,76.0,76.0,1
2020-03-13,71.0,71.0,1
2020-03-14,53.0,53.0,1
2020-03-15,100.0,100.0,1
2020-03-16,99.0,99.0,1
2020-03-17,25.0,25.0,1
2020-03-18,91.0,91.0,1
2020-03-19,83.0,83.0,1
2020-03-20,89.0,89.0,1
2020-03-21,71.0,71.0,1
2020-03-22,99.0,99.0,1
2020-03-23,38.0,38.0,1
2020-03-24,99.0,99.0,1
2020-03-25,17.0,17.0,1
2020-03-26,34.0,34.0,1
2020-03-27,25.0,25.0,1
2020-03-28,39.0,39.0,1
2020-03-29,95.0,95.0,1
2020-03-30,50.0,50.0,1
2020-03-31,16.0,16.0,1
2020-04-01,72.0,72.0,1
2020-04-02,51.0,51.0,1
2020-04-03,18.0,18.0,1
2020-04-04,20.0,20.0,1
2020-04-05,0.0,0.0,1
2020-04-06,8.0,8.0,1
2020-04-07,34.0,34.0,1
2020-04-08,52.0,52.0,1
2020-04-09,9.0,9.0,1
2020-04-10,63.0,63.0,1
2020-04-11,29.0,29.0,1
2020-04-12,10.0,10.0,1
2020-04-13,9.0,9.0,1
2020-04-14,17.0,17.0,1
2020-04-15,34.0,34.0,1
2020-04-16,9.0,9.0,1
2020-04-17,17.0,17.0,1
2020-04-18,28.0,28.0,1
2020-04-19,18.0,18.0,1
2020-04-20,31.0,31.0,1
2020-04-21,23.0,23.0,1
2020-04-22,32.0,32.0,1
2020-04-23,8.0,8.0,1
2020-04-24,26.0,26.0,1
2020-04-25,0.0,0.0,1
2020-04-26,29.0,29.0,1
2020-04-27,0.0,0.0,1
2020-04-28,8.0,8.0,1
2020-04-29,17.0,17.0,1
2020-04-30,23.0,23.0,1
2020-05-01,17.0,17.0,1
2020-05-02,0.0,0.0,1
2020-05-03,19.0,19.0,1
2020-05-04,41.0,41.0,1
2020-05-05,15.0,15.0,1
2020-05-06,32.0,32.0,1
2020-05-07,25.0,25.0,1
2020-05-08,27.0,27.0,1
2020-05-09,46.0,46.0,1
2020-05-10,42.0,42.0,1
2020-05-11,8.0,8.0,1
2020-05-12,9.0,9.0,1
2020-05-13,0.0,0.0,1
2020-05-14,8.0,8.0,1
2020-05-15,18.0,18.0,1
2020-05-16,41.0,41.0,1
2020-05-17,43.0,43.0,1
2020-05-18,18.0,18.0,1
2020-05-19,9.0,9.0,1
