date,/m/0b76bty_0,/m/0b76bty,batch_id
2020-02-01,33.0,33.0,1
2020-02-02,29.0,29.0,1
2020-02-03,23.0,23.0,1
2020-02-04,31.0,31.0,1
2020-02-05,35.0,35.0,1
2020-02-06,19.0,19.0,1
2020-02-07,25.0,25.0,1
2020-02-08,22.0,22.0,1
2020-02-09,23.0,23.0,1
2020-02-10,25.0,25.0,1
2020-02-11,14.0,14.0,1
2020-02-12,30.0,30.0,1
2020-02-13,19.0,19.0,1
2020-02-14,30.0,30.0,1
2020-02-15,19.0,19.0,1
2020-02-16,23.0,23.0,1
2020-02-17,19.0,19.0,1
2020-02-18,9.0,9.0,1
2020-02-19,25.0,25.0,1
2020-02-20,26.0,26.0,1
2020-02-21,26.0,26.0,1
2020-02-22,22.0,22.0,1
2020-02-23,29.0,29.0,1
2020-02-24,21.0,21.0,1
2020-02-25,33.0,33.0,1
2020-02-26,29.0,29.0,1
2020-02-27,30.0,30.0,1
2020-02-28,29.0,29.0,1
2020-02-29,35.0,35.0,1
2020-03-01,33.0,33.0,1
2020-03-02,22.0,22.0,1
2020-03-03,24.0,24.0,1
2020-03-04,41.0,41.0,1
2020-03-05,31.0,31.0,1
2020-03-06,16.0,16.0,1
2020-03-07,35.0,35.0,1
2020-03-08,50.0,50.0,1
2020-03-09,45.0,45.0,1
2020-03-10,55.0,55.0,1
2020-03-11,46.0,46.0,1
2020-03-12,76.0,76.0,1
2020-03-13,100.0,100.0,1
2020-03-14,80.0,80.0,1
2020-03-15,73.0,73.0,1
2020-03-16,89.0,89.0,1
2020-03-17,87.0,87.0,1
2020-03-18,65.0,65.0,1
2020-03-19,54.0,54.0,1
2020-03-20,90.0,90.0,1
2020-03-21,71.0,71.0,1
2020-03-22,70.0,70.0,1
2020-03-23,56.0,56.0,1
2020-03-24,46.0,46.0,1
2020-03-25,66.0,66.0,1
2020-03-26,61.0,61.0,1
2020-03-27,48.0,48.0,1
2020-03-28,55.0,55.0,1
2020-03-29,34.0,34.0,1
2020-03-30,49.0,49.0,1
2020-03-31,21.0,21.0,1
2020-04-01,26.0,26.0,1
2020-04-02,40.0,40.0,1
2020-04-03,28.0,28.0,1
2020-04-04,26.0,26.0,1
2020-04-05,26.0,26.0,1
2020-04-06,27.0,27.0,1
2020-04-07,22.0,22.0,1
2020-04-08,22.0,22.0,1
2020-04-09,29.0,29.0,1
2020-04-10,25.0,25.0,1
2020-04-11,19.0,19.0,1
2020-04-12,21.0,21.0,1
2020-04-13,37.0,37.0,1
2020-04-14,23.0,23.0,1
2020-04-15,14.0,14.0,1
2020-04-16,30.0,30.0,1
2020-04-17,23.0,23.0,1
2020-04-18,16.0,16.0,1
2020-04-19,22.0,22.0,1
2020-04-20,8.0,8.0,1
2020-04-21,31.0,31.0,1
2020-04-22,20.0,20.0,1
2020-04-23,6.0,6.0,1
2020-04-24,25.0,25.0,1
2020-04-25,18.0,18.0,1
2020-04-26,16.0,16.0,1
2020-04-27,6.0,6.0,1
2020-04-28,12.0,12.0,1
2020-04-29,21.0,21.0,1
2020-04-30,19.0,19.0,1
2020-05-01,20.0,20.0,1
2020-05-02,29.0,29.0,1
2020-05-03,22.0,22.0,1
2020-05-04,12.0,12.0,1
2020-05-05,20.0,20.0,1
2020-05-06,16.0,16.0,1
2020-05-07,10.0,10.0,1
2020-05-08,18.0,18.0,1
2020-05-09,16.0,16.0,1
2020-05-10,13.0,13.0,1
2020-05-11,16.0,16.0,1
2020-05-12,6.0,6.0,1
2020-05-13,8.0,8.0,1
2020-05-14,12.0,12.0,1
2020-05-15,25.0,25.0,1
2020-05-16,17.0,17.0,1
2020-05-17,34.0,34.0,1
2020-05-18,10.0,10.0,1
2020-05-19,10.0,10.0,1
2020-05-20,21.0,21.0,1
2020-05-21,24.0,24.0,1
2020-05-22,19.0,19.0,1
2020-05-23,15.0,15.0,1
2020-05-24,17.0,17.0,1
2020-05-25,15.0,15.0,1
2020-05-26,15.0,15.0,1
2020-05-27,25.0,25.0,1
2020-05-28,11.0,11.0,1
2020-05-29,11.0,11.0,1
2020-05-30,24.0,24.0,1
2020-05-31,20.0,20.0,1
2020-06-01,8.0,8.0,1
2020-06-02,8.0,8.0,1
2020-06-03,27.0,27.0,1
2020-06-04,13.0,13.0,1
2020-06-05,17.0,17.0,1
2020-06-06,16.0,16.0,1
2020-06-07,19.0,19.0,1
2020-06-08,8.0,8.0,1
2020-06-09,6.0,6.0,1
2020-06-10,9.0,9.0,1
2020-06-11,15.0,15.0,1
2020-06-12,7.0,7.0,1
2020-06-13,8.0,8.0,1
2020-06-14,8.0,8.0,1
2020-06-15,4.0,4.0,1
2020-06-16,12.0,12.0,1
2020-06-17,13.0,13.0,1
2020-06-18,9.0,9.0,1
2020-06-19,7.0,7.0,1
2020-06-20,8.0,8.0,1
2020-06-21,11.0,11.0,1
2020-06-22,5.0,5.0,1
2020-06-23,5.0,5.0,1
2020-06-24,17.0,17.0,1
2020-06-25,18.0,18.0,1
2020-06-26,17.0,17.0,1
2020-06-27,8.0,8.0,1
2020-06-28,18.0,18.0,1
2020-06-29,7.0,7.0,1
2020-06-30,16.0,16.0,1
2020-07-01,9.0,9.0,1
2020-07-02,9.0,9.0,1
2020-07-03,24.0,24.0,1
2020-07-04,3.0,3.0,1
2020-07-05,19.0,19.0,1
2020-07-06,14.0,14.0,1
2020-07-07,29.0,29.0,1
2020-07-08,19.0,19.0,1
2020-07-09,15.0,15.0,1
2020-07-10,18.0,18.0,1
2020-07-11,15.0,15.0,1
2020-07-12,14.0,14.0,1
2020-07-13,12.0,12.0,1
2020-07-14,14.0,14.0,1
2020-07-15,22.0,22.0,1
2020-07-16,17.0,17.0,1
2020-07-17,13.0,13.0,1
2020-07-18,27.0,27.0,1
2020-07-19,14.0,14.0,1
2020-07-20,24.0,24.0,1
2020-07-21,18.0,18.0,1
2020-07-22,33.0,33.0,1
2020-07-23,28.0,28.0,1
2020-07-24,16.0,16.0,1
2020-07-25,25.0,25.0,1
2020-07-26,30.0,30.0,1
2020-07-27,30.0,30.0,1
2020-07-28,32.0,32.0,1
2020-07-29,28.0,28.0,1
2020-07-30,13.0,13.0,1
2020-07-31,24.0,24.0,1
2020-08-01,27.0,27.0,1
2020-08-02,29.0,29.0,1
2020-08-03,17.0,17.0,1
2020-08-04,20.0,20.0,1
2020-08-05,26.0,26.0,1
2020-08-06,26.0,26.0,1
2020-08-07,24.0,24.0,1
2020-08-08,36.0,36.0,1
2020-08-09,44.0,44.0,1
2020-08-10,23.0,23.0,1
2020-08-11,37.0,37.0,1
2020-08-12,43.0,43.0,1
2020-08-13,33.0,33.0,1
2020-08-14,26.0,26.0,1
2020-08-15,29.0,29.0,1
2020-08-16,52.0,52.0,1
2020-08-17,13.0,13.0,1
2020-08-18,25.0,25.0,1
2020-08-19,18.0,18.0,1
2020-08-20,24.0,24.0,1
2020-08-21,47.0,47.0,1
2020-08-22,33.0,33.0,1
2020-08-23,47.0,47.0,1
2020-08-24,32.0,32.0,1
2020-08-25,30.0,30.0,1
2020-08-26,18.0,18.0,1
2020-08-27,18.0,18.0,1
2020-08-28,13.0,13.0,1
2020-08-29,30.0,30.0,1
2020-08-30,22.0,22.0,1
2020-08-31,17.0,17.0,1
2020-09-01,26.0,26.0,1
2020-09-02,20.0,20.0,1
2020-09-03,32.0,32.0,1
2020-09-04,30.0,30.0,1
2020-09-05,20.0,20.0,1
2020-09-06,22.0,22.0,1
2020-09-07,21.0,21.0,1
2020-09-08,26.0,26.0,1
2020-09-09,19.0,19.0,1
2020-09-10,32.0,32.0,1
2020-09-11,20.0,20.0,1
2020-09-12,25.0,25.0,1
2020-09-13,38.0,38.0,1
2020-09-14,30.0,30.0,1
2020-09-15,14.0,14.0,1
2020-09-16,33.0,33.0,1
2020-09-17,42.0,42.0,1
2020-09-18,23.0,23.0,1
2020-09-19,43.0,43.0,1
2020-09-20,29.0,29.0,1
2020-09-21,30.0,30.0,1
2020-09-22,30.0,30.0,1
2020-09-23,28.0,28.0,1
2020-09-24,42.0,42.0,1
2020-09-25,23.0,23.0,1
2020-09-26,14.0,14.0,1
2020-09-27,46.0,46.0,1
2020-09-28,14.0,14.0,1
2020-09-29,40.0,40.0,1
2020-09-30,39.0,39.0,1
2020-10-01,41.0,41.0,1
2020-10-02,14.0,14.0,1
2020-10-03,28.0,28.0,1
2020-10-04,28.0,28.0,1
2020-10-05,30.0,30.0,1
2020-10-06,54.0,54.0,1
2020-10-07,33.0,33.0,1
2020-10-08,27.0,27.0,1
2020-10-09,18.0,18.0,1
2020-10-10,21.0,21.0,1
2020-10-11,37.0,37.0,1
2020-10-12,9.0,9.0,1
2020-10-13,24.0,24.0,1
2020-10-14,30.0,30.0,1
2020-10-15,26.0,26.0,1
