date,/m/0hn9s_0,/m/0hn9s,batch_id
2020-02-01,12.0,12.0,1
2020-02-02,6.0,6.0,1
2020-02-03,6.0,6.0,1
2020-02-04,8.0,8.0,1
2020-02-05,6.0,6.0,1
2020-02-06,2.0,2.0,1
2020-02-07,4.0,4.0,1
2020-02-08,4.0,4.0,1
2020-02-09,3.0,3.0,1
2020-02-10,5.0,5.0,1
2020-02-11,7.0,7.0,1
2020-02-12,3.0,3.0,1
2020-02-13,3.0,3.0,1
2020-02-14,3.0,3.0,1
2020-02-15,6.0,6.0,1
2020-02-16,6.0,6.0,1
2020-02-17,2.0,2.0,1
2020-02-18,3.0,3.0,1
2020-02-19,3.0,3.0,1
2020-02-20,1.0,1.0,1
2020-02-21,20.0,20.0,1
2020-02-22,31.0,31.0,1
2020-02-23,54.0,54.0,1
2020-02-24,72.0,72.0,1
2020-02-25,46.0,46.0,1
2020-02-26,31.0,31.0,1
2020-02-27,25.0,25.0,1
2020-02-28,17.0,17.0,1
2020-02-29,16.0,16.0,1
2020-03-01,15.0,15.0,1
2020-03-02,23.0,23.0,1
2020-03-03,21.0,21.0,1
2020-03-04,38.0,38.0,1
2020-03-05,39.0,39.0,1
2020-03-06,47.0,47.0,1
2020-03-07,43.0,43.0,1
2020-03-08,50.0,50.0,1
2020-03-09,58.0,58.0,1
2020-03-10,42.0,42.0,1
2020-03-11,100.0,100.0,1
2020-03-12,68.0,68.0,1
2020-03-13,61.0,61.0,1
2020-03-14,64.0,64.0,1
2020-03-15,50.0,50.0,1
2020-03-16,44.0,44.0,1
2020-03-17,45.0,45.0,1
2020-03-18,48.0,48.0,1
2020-03-19,47.0,47.0,1
2020-03-20,41.0,41.0,1
2020-03-21,35.0,35.0,1
2020-03-22,40.0,40.0,1
2020-03-23,25.0,25.0,1
2020-03-24,30.0,30.0,1
2020-03-25,34.0,34.0,1
2020-03-26,24.0,24.0,1
2020-03-27,32.0,32.0,1
2020-03-28,33.0,33.0,1
2020-03-29,26.0,26.0,1
2020-03-30,25.0,25.0,1
2020-03-31,18.0,18.0,1
2020-04-01,20.0,20.0,1
2020-04-02,20.0,20.0,1
2020-04-03,20.0,20.0,1
2020-04-04,23.0,23.0,1
2020-04-05,27.0,27.0,1
2020-04-06,17.0,17.0,1
2020-04-07,15.0,15.0,1
2020-04-08,17.0,17.0,1
2020-04-09,12.0,12.0,1
2020-04-10,14.0,14.0,1
2020-04-11,14.0,14.0,1
2020-04-12,19.0,19.0,1
2020-04-13,19.0,19.0,1
2020-04-14,14.0,14.0,1
2020-04-15,10.0,10.0,1
2020-04-16,14.0,14.0,1
2020-04-17,12.0,12.0,1
2020-04-18,14.0,14.0,1
2020-04-19,15.0,15.0,1
2020-04-20,13.0,13.0,1
2020-04-21,11.0,11.0,1
2020-04-22,8.0,8.0,1
2020-04-23,12.0,12.0,1
2020-04-24,8.0,8.0,1
2020-04-25,7.0,7.0,1
2020-04-26,8.0,8.0,1
2020-04-27,11.0,11.0,1
2020-04-28,12.0,12.0,1
2020-04-29,7.0,7.0,1
2020-04-30,9.0,9.0,1
2020-05-01,11.0,11.0,1
2020-05-02,9.0,9.0,1
2020-05-03,16.0,16.0,1
2020-05-04,7.0,7.0,1
2020-05-05,6.0,6.0,1
2020-05-06,7.0,7.0,1
2020-05-07,10.0,10.0,1
2020-05-08,5.0,5.0,1
2020-05-09,9.0,9.0,1
2020-05-10,8.0,8.0,1
2020-05-11,6.0,6.0,1
2020-05-12,9.0,9.0,1
2020-05-13,11.0,11.0,1
2020-05-14,7.0,7.0,1
2020-05-15,10.0,10.0,1
2020-05-16,6.0,6.0,1
2020-05-17,4.0,4.0,1
2020-05-18,7.0,7.0,1
2020-05-19,6.0,6.0,1
2020-05-20,8.0,8.0,1
2020-05-21,7.0,7.0,1
2020-05-22,6.0,6.0,1
2020-05-23,7.0,7.0,1
2020-05-24,5.0,5.0,1
2020-05-25,8.0,8.0,1
2020-05-26,5.0,5.0,1
2020-05-27,4.0,4.0,1
2020-05-28,5.0,5.0,1
2020-05-29,3.0,3.0,1
2020-05-30,6.0,6.0,1
2020-05-31,6.0,6.0,1
2020-06-01,7.0,7.0,1
2020-06-02,8.0,8.0,1
2020-06-03,7.0,7.0,1
2020-06-04,6.0,6.0,1
2020-06-05,6.0,6.0,1
2020-06-06,8.0,8.0,1
2020-06-07,3.0,3.0,1
2020-06-08,5.0,5.0,1
2020-06-09,5.0,5.0,1
2020-06-10,6.0,6.0,1
2020-06-11,4.0,4.0,1
2020-06-12,5.0,5.0,1
2020-06-13,3.0,3.0,1
2020-06-14,4.0,4.0,1
2020-06-15,7.0,7.0,1
2020-06-16,6.0,6.0,1
2020-06-17,6.0,6.0,1
2020-06-18,3.0,3.0,1
2020-06-19,5.0,5.0,1
2020-06-20,3.0,3.0,1
2020-06-21,6.0,6.0,1
2020-06-22,2.0,2.0,1
2020-06-23,3.0,3.0,1
2020-06-24,4.0,4.0,1
2020-06-25,1.0,1.0,1
2020-06-26,5.0,5.0,1
2020-06-27,2.0,2.0,1
2020-06-28,4.0,4.0,1
2020-06-29,4.0,4.0,1
2020-06-30,2.0,2.0,1
2020-07-01,3.0,3.0,1
2020-07-02,3.0,3.0,1
2020-07-03,4.0,4.0,1
2020-07-04,3.0,3.0,1
2020-07-05,4.0,4.0,1
2020-07-06,3.0,3.0,1
2020-07-07,2.0,2.0,1
2020-07-08,4.0,4.0,1
2020-07-09,3.0,3.0,1
2020-07-10,2.0,2.0,1
2020-07-11,5.0,5.0,1
2020-07-12,3.0,3.0,1
2020-07-13,2.0,2.0,1
2020-07-14,1.0,1.0,1
2020-07-15,3.0,3.0,1
2020-07-16,3.0,3.0,1
2020-07-17,4.0,4.0,1
2020-07-18,2.0,2.0,1
2020-07-19,3.0,3.0,1
2020-07-20,2.0,2.0,1
2020-07-21,3.0,3.0,1
2020-07-22,4.0,4.0,1
2020-07-23,1.0,1.0,1
2020-07-24,3.0,3.0,1
2020-07-25,3.0,3.0,1
2020-07-26,2.0,2.0,1
2020-07-27,1.0,1.0,1
2020-07-28,3.0,3.0,1
2020-07-29,4.0,4.0,1
2020-07-30,2.0,2.0,1
2020-07-31,4.0,4.0,1
2020-08-01,1.0,1.0,1
2020-08-02,3.0,3.0,1
2020-08-03,1.0,1.0,1
2020-08-04,2.0,2.0,1
2020-08-05,2.0,2.0,1
2020-08-06,2.0,2.0,1
2020-08-07,5.0,5.0,1
2020-08-08,3.0,3.0,1
2020-08-09,1.0,1.0,1
2020-08-10,1.0,1.0,1
2020-08-11,1.0,1.0,1
2020-08-12,3.0,3.0,1
2020-08-13,4.0,4.0,1
2020-08-14,5.0,5.0,1
2020-08-15,3.0,3.0,1
2020-08-16,4.0,4.0,1
2020-08-17,3.0,3.0,1
2020-08-18,5.0,5.0,1
2020-08-19,3.0,3.0,1
2020-08-20,4.0,4.0,1
2020-08-21,3.0,3.0,1
2020-08-22,6.0,6.0,1
2020-08-23,2.0,2.0,1
2020-08-24,2.0,2.0,1
2020-08-25,6.0,6.0,1
2020-08-26,4.0,4.0,1
2020-08-27,2.0,2.0,1
2020-08-28,2.0,2.0,1
2020-08-29,4.0,4.0,1
2020-08-30,2.0,2.0,1
2020-08-31,2.0,2.0,1
2020-09-01,3.0,3.0,1
2020-09-02,2.0,2.0,1
2020-09-03,1.0,1.0,1
2020-09-04,4.0,4.0,1
2020-09-05,2.0,2.0,1
2020-09-06,3.0,3.0,1
2020-09-07,4.0,4.0,1
2020-09-08,3.0,3.0,1
2020-09-09,4.0,4.0,1
2020-09-10,2.0,2.0,1
2020-09-11,4.0,4.0,1
2020-09-12,3.0,3.0,1
2020-09-13,3.0,3.0,1
2020-09-14,0.0,0.0,1
2020-09-15,3.0,3.0,1
2020-09-16,4.0,4.0,1
2020-09-17,3.0,3.0,1
2020-09-18,3.0,3.0,1
2020-09-19,3.0,3.0,1
2020-09-20,3.0,3.0,1
2020-09-21,2.0,2.0,1
2020-09-22,3.0,3.0,1
2020-09-23,3.0,3.0,1
2020-09-24,2.0,2.0,1
2020-09-25,3.0,3.0,1
2020-09-26,3.0,3.0,1
2020-09-27,4.0,4.0,1
2020-09-28,2.0,2.0,1
2020-09-29,2.0,2.0,1
2020-09-30,3.0,3.0,1
2020-10-01,5.0,5.0,1
2020-10-02,4.0,4.0,1
2020-10-03,4.0,4.0,1
2020-10-04,2.0,2.0,1
2020-10-05,2.0,2.0,1
2020-10-06,1.0,1.0,1
2020-10-07,4.0,4.0,1
2020-10-08,4.0,4.0,1
2020-10-09,3.0,3.0,1
2020-10-10,2.0,2.0,1
2020-10-11,3.0,3.0,1
2020-10-12,4.0,4.0,1
2020-10-13,3.0,3.0,1
2020-10-14,4.0,4.0,1
2020-10-15,4.0,4.0,1
2020-10-16,4.0,4.0,1
2020-10-17,4.0,4.0,1
2020-10-18,3.0,3.0,1
2020-10-19,5.0,5.0,1
2020-10-20,4.0,4.0,1
2020-10-21,6.0,6.0,1
2020-10-22,4.0,4.0,1
2020-10-23,3.0,3.0,1
2020-10-24,6.0,6.0,1
2020-10-25,5.0,5.0,1
2020-10-26,5.0,5.0,1
2020-10-27,5.0,5.0,1
2020-09-28,12.0,12.0,2
2020-09-29,42.0,42.0,2
2020-09-30,36.0,36.0,2
2020-10-01,52.0,52.0,2
2020-10-02,41.0,41.0,2
2020-10-03,25.0,25.0,2
2020-10-04,52.0,52.0,2
2020-10-05,0.0,0.0,2
2020-10-06,23.0,23.0,2
2020-10-07,17.0,17.0,2
2020-10-08,36.0,36.0,2
2020-10-09,33.0,33.0,2
2020-10-10,29.0,29.0,2
2020-10-11,34.0,34.0,2
2020-10-12,30.0,30.0,2
2020-10-13,24.0,24.0,2
2020-10-14,55.0,55.0,2
2020-10-15,47.0,47.0,2
2020-10-16,76.0,76.0,2
2020-10-17,33.0,33.0,2
2020-10-18,41.0,41.0,2
2020-10-19,31.0,31.0,2
2020-10-20,30.0,30.0,2
2020-10-21,74.0,74.0,2
2020-10-22,68.0,68.0,2
2020-10-23,48.0,48.0,2
2020-10-24,45.0,45.0,2
2020-10-25,64.0,64.0,2
2020-10-26,92.0,92.0,2
2020-10-27,70.0,70.0,2
2020-10-28,100.0,100.0,2
2020-10-29,59.0,59.0,2
2020-10-30,74.0,74.0,2
2020-10-31,54.0,54.0,2
2020-11-01,73.0,73.0,2
2020-11-02,63.0,63.0,2
2020-11-03,44.0,44.0,2
2020-11-04,57.0,57.0,2
2020-11-05,33.0,33.0,2
2020-11-06,57.0,57.0,2
2020-11-07,38.0,38.0,2
2020-11-08,51.0,51.0,2
2020-11-09,23.0,23.0,2
2020-11-10,91.0,91.0,2
2020-11-11,34.0,34.0,2
2020-11-12,87.0,87.0,2
2020-11-13,64.0,64.0,2
2020-11-14,65.0,65.0,2
2020-11-15,71.0,71.0,2
2020-11-16,88.0,88.0,2
2020-11-17,46.0,46.0,2
2020-11-18,69.0,69.0,2
2020-11-19,52.0,52.0,2
2020-11-20,28.0,28.0,2
2020-11-21,31.0,31.0,2
2020-11-22,38.0,38.0,2
2020-11-23,29.0,29.0,2
2020-11-24,45.0,45.0,2
2020-11-25,55.0,55.0,2
2020-11-26,45.0,45.0,2
2020-11-27,40.0,40.0,2
2020-11-28,31.0,31.0,2
2020-11-29,56.0,56.0,2
2020-11-30,22.0,22.0,2
2020-12-01,39.0,39.0,2
2020-12-02,50.0,50.0,2
2020-12-03,45.0,45.0,2
2020-12-04,17.0,17.0,2
2020-12-05,61.0,61.0,2
2020-12-06,12.0,12.0,2
2020-12-07,41.0,41.0,2
2020-12-08,30.0,30.0,2
2020-12-09,34.0,34.0,2
2020-12-10,39.0,39.0,2
2020-12-11,48.0,48.0,2
2020-12-12,72.0,72.0,2
2020-12-13,59.0,59.0,2
2020-12-14,63.0,63.0,2
2020-12-15,12.0,12.0,2
2020-12-16,69.0,69.0,2
2020-12-17,59.0,59.0,2
2020-12-18,43.0,43.0,2
2020-12-19,67.0,67.0,2
2020-12-20,47.0,47.0,2
2020-12-21,24.0,24.0,2
2020-12-22,56.0,56.0,2
2020-12-23,45.0,45.0,2
2020-12-24,73.0,73.0,2
2020-12-25,32.0,32.0,2
2020-12-26,0.0,0.0,2
2020-12-27,77.0,77.0,2
2020-12-28,48.0,48.0,2
2020-12-29,55.0,55.0,2
2020-12-30,45.0,45.0,2
2020-12-31,88.0,88.0,2
2021-01-01,87.0,87.0,2
2021-01-02,70.0,70.0,2
2021-01-03,54.0,54.0,2
2021-01-04,47.0,47.0,2
2021-01-05,46.0,46.0,2
2021-01-06,90.0,90.0,2
2021-01-07,23.0,23.0,2
2021-01-08,48.0,48.0,2
2021-01-09,25.0,25.0,2
2021-01-10,19.0,19.0,2
2021-01-11,52.0,52.0,2
2021-01-12,35.0,35.0,2
2021-01-13,29.0,29.0,2
2021-01-14,12.0,12.0,2
2021-01-15,23.0,23.0,2
2021-01-16,47.0,47.0,2
2021-01-17,69.0,69.0,2
2021-01-18,52.0,52.0,2
2021-01-19,23.0,23.0,2
2021-01-20,45.0,45.0,2
2021-01-21,35.0,35.0,2
2021-01-22,29.0,29.0,2
2021-01-23,38.0,38.0,2
2021-01-24,19.0,19.0,2
2021-01-25,64.0,64.0,2
2021-01-26,12.0,12.0,2
2021-01-27,18.0,18.0,2
2021-01-28,79.0,79.0,2
2021-01-29,36.0,36.0,2
2021-01-30,20.0,20.0,2
2021-01-31,45.0,45.0,2
2021-02-01,23.0,23.0,2
2021-02-02,18.0,18.0,2
2021-02-03,18.0,18.0,2
2021-02-04,12.0,12.0,2
2021-02-05,50.0,50.0,2
2021-02-06,33.0,33.0,2
2021-02-07,6.0,6.0,2
2021-02-08,47.0,47.0,2
2021-02-09,6.0,6.0,2
2021-02-10,23.0,23.0,2
2021-02-11,24.0,24.0,2
2021-02-12,36.0,36.0,2
2021-02-13,13.0,13.0,2
2021-02-14,54.0,54.0,2
2021-02-15,31.0,31.0,2
2021-02-16,31.0,31.0,2
2021-02-17,24.0,24.0,2
2021-02-18,18.0,18.0,2
2021-02-19,37.0,37.0,2
2021-02-20,21.0,21.0,2
2021-02-21,14.0,14.0,2
2021-02-22,28.0,28.0,2
2021-02-23,24.0,24.0,2
2021-02-24,18.0,18.0,2
2021-02-25,48.0,48.0,2
2021-02-26,75.0,75.0,2
2021-02-27,56.0,56.0,2
2021-02-28,34.0,34.0,2
2021-03-01,60.0,60.0,2
2021-03-02,23.0,23.0,2
2021-03-03,40.0,40.0,2
2021-03-04,29.0,29.0,2
2021-03-05,29.0,29.0,2
2021-03-06,25.0,25.0,2
2021-03-07,33.0,33.0,2
2021-03-08,46.0,46.0,2
2021-03-09,34.0,34.0,2
2021-03-10,46.0,46.0,2
2021-03-11,47.0,47.0,2
2021-03-12,35.0,35.0,2
2021-03-13,46.0,46.0,2
2021-03-14,43.0,43.0,2
2021-03-15,26.0,26.0,2
2021-03-16,40.0,40.0,2
2021-03-17,35.0,35.0,2
2021-03-18,56.0,56.0,2
2021-03-19,6.0,6.0,2
2021-03-20,65.0,65.0,2
2021-03-21,83.0,83.0,2
2021-03-22,29.0,29.0,2
2021-03-23,74.0,74.0,2
2021-03-24,18.0,18.0,2
2021-03-25,42.0,42.0,2
2021-03-26,54.0,54.0,2
