date,/m/0lbt3_0,/m/0lbt3,batch_id
2020-02-01,45.0,45.0,1
2020-02-02,28.0,28.0,1
2020-02-03,0.0,0.0,1
2020-02-04,56.0,56.0,1
2020-02-05,28.0,28.0,1
2020-02-06,44.0,44.0,1
2020-02-07,43.0,43.0,1
2020-02-08,43.0,43.0,1
2020-02-09,13.0,13.0,1
2020-02-10,13.0,13.0,1
2020-02-11,13.0,13.0,1
2020-02-12,0.0,0.0,1
2020-02-13,28.0,28.0,1
2020-02-14,0.0,0.0,1
2020-02-15,61.0,61.0,1
2020-02-16,29.0,29.0,1
2020-02-17,0.0,0.0,1
2020-02-18,13.0,13.0,1
2020-02-19,27.0,27.0,1
2020-02-20,0.0,0.0,1
2020-02-21,15.0,15.0,1
2020-02-22,48.0,48.0,1
2020-02-23,44.0,44.0,1
2020-02-24,41.0,41.0,1
2020-02-25,0.0,0.0,1
2020-02-26,27.0,27.0,1
2020-02-27,13.0,13.0,1
2020-02-28,27.0,27.0,1
2020-02-29,0.0,0.0,1
2020-03-01,66.0,66.0,1
2020-03-02,13.0,13.0,1
2020-03-03,26.0,26.0,1
2020-03-04,0.0,0.0,1
2020-03-05,65.0,65.0,1
2020-03-06,27.0,27.0,1
2020-03-07,29.0,29.0,1
2020-03-08,13.0,13.0,1
2020-03-09,26.0,26.0,1
2020-03-10,13.0,13.0,1
2020-03-11,26.0,26.0,1
2020-03-12,13.0,13.0,1
2020-03-13,71.0,71.0,1
2020-03-14,99.0,99.0,1
2020-03-15,50.0,50.0,1
2020-03-16,100.0,100.0,1
2020-03-17,66.0,66.0,1
2020-03-18,94.0,94.0,1
2020-03-19,24.0,24.0,1
2020-03-20,35.0,35.0,1
2020-03-21,52.0,52.0,1
2020-03-22,37.0,37.0,1
2020-03-23,10.0,10.0,1
2020-03-24,23.0,23.0,1
2020-03-25,11.0,11.0,1
2020-03-26,45.0,45.0,1
2020-03-27,43.0,43.0,1
2020-03-28,64.0,64.0,1
2020-03-29,0.0,0.0,1
2020-03-30,11.0,11.0,1
2020-03-31,21.0,21.0,1
2020-04-01,45.0,45.0,1
2020-04-02,0.0,0.0,1
2020-04-03,22.0,22.0,1
2020-04-04,27.0,27.0,1
2020-04-05,53.0,53.0,1
2020-04-06,0.0,0.0,1
2020-04-07,21.0,21.0,1
2020-04-08,22.0,22.0,1
2020-04-09,11.0,11.0,1
2020-04-10,0.0,0.0,1
2020-04-11,25.0,25.0,1
2020-04-12,51.0,51.0,1
2020-04-13,24.0,24.0,1
2020-04-14,11.0,11.0,1
2020-04-15,12.0,12.0,1
2020-04-16,35.0,35.0,1
2020-04-17,12.0,12.0,1
2020-04-18,13.0,13.0,1
2020-04-19,12.0,12.0,1
2020-04-20,11.0,11.0,1
2020-04-21,0.0,0.0,1
2020-04-22,36.0,36.0,1
2020-04-23,57.0,57.0,1
2020-04-24,35.0,35.0,1
2020-04-25,38.0,38.0,1
2020-04-26,13.0,13.0,1
2020-04-27,11.0,11.0,1
2020-04-28,21.0,21.0,1
2020-04-29,31.0,31.0,1
2020-04-30,20.0,20.0,1
2020-05-01,22.0,22.0,1
2020-05-02,22.0,22.0,1
2020-05-03,0.0,0.0,1
2020-05-04,0.0,0.0,1
2020-05-05,10.0,10.0,1
2020-05-06,0.0,0.0,1
2020-05-07,11.0,11.0,1
2020-05-08,34.0,34.0,1
2020-05-09,12.0,12.0,1
2020-05-10,0.0,0.0,1
2020-05-11,11.0,11.0,1
2020-05-12,47.0,47.0,1
2020-05-13,35.0,35.0,1
2020-05-14,0.0,0.0,1
2020-05-15,13.0,13.0,1
2020-05-16,15.0,15.0,1
2020-05-17,31.0,31.0,1
2020-05-18,0.0,0.0,1
2020-05-19,24.0,24.0,1
2020-05-20,38.0,38.0,1
2020-05-21,42.0,42.0,1
2020-05-22,0.0,0.0,1
2020-05-23,29.0,29.0,1
2020-05-24,44.0,44.0,1
2020-05-25,35.0,35.0,1
2020-05-26,48.0,48.0,1
2020-05-27,12.0,12.0,1
2020-05-28,35.0,35.0,1
2020-05-29,25.0,25.0,1
2020-05-30,0.0,0.0,1
2020-05-31,30.0,30.0,1
2020-06-01,50.0,50.0,1
2020-06-02,0.0,0.0,1
2020-06-03,32.0,32.0,1
2020-06-04,21.0,21.0,1
2020-06-05,22.0,22.0,1
2020-06-06,14.0,14.0,1
2020-06-07,14.0,14.0,1
2020-06-08,32.0,32.0,1
2020-06-09,33.0,33.0,1
2020-06-10,11.0,11.0,1
2020-06-11,34.0,34.0,1
2020-06-12,0.0,0.0,1
2020-06-13,40.0,40.0,1
2020-06-14,0.0,0.0,1
2020-06-15,0.0,0.0,1
2020-06-16,11.0,11.0,1
2020-06-17,12.0,12.0,1
2020-06-18,37.0,37.0,1
2020-06-19,26.0,26.0,1
2020-06-20,61.0,61.0,1
2020-06-21,28.0,28.0,1
2020-06-22,26.0,26.0,1
2020-06-23,52.0,52.0,1
2020-06-24,26.0,26.0,1
2020-06-25,40.0,40.0,1
2020-06-26,0.0,0.0,1
2020-06-27,13.0,13.0,1
2020-06-28,24.0,24.0,1
2020-06-29,0.0,0.0,1
2020-06-30,24.0,24.0,1
2020-07-01,12.0,12.0,1
2020-07-02,0.0,0.0,1
2020-07-03,26.0,26.0,1
2020-07-04,28.0,28.0,1
2020-07-05,14.0,14.0,1
2020-07-06,13.0,13.0,1
2020-07-07,0.0,0.0,1
2020-07-08,14.0,14.0,1
2020-07-09,13.0,13.0,1
2020-07-10,14.0,14.0,1
2020-07-11,34.0,34.0,1
2020-07-12,52.0,52.0,1
2020-07-13,43.0,43.0,1
2020-07-14,28.0,28.0,1
2020-07-15,13.0,13.0,1
2020-07-16,27.0,27.0,1
2020-07-17,14.0,14.0,1
2020-07-18,0.0,0.0,1
2020-07-19,32.0,32.0,1
2020-07-20,27.0,27.0,1
2020-07-21,14.0,14.0,1
2020-07-22,14.0,14.0,1
2020-07-23,56.0,56.0,1
2020-07-24,14.0,14.0,1
2020-07-25,30.0,30.0,1
2020-07-26,16.0,16.0,1
2020-07-27,13.0,13.0,1
2020-07-28,0.0,0.0,1
2020-07-29,28.0,28.0,1
2020-07-30,0.0,0.0,1
2020-07-31,43.0,43.0,1
2020-08-01,0.0,0.0,1
2020-08-02,16.0,16.0,1
2020-08-03,14.0,14.0,1
2020-08-04,28.0,28.0,1
2020-08-05,14.0,14.0,1
2020-08-06,0.0,0.0,1
2020-08-07,0.0,0.0,1
