date,/m/0lbt3_0,/m/0lbt3,batch_id
2020-02-01,20.0,20.0,1
2020-02-02,19.0,19.0,1
2020-02-03,20.0,20.0,1
2020-02-04,21.0,21.0,1
2020-02-05,20.0,20.0,1
2020-02-06,23.0,23.0,1
2020-02-07,10.0,10.0,1
2020-02-08,15.0,15.0,1
2020-02-09,12.0,12.0,1
2020-02-10,10.0,10.0,1
2020-02-11,19.0,19.0,1
2020-02-12,20.0,20.0,1
2020-02-13,16.0,16.0,1
2020-02-14,11.0,11.0,1
2020-02-15,22.0,22.0,1
2020-02-16,28.0,28.0,1
2020-02-17,10.0,10.0,1
2020-02-18,18.0,18.0,1
2020-02-19,29.0,29.0,1
2020-02-20,23.0,23.0,1
2020-02-21,13.0,13.0,1
2020-02-22,31.0,31.0,1
2020-02-23,20.0,20.0,1
2020-02-24,22.0,22.0,1
2020-02-25,32.0,32.0,1
2020-02-26,19.0,19.0,1
2020-02-27,19.0,19.0,1
2020-02-28,23.0,23.0,1
2020-02-29,13.0,13.0,1
2020-03-01,22.0,22.0,1
2020-03-02,22.0,22.0,1
2020-03-03,17.0,17.0,1
2020-03-04,19.0,19.0,1
2020-03-05,17.0,17.0,1
2020-03-06,14.0,14.0,1
2020-03-07,20.0,20.0,1
2020-03-08,19.0,19.0,1
2020-03-09,24.0,24.0,1
2020-03-10,21.0,21.0,1
2020-03-11,18.0,18.0,1
2020-03-12,36.0,36.0,1
2020-03-13,39.0,39.0,1
2020-03-14,35.0,35.0,1
2020-03-15,73.0,73.0,1
2020-03-16,71.0,71.0,1
2020-03-17,100.0,100.0,1
2020-03-18,75.0,75.0,1
2020-03-19,36.0,36.0,1
2020-03-20,19.0,19.0,1
2020-03-21,33.0,33.0,1
2020-03-22,35.0,35.0,1
2020-03-23,21.0,21.0,1
2020-03-24,21.0,21.0,1
2020-03-25,25.0,25.0,1
2020-03-26,20.0,20.0,1
2020-03-27,9.0,9.0,1
2020-03-28,30.0,30.0,1
2020-03-29,14.0,14.0,1
2020-03-30,24.0,24.0,1
2020-03-31,24.0,24.0,1
2020-04-01,11.0,11.0,1
2020-04-02,25.0,25.0,1
2020-04-03,8.0,8.0,1
2020-04-04,9.0,9.0,1
2020-04-05,19.0,19.0,1
2020-04-06,10.0,10.0,1
2020-04-07,16.0,16.0,1
2020-04-08,22.0,22.0,1
2020-04-09,13.0,13.0,1
2020-04-10,8.0,8.0,1
2020-04-11,11.0,11.0,1
2020-04-12,6.0,6.0,1
2020-04-13,12.0,12.0,1
2020-04-14,14.0,14.0,1
2020-04-15,9.0,9.0,1
2020-04-16,19.0,19.0,1
2020-04-17,10.0,10.0,1
2020-04-18,21.0,21.0,1
2020-04-19,11.0,11.0,1
2020-04-20,16.0,16.0,1
2020-04-21,16.0,16.0,1
2020-04-22,14.0,14.0,1
2020-04-23,18.0,18.0,1
2020-04-24,14.0,14.0,1
2020-04-25,17.0,17.0,1
2020-04-26,12.0,12.0,1
2020-04-27,8.0,8.0,1
2020-04-28,16.0,16.0,1
2020-04-29,15.0,15.0,1
2020-04-30,9.0,9.0,1
2020-05-01,16.0,16.0,1
2020-05-02,15.0,15.0,1
2020-05-03,20.0,20.0,1
2020-05-04,9.0,9.0,1
2020-05-05,10.0,10.0,1
2020-05-06,14.0,14.0,1
2020-05-07,10.0,10.0,1
2020-05-08,13.0,13.0,1
2020-05-09,3.0,3.0,1
2020-05-10,12.0,12.0,1
2020-05-11,14.0,14.0,1
2020-05-12,13.0,13.0,1
2020-05-13,11.0,11.0,1
2020-05-14,10.0,10.0,1
2020-05-15,12.0,12.0,1
2020-05-16,14.0,14.0,1
2020-05-17,20.0,20.0,1
2020-05-18,1.0,1.0,1
2020-05-19,13.0,13.0,1
2020-05-20,11.0,11.0,1
2020-05-21,15.0,15.0,1
2020-05-22,9.0,9.0,1
2020-05-23,11.0,11.0,1
2020-05-24,6.0,6.0,1
2020-05-25,12.0,12.0,1
2020-05-26,13.0,13.0,1
2020-05-27,8.0,8.0,1
2020-05-28,13.0,13.0,1
2020-05-29,6.0,6.0,1
2020-05-30,10.0,10.0,1
2020-05-31,10.0,10.0,1
2020-06-01,8.0,8.0,1
2020-06-02,14.0,14.0,1
2020-06-03,15.0,15.0,1
2020-06-04,14.0,14.0,1
2020-06-05,8.0,8.0,1
2020-06-06,21.0,21.0,1
2020-06-07,8.0,8.0,1
2020-06-08,24.0,24.0,1
2020-06-09,14.0,14.0,1
2020-06-10,18.0,18.0,1
2020-06-11,17.0,17.0,1
2020-06-12,18.0,18.0,1
2020-06-13,11.0,11.0,1
2020-06-14,10.0,10.0,1
2020-06-15,13.0,13.0,1
2020-06-16,14.0,14.0,1
2020-06-17,12.0,12.0,1
2020-06-18,24.0,24.0,1
2020-06-19,18.0,18.0,1
2020-06-20,12.0,12.0,1
2020-06-21,11.0,11.0,1
2020-06-22,10.0,10.0,1
2020-06-23,20.0,20.0,1
2020-06-24,20.0,20.0,1
2020-06-25,5.0,5.0,1
2020-06-26,8.0,8.0,1
2020-06-27,12.0,12.0,1
2020-06-28,9.0,9.0,1
2020-06-29,12.0,12.0,1
2020-06-30,17.0,17.0,1
2020-07-01,14.0,14.0,1
2020-07-02,3.0,3.0,1
2020-07-03,11.0,11.0,1
2020-07-04,9.0,9.0,1
2020-07-05,12.0,12.0,1
2020-07-06,16.0,16.0,1
2020-07-07,13.0,13.0,1
2020-07-08,15.0,15.0,1
2020-07-09,16.0,16.0,1
2020-07-10,13.0,13.0,1
2020-07-11,18.0,18.0,1
2020-07-12,14.0,14.0,1
2020-07-13,15.0,15.0,1
2020-07-14,14.0,14.0,1
2020-07-15,11.0,11.0,1
2020-07-16,12.0,12.0,1
2020-07-17,23.0,23.0,1
2020-07-18,4.0,4.0,1
2020-07-19,10.0,10.0,1
2020-07-20,15.0,15.0,1
2020-07-21,12.0,12.0,1
2020-07-22,16.0,16.0,1
2020-07-23,10.0,10.0,1
2020-07-24,11.0,11.0,1
2020-07-25,5.0,5.0,1
2020-07-26,10.0,10.0,1
2020-07-27,9.0,9.0,1
2020-07-28,9.0,9.0,1
2020-07-29,17.0,17.0,1
2020-07-30,19.0,19.0,1
2020-07-31,10.0,10.0,1
2020-08-01,9.0,9.0,1
2020-08-02,12.0,12.0,1
2020-08-03,17.0,17.0,1
2020-08-04,11.0,11.0,1
2020-08-05,12.0,12.0,1
2020-08-06,11.0,11.0,1
2020-08-07,7.0,7.0,1
2020-08-08,17.0,17.0,1
2020-08-09,14.0,14.0,1
2020-08-10,17.0,17.0,1
2020-08-11,14.0,14.0,1
2020-08-12,12.0,12.0,1
