date,/m/01cdt5_0,/m/01cdt5,batch_id
2020-02-01,19.0,19.0,1
2020-02-02,6.0,6.0,1
2020-02-03,32.0,32.0,1
2020-02-04,10.0,10.0,1
2020-02-05,5.0,5.0,1
2020-02-06,26.0,26.0,1
2020-02-07,11.0,11.0,1
2020-02-08,0.0,0.0,1
2020-02-09,17.0,17.0,1
2020-02-10,15.0,15.0,1
2020-02-11,15.0,15.0,1
2020-02-12,0.0,0.0,1
2020-02-13,11.0,11.0,1
2020-02-14,6.0,6.0,1
2020-02-15,25.0,25.0,1
2020-02-16,17.0,17.0,1
2020-02-17,20.0,20.0,1
2020-02-18,30.0,30.0,1
2020-02-19,26.0,26.0,1
2020-02-20,11.0,11.0,1
2020-02-21,5.0,5.0,1
2020-02-22,12.0,12.0,1
2020-02-23,27.0,27.0,1
2020-02-24,34.0,34.0,1
2020-02-25,10.0,10.0,1
2020-02-26,19.0,19.0,1
2020-02-27,44.0,44.0,1
2020-02-28,42.0,42.0,1
2020-02-29,24.0,24.0,1
2020-03-01,22.0,22.0,1
2020-03-02,34.0,34.0,1
2020-03-03,25.0,25.0,1
2020-03-04,35.0,35.0,1
2020-03-05,16.0,16.0,1
2020-03-06,32.0,32.0,1
2020-03-07,24.0,24.0,1
2020-03-08,33.0,33.0,1
2020-03-09,43.0,43.0,1
2020-03-10,38.0,38.0,1
2020-03-11,78.0,78.0,1
2020-03-12,64.0,64.0,1
2020-03-13,60.0,60.0,1
2020-03-14,67.0,67.0,1
2020-03-15,100.0,100.0,1
2020-03-16,61.0,61.0,1
2020-03-17,80.0,80.0,1
2020-03-18,29.0,29.0,1
2020-03-19,76.0,76.0,1
2020-03-20,64.0,64.0,1
2020-03-21,58.0,58.0,1
2020-03-22,64.0,64.0,1
2020-03-23,69.0,69.0,1
2020-03-24,63.0,63.0,1
2020-03-25,30.0,30.0,1
2020-03-26,53.0,53.0,1
2020-03-27,50.0,50.0,1
2020-03-28,34.0,34.0,1
2020-03-29,53.0,53.0,1
2020-03-30,46.0,46.0,1
2020-03-31,62.0,62.0,1
2020-04-01,39.0,39.0,1
2020-04-02,35.0,35.0,1
2020-04-03,36.0,36.0,1
2020-04-04,33.0,33.0,1
2020-04-05,20.0,20.0,1
2020-04-06,22.0,22.0,1
2020-04-07,42.0,42.0,1
2020-04-08,24.0,24.0,1
2020-04-09,25.0,25.0,1
2020-04-10,26.0,26.0,1
2020-04-11,41.0,41.0,1
2020-04-12,35.0,35.0,1
2020-04-13,56.0,56.0,1
2020-04-14,36.0,36.0,1
2020-04-15,26.0,26.0,1
2020-04-16,13.0,13.0,1
2020-04-17,19.0,19.0,1
2020-04-18,23.0,23.0,1
2020-04-19,30.0,30.0,1
2020-04-20,27.0,27.0,1
2020-04-21,27.0,27.0,1
2020-04-22,19.0,19.0,1
2020-04-23,9.0,9.0,1
2020-04-24,24.0,24.0,1
2020-04-25,28.0,28.0,1
2020-04-26,41.0,41.0,1
2020-04-27,46.0,46.0,1
2020-04-28,19.0,19.0,1
2020-04-29,40.0,40.0,1
2020-04-30,14.0,14.0,1
2020-05-01,28.0,28.0,1
2020-05-02,17.0,17.0,1
2020-05-03,0.0,0.0,1
2020-05-04,13.0,13.0,1
2020-05-05,28.0,28.0,1
2020-05-06,13.0,13.0,1
2020-05-07,14.0,14.0,1
2020-05-08,20.0,20.0,1
2020-05-09,13.0,13.0,1
2020-05-10,6.0,6.0,1
2020-05-11,26.0,26.0,1
2020-05-12,9.0,9.0,1
2020-05-13,9.0,9.0,1
2020-05-14,9.0,9.0,1
2020-05-15,10.0,10.0,1
2020-05-16,12.0,12.0,1
2020-05-17,5.0,5.0,1
2020-05-18,23.0,23.0,1
2020-05-19,9.0,9.0,1
2020-05-20,19.0,19.0,1
2020-05-21,14.0,14.0,1
2020-05-22,20.0,20.0,1
2020-05-23,24.0,24.0,1
2020-05-24,47.0,47.0,1
2020-05-25,13.0,13.0,1
2020-05-26,23.0,23.0,1
2020-05-27,33.0,33.0,1
2020-05-28,18.0,18.0,1
2020-05-29,20.0,20.0,1
2020-05-30,29.0,29.0,1
2020-05-31,21.0,21.0,1
2020-06-01,14.0,14.0,1
2020-06-02,28.0,28.0,1
2020-06-03,9.0,9.0,1
2020-06-04,14.0,14.0,1
2020-06-05,18.0,18.0,1
2020-06-06,12.0,12.0,1
2020-06-07,32.0,32.0,1
2020-06-08,17.0,17.0,1
2020-06-09,9.0,9.0,1
2020-06-10,25.0,25.0,1
2020-06-11,28.0,28.0,1
2020-06-12,51.0,51.0,1
2020-06-13,20.0,20.0,1
2020-06-14,34.0,34.0,1
2020-06-15,14.0,14.0,1
2020-06-16,14.0,14.0,1
2020-06-17,5.0,5.0,1
2020-06-18,20.0,20.0,1
2020-06-19,5.0,5.0,1
2020-06-20,30.0,30.0,1
2020-06-21,16.0,16.0,1
2020-06-22,28.0,28.0,1
2020-06-23,25.0,25.0,1
2020-06-24,10.0,10.0,1
2020-06-25,26.0,26.0,1
2020-06-26,16.0,16.0,1
2020-06-27,20.0,20.0,1
2020-06-28,17.0,17.0,1
2020-06-29,19.0,19.0,1
2020-06-30,31.0,31.0,1
2020-07-01,21.0,21.0,1
2020-07-02,31.0,31.0,1
2020-07-03,11.0,11.0,1
2020-07-04,14.0,14.0,1
2020-07-05,12.0,12.0,1
2020-07-06,15.0,15.0,1
2020-07-07,21.0,21.0,1
2020-07-08,11.0,11.0,1
2020-07-09,27.0,27.0,1
2020-07-10,11.0,11.0,1
2020-07-11,0.0,0.0,1
2020-07-12,46.0,46.0,1
2020-07-13,21.0,21.0,1
2020-07-14,0.0,0.0,1
2020-07-15,6.0,6.0,1
2020-07-16,5.0,5.0,1
2020-07-17,17.0,17.0,1
2020-07-18,14.0,14.0,1
2020-07-19,19.0,19.0,1
2020-07-20,5.0,5.0,1
2020-07-21,22.0,22.0,1
2020-07-22,6.0,6.0,1
2020-07-23,11.0,11.0,1
2020-07-24,18.0,18.0,1
2020-07-25,28.0,28.0,1
2020-07-26,19.0,19.0,1
2020-07-27,38.0,38.0,1
2020-07-28,17.0,17.0,1
2020-07-29,22.0,22.0,1
2020-07-30,6.0,6.0,1
2020-07-31,6.0,6.0,1
2020-08-01,0.0,0.0,1
2020-08-02,26.0,26.0,1
2020-08-03,26.0,26.0,1
2020-08-04,5.0,5.0,1
2020-08-05,17.0,17.0,1
2020-08-06,11.0,11.0,1
2020-08-07,18.0,18.0,1
2020-08-08,7.0,7.0,1
2020-08-09,13.0,13.0,1
2020-08-10,5.0,5.0,1
2020-08-11,27.0,27.0,1
2020-08-12,17.0,17.0,1
2020-08-13,40.0,40.0,1
2020-08-14,37.0,37.0,1
2020-08-15,13.0,13.0,1
2020-08-16,13.0,13.0,1
2020-08-17,22.0,22.0,1
2020-08-18,5.0,5.0,1
2020-08-19,43.0,43.0,1
2020-08-20,23.0,23.0,1
2020-08-21,23.0,23.0,1
2020-08-22,65.0,65.0,1
2020-08-23,6.0,6.0,1
2020-08-24,22.0,22.0,1
2020-08-25,16.0,16.0,1
2020-08-26,21.0,21.0,1
2020-08-27,21.0,21.0,1
2020-08-28,28.0,28.0,1
2020-08-29,0.0,0.0,1
2020-08-30,18.0,18.0,1
2020-08-31,31.0,31.0,1
2020-09-01,16.0,16.0,1
2020-09-02,27.0,27.0,1
2020-09-03,33.0,33.0,1
2020-09-04,39.0,39.0,1
2020-09-05,32.0,32.0,1
2020-09-06,18.0,18.0,1
2020-09-07,31.0,31.0,1
2020-09-08,21.0,21.0,1
2020-09-09,38.0,38.0,1
2020-09-10,32.0,32.0,1
2020-09-11,6.0,6.0,1
2020-09-12,35.0,35.0,1
2020-09-13,6.0,6.0,1
2020-09-14,42.0,42.0,1
2020-09-15,11.0,11.0,1
2020-09-16,16.0,16.0,1
2020-09-17,32.0,32.0,1
2020-09-18,6.0,6.0,1
2020-09-19,14.0,14.0,1
2020-09-20,12.0,12.0,1
2020-09-21,21.0,21.0,1
2020-09-22,5.0,5.0,1
2020-09-23,37.0,37.0,1
2020-09-24,26.0,26.0,1
2020-09-25,11.0,11.0,1
2020-09-26,38.0,38.0,1
2020-09-27,11.0,11.0,1
2020-09-28,5.0,5.0,1
2020-09-29,21.0,21.0,1
2020-09-30,16.0,16.0,1
2020-10-01,10.0,10.0,1
2020-10-02,33.0,33.0,1
2020-10-03,27.0,27.0,1
2020-10-04,12.0,12.0,1
2020-10-05,51.0,51.0,1
2020-10-06,0.0,0.0,1
2020-10-07,11.0,11.0,1
2020-10-08,31.0,31.0,1
2020-10-09,46.0,46.0,1
2020-10-10,20.0,20.0,1
2020-10-11,42.0,42.0,1
2020-10-12,26.0,26.0,1
2020-10-13,5.0,5.0,1
2020-10-14,53.0,53.0,1
2020-10-15,42.0,42.0,1
2020-10-16,61.0,61.0,1
2020-10-17,25.0,25.0,1
2020-10-18,53.0,53.0,1
2020-10-19,62.0,62.0,1
2020-10-20,21.0,21.0,1
2020-10-21,32.0,32.0,1
2020-10-22,77.0,77.0,1
2020-10-23,34.0,34.0,1
2020-10-24,19.0,19.0,1
2020-10-25,29.0,29.0,1
2020-10-26,60.0,60.0,1
2020-10-27,46.0,46.0,1
2020-09-28,17.0,17.0,2
2020-09-29,23.0,23.0,2
2020-09-30,29.0,29.0,2
2020-10-01,23.0,23.0,2
2020-10-02,19.0,19.0,2
2020-10-03,22.0,22.0,2
2020-10-04,26.0,26.0,2
2020-10-05,51.0,51.0,2
2020-10-06,12.0,12.0,2
2020-10-07,0.0,0.0,2
2020-10-08,34.0,34.0,2
2020-10-09,44.0,44.0,2
2020-10-10,22.0,22.0,2
2020-10-11,46.0,46.0,2
2020-10-12,35.0,35.0,2
2020-10-13,17.0,17.0,2
2020-10-14,40.0,40.0,2
2020-10-15,29.0,29.0,2
2020-10-16,31.0,31.0,2
2020-10-17,35.0,35.0,2
2020-10-18,59.0,59.0,2
2020-10-19,76.0,76.0,2
2020-10-20,54.0,54.0,2
2020-10-21,35.0,35.0,2
2020-10-22,61.0,61.0,2
2020-10-23,81.0,81.0,2
2020-10-24,43.0,43.0,2
2020-10-25,32.0,32.0,2
2020-10-26,28.0,28.0,2
2020-10-27,51.0,51.0,2
2020-10-28,40.0,40.0,2
2020-10-29,40.0,40.0,2
2020-10-30,42.0,42.0,2
2020-10-31,100.0,100.0,2
2020-11-01,78.0,78.0,2
2020-11-02,44.0,44.0,2
2020-11-03,55.0,55.0,2
2020-11-04,63.0,63.0,2
2020-11-05,59.0,59.0,2
2020-11-06,67.0,67.0,2
2020-11-07,74.0,74.0,2
2020-11-08,38.0,38.0,2
2020-11-09,27.0,27.0,2
2020-11-10,51.0,51.0,2
2020-11-11,57.0,57.0,2
2020-11-12,44.0,44.0,2
2020-11-13,64.0,64.0,2
2020-11-14,84.0,84.0,2
2020-11-15,57.0,57.0,2
2020-11-16,74.0,74.0,2
2020-11-17,38.0,38.0,2
2020-11-18,49.0,49.0,2
2020-11-19,38.0,38.0,2
2020-11-20,52.0,52.0,2
2020-11-21,54.0,54.0,2
2020-11-22,19.0,19.0,2
2020-11-23,37.0,37.0,2
2020-11-24,59.0,59.0,2
2020-11-25,22.0,22.0,2
2020-11-26,27.0,27.0,2
2020-11-27,22.0,22.0,2
2020-11-28,41.0,41.0,2
2020-11-29,6.0,6.0,2
2020-11-30,21.0,21.0,2
2020-12-01,22.0,22.0,2
2020-12-02,49.0,49.0,2
2020-12-03,11.0,11.0,2
2020-12-04,46.0,46.0,2
2020-12-05,35.0,35.0,2
2020-12-06,39.0,39.0,2
2020-12-07,32.0,32.0,2
2020-12-08,27.0,27.0,2
2020-12-09,22.0,22.0,2
