date,/m/0b76bty_0,/m/0b76bty,batch_id
2020-02-01,24.0,24.0,1
2020-02-02,5.0,5.0,1
2020-02-03,23.0,23.0,1
2020-02-04,9.0,9.0,1
2020-02-05,18.0,18.0,1
2020-02-06,18.0,18.0,1
2020-02-07,18.0,18.0,1
2020-02-08,9.0,9.0,1
2020-02-09,17.0,17.0,1
2020-02-10,28.0,28.0,1
2020-02-11,25.0,25.0,1
2020-02-12,13.0,13.0,1
2020-02-13,44.0,44.0,1
2020-02-14,5.0,5.0,1
2020-02-15,9.0,9.0,1
2020-02-16,9.0,9.0,1
2020-02-17,17.0,17.0,1
2020-02-18,13.0,13.0,1
2020-02-19,13.0,13.0,1
2020-02-20,26.0,26.0,1
2020-02-21,22.0,22.0,1
2020-02-22,5.0,5.0,1
2020-02-23,27.0,27.0,1
2020-02-24,13.0,13.0,1
2020-02-25,8.0,8.0,1
2020-02-26,25.0,25.0,1
2020-02-27,21.0,21.0,1
2020-02-28,22.0,22.0,1
2020-02-29,9.0,9.0,1
2020-03-01,27.0,27.0,1
2020-03-02,13.0,13.0,1
2020-03-03,42.0,42.0,1
2020-03-04,25.0,25.0,1
2020-03-05,13.0,13.0,1
2020-03-06,22.0,22.0,1
2020-03-07,23.0,23.0,1
2020-03-08,13.0,13.0,1
2020-03-09,44.0,44.0,1
2020-03-10,48.0,48.0,1
2020-03-11,36.0,36.0,1
2020-03-12,33.0,33.0,1
2020-03-13,100.0,100.0,1
2020-03-14,50.0,50.0,1
2020-03-15,64.0,64.0,1
2020-03-16,59.0,59.0,1
2020-03-17,21.0,21.0,1
2020-03-18,70.0,70.0,1
2020-03-19,62.0,62.0,1
2020-03-20,48.0,48.0,1
2020-03-21,49.0,49.0,1
2020-03-22,46.0,46.0,1
2020-03-23,62.0,62.0,1
2020-03-24,49.0,49.0,1
2020-03-25,40.0,40.0,1
2020-03-26,16.0,16.0,1
2020-03-27,51.0,51.0,1
2020-03-28,42.0,42.0,1
2020-03-29,34.0,34.0,1
2020-03-30,23.0,23.0,1
2020-03-31,23.0,23.0,1
2020-04-01,8.0,8.0,1
2020-04-02,34.0,34.0,1
2020-04-03,15.0,15.0,1
2020-04-04,4.0,4.0,1
