date,/g/121j1nlf_0,/g/121j1nlf,batch_id
2020-02-01,15.0,15.0,1
2020-02-02,0.0,0.0,1
2020-02-03,26.0,26.0,1
2020-02-04,29.0,29.0,1
2020-02-05,14.0,14.0,1
2020-02-06,31.0,31.0,1
2020-02-07,16.0,16.0,1
2020-02-08,29.0,29.0,1
2020-02-09,13.0,13.0,1
2020-02-10,28.0,28.0,1
2020-02-11,0.0,0.0,1
2020-02-12,14.0,14.0,1
2020-02-13,29.0,29.0,1
2020-02-14,30.0,30.0,1
2020-02-15,0.0,0.0,1
2020-02-16,44.0,44.0,1
2020-02-17,15.0,15.0,1
2020-02-18,0.0,0.0,1
2020-02-19,15.0,15.0,1
2020-02-20,16.0,16.0,1
2020-02-21,0.0,0.0,1
2020-02-22,16.0,16.0,1
2020-02-23,0.0,0.0,1
2020-02-24,14.0,14.0,1
2020-02-25,15.0,15.0,1
2020-02-26,29.0,29.0,1
2020-02-27,14.0,14.0,1
2020-02-28,29.0,29.0,1
2020-02-29,14.0,14.0,1
2020-03-01,41.0,41.0,1
2020-03-02,26.0,26.0,1
2020-03-03,28.0,28.0,1
2020-03-04,41.0,41.0,1
2020-03-05,14.0,14.0,1
2020-03-06,54.0,54.0,1
2020-03-07,0.0,0.0,1
2020-03-08,0.0,0.0,1
2020-03-09,0.0,0.0,1
2020-03-10,40.0,40.0,1
2020-03-11,26.0,26.0,1
2020-03-12,13.0,13.0,1
2020-03-13,43.0,43.0,1
2020-03-14,0.0,0.0,1
2020-03-15,26.0,26.0,1
2020-03-16,24.0,24.0,1
2020-03-17,12.0,12.0,1
2020-03-18,25.0,25.0,1
2020-03-19,0.0,0.0,1
2020-03-20,24.0,24.0,1
2020-03-21,0.0,0.0,1
2020-03-22,0.0,0.0,1
2020-03-23,43.0,43.0,1
2020-03-24,35.0,35.0,1
2020-03-25,47.0,47.0,1
2020-03-26,12.0,12.0,1
2020-03-27,45.0,45.0,1
2020-03-28,53.0,53.0,1
2020-03-29,0.0,0.0,1
2020-03-30,34.0,34.0,1
2020-03-31,11.0,11.0,1
2020-04-01,34.0,34.0,1
2020-04-02,11.0,11.0,1
2020-04-03,35.0,35.0,1
2020-04-04,27.0,27.0,1
2020-04-05,0.0,0.0,1
2020-04-06,32.0,32.0,1
2020-04-07,11.0,11.0,1
2020-04-08,36.0,36.0,1
2020-04-09,36.0,36.0,1
2020-04-10,12.0,12.0,1
2020-04-11,0.0,0.0,1
2020-04-12,0.0,0.0,1
2020-04-13,12.0,12.0,1
2020-04-14,71.0,71.0,1
2020-04-15,25.0,25.0,1
2020-04-16,25.0,25.0,1
2020-04-17,13.0,13.0,1
2020-04-18,25.0,25.0,1
2020-04-19,40.0,40.0,1
2020-04-20,24.0,24.0,1
2020-04-21,25.0,25.0,1
2020-04-22,13.0,13.0,1
2020-04-23,24.0,24.0,1
2020-04-24,0.0,0.0,1
2020-04-25,13.0,13.0,1
2020-04-26,13.0,13.0,1
2020-04-27,23.0,23.0,1
2020-04-28,32.0,32.0,1
2020-04-29,0.0,0.0,1
2020-04-30,10.0,10.0,1
2020-05-01,11.0,11.0,1
2020-05-02,12.0,12.0,1
2020-05-03,25.0,25.0,1
2020-05-04,54.0,54.0,1
2020-05-05,20.0,20.0,1
2020-05-06,0.0,0.0,1
2020-05-07,0.0,0.0,1
2020-05-08,25.0,25.0,1
2020-05-09,0.0,0.0,1
2020-05-10,24.0,24.0,1
2020-05-11,57.0,57.0,1
2020-05-12,24.0,24.0,1
2020-05-13,61.0,61.0,1
2020-05-14,24.0,24.0,1
2020-05-15,0.0,0.0,1
2020-05-16,0.0,0.0,1
2020-05-17,15.0,15.0,1
2020-05-18,0.0,0.0,1
2020-05-19,37.0,37.0,1
2020-05-20,26.0,26.0,1
2020-05-21,0.0,0.0,1
2020-05-22,38.0,38.0,1
2020-05-23,54.0,54.0,1
2020-05-24,14.0,14.0,1
2020-05-25,37.0,37.0,1
2020-05-26,36.0,36.0,1
2020-05-27,38.0,38.0,1
2020-05-28,37.0,37.0,1
2020-05-29,0.0,0.0,1
2020-05-30,0.0,0.0,1
2020-05-31,0.0,0.0,1
2020-06-01,0.0,0.0,1
2020-06-02,0.0,0.0,1
2020-06-03,22.0,22.0,1
2020-06-04,11.0,11.0,1
2020-06-05,0.0,0.0,1
2020-06-06,0.0,0.0,1
2020-06-07,0.0,0.0,1
2020-06-08,44.0,44.0,1
2020-06-09,0.0,0.0,1
2020-06-10,13.0,13.0,1
2020-06-11,0.0,0.0,1
2020-06-12,0.0,0.0,1
2020-06-13,0.0,0.0,1
2020-06-14,28.0,28.0,1
2020-06-15,49.0,49.0,1
2020-06-16,12.0,12.0,1
2020-06-17,51.0,51.0,1
2020-06-18,13.0,13.0,1
2020-06-19,13.0,13.0,1
2020-06-20,0.0,0.0,1
2020-06-21,14.0,14.0,1
2020-06-22,13.0,13.0,1
2020-06-23,0.0,0.0,1
2020-06-24,0.0,0.0,1
2020-06-25,28.0,28.0,1
2020-06-26,0.0,0.0,1
2020-06-27,14.0,14.0,1
2020-06-28,0.0,0.0,1
2020-06-29,26.0,26.0,1
2020-06-30,13.0,13.0,1
2020-07-01,13.0,13.0,1
2020-07-02,13.0,13.0,1
2020-07-03,0.0,0.0,1
2020-07-04,44.0,44.0,1
2020-07-05,0.0,0.0,1
2020-07-06,13.0,13.0,1
2020-07-07,14.0,14.0,1
2020-07-08,14.0,14.0,1
2020-07-09,0.0,0.0,1
2020-07-10,15.0,15.0,1
2020-07-11,17.0,17.0,1
2020-07-12,17.0,17.0,1
2020-07-13,31.0,31.0,1
2020-07-14,15.0,15.0,1
2020-07-15,14.0,14.0,1
2020-07-16,14.0,14.0,1
2020-07-17,0.0,0.0,1
2020-07-18,0.0,0.0,1
2020-07-19,0.0,0.0,1
2020-07-20,15.0,15.0,1
2020-07-21,0.0,0.0,1
2020-07-22,32.0,32.0,1
2020-07-23,32.0,32.0,1
2020-07-24,30.0,30.0,1
2020-07-25,34.0,34.0,1
2020-07-26,0.0,0.0,1
2020-07-27,15.0,15.0,1
2020-07-28,15.0,15.0,1
2020-07-29,16.0,16.0,1
2020-07-30,47.0,47.0,1
2020-07-31,15.0,15.0,1
2020-08-01,100.0,100.0,1
2020-08-02,33.0,33.0,1
2020-08-03,15.0,15.0,1
2020-08-04,15.0,15.0,1
2020-08-05,16.0,16.0,1
2020-08-06,16.0,16.0,1
2020-08-07,48.0,48.0,1
2020-08-08,17.0,17.0,1
2020-08-09,17.0,17.0,1
2020-08-10,0.0,0.0,1
2020-08-11,15.0,15.0,1
2020-08-12,0.0,0.0,1
2020-08-13,0.0,0.0,1
2020-08-14,15.0,15.0,1
2020-08-15,17.0,17.0,1
2020-08-16,0.0,0.0,1
2020-08-17,15.0,15.0,1
