date,/m/0cjf0_0,/m/0cjf0,batch_id
2020-02-01,27.0,27.0,1
2020-02-02,48.0,48.0,1
2020-02-03,49.0,49.0,1
2020-02-04,39.0,39.0,1
2020-02-05,39.0,39.0,1
2020-02-06,64.0,64.0,1
2020-02-07,45.0,45.0,1
2020-02-08,55.0,55.0,1
2020-02-09,69.0,69.0,1
2020-02-10,50.0,50.0,1
2020-02-11,80.0,80.0,1
2020-02-12,28.0,28.0,1
2020-02-13,50.0,50.0,1
2020-02-14,40.0,40.0,1
2020-02-15,60.0,60.0,1
2020-02-16,37.0,37.0,1
2020-02-17,43.0,43.0,1
2020-02-18,58.0,58.0,1
2020-02-19,54.0,54.0,1
2020-02-20,30.0,30.0,1
2020-02-21,34.0,34.0,1
2020-02-22,42.0,42.0,1
2020-02-23,22.0,22.0,1
2020-02-24,33.0,33.0,1
2020-02-25,58.0,58.0,1
2020-02-26,52.0,52.0,1
2020-02-27,39.0,39.0,1
2020-02-28,44.0,44.0,1
2020-02-29,70.0,70.0,1
2020-03-01,52.0,52.0,1
2020-03-02,28.0,28.0,1
2020-03-03,33.0,33.0,1
2020-03-04,42.0,42.0,1
2020-03-05,62.0,62.0,1
2020-03-06,39.0,39.0,1
2020-03-07,38.0,38.0,1
2020-03-08,42.0,42.0,1
2020-03-09,78.0,78.0,1
2020-03-10,68.0,68.0,1
2020-03-11,74.0,74.0,1
2020-03-12,56.0,56.0,1
2020-03-13,54.0,54.0,1
2020-03-14,58.0,58.0,1
2020-03-15,100.0,100.0,1
2020-03-16,69.0,69.0,1
2020-03-17,70.0,70.0,1
2020-03-18,75.0,75.0,1
2020-03-19,54.0,54.0,1
2020-03-20,49.0,49.0,1
2020-03-21,58.0,58.0,1
2020-03-22,62.0,62.0,1
2020-03-23,46.0,46.0,1
2020-03-24,56.0,56.0,1
2020-03-25,47.0,47.0,1
2020-03-26,35.0,35.0,1
2020-03-27,34.0,34.0,1
2020-03-28,45.0,45.0,1
2020-03-29,35.0,35.0,1
2020-03-30,38.0,38.0,1
2020-03-31,45.0,45.0,1
2020-04-01,21.0,21.0,1
2020-04-02,30.0,30.0,1
2020-04-03,43.0,43.0,1
2020-04-04,30.0,30.0,1
2020-04-05,35.0,35.0,1
2020-04-06,21.0,21.0,1
2020-04-07,25.0,25.0,1
2020-04-08,48.0,48.0,1
2020-04-09,18.0,18.0,1
2020-04-10,15.0,15.0,1
2020-04-11,30.0,30.0,1
2020-04-12,5.0,5.0,1
2020-04-13,5.0,5.0,1
2020-04-14,8.0,8.0,1
2020-04-15,34.0,34.0,1
2020-04-16,25.0,25.0,1
2020-04-17,22.0,22.0,1
2020-04-18,25.0,25.0,1
2020-04-19,5.0,5.0,1
2020-04-20,30.0,30.0,1
2020-04-21,4.0,4.0,1
2020-04-22,21.0,21.0,1
2020-04-23,21.0,21.0,1
2020-04-24,22.0,22.0,1
2020-04-25,10.0,10.0,1
2020-04-26,15.0,15.0,1
2020-04-27,38.0,38.0,1
2020-04-28,17.0,17.0,1
2020-04-29,4.0,4.0,1
2020-04-30,26.0,26.0,1
2020-05-01,26.0,26.0,1
2020-05-02,10.0,10.0,1
2020-05-03,39.0,39.0,1
2020-05-04,12.0,12.0,1
2020-05-05,33.0,33.0,1
2020-05-06,21.0,21.0,1
2020-05-07,13.0,13.0,1
2020-05-08,13.0,13.0,1
2020-05-09,35.0,35.0,1
2020-05-10,5.0,5.0,1
2020-05-11,20.0,20.0,1
2020-05-12,13.0,13.0,1
2020-05-13,26.0,26.0,1
2020-05-14,9.0,9.0,1
2020-05-15,9.0,9.0,1
2020-05-16,5.0,5.0,1
2020-05-17,19.0,19.0,1
2020-05-18,39.0,39.0,1
2020-05-19,9.0,9.0,1
2020-05-20,9.0,9.0,1
2020-05-21,10.0,10.0,1
2020-05-22,15.0,15.0,1
2020-05-23,34.0,34.0,1
2020-05-24,15.0,15.0,1
2020-05-25,23.0,23.0,1
2020-05-26,23.0,23.0,1
2020-05-27,27.0,27.0,1
2020-05-28,0.0,0.0,1
2020-05-29,19.0,19.0,1
2020-05-30,39.0,39.0,1
2020-05-31,22.0,22.0,1
2020-06-01,5.0,5.0,1
2020-06-02,0.0,0.0,1
2020-06-03,9.0,9.0,1
2020-06-04,18.0,18.0,1
2020-06-05,9.0,9.0,1
2020-06-06,25.0,25.0,1
2020-06-07,10.0,10.0,1
2020-06-08,17.0,17.0,1
2020-06-09,9.0,9.0,1
2020-06-10,15.0,15.0,1
2020-06-11,29.0,29.0,1
2020-06-12,20.0,20.0,1
2020-06-13,6.0,6.0,1
2020-06-14,45.0,45.0,1
2020-06-15,9.0,9.0,1
2020-06-16,14.0,14.0,1
2020-06-17,15.0,15.0,1
2020-06-18,20.0,20.0,1
2020-06-19,19.0,19.0,1
2020-06-20,25.0,25.0,1
2020-06-21,6.0,6.0,1
2020-06-22,19.0,19.0,1
2020-06-23,29.0,29.0,1
2020-06-24,10.0,10.0,1
2020-06-25,10.0,10.0,1
2020-06-26,10.0,10.0,1
2020-06-27,11.0,11.0,1
2020-06-28,25.0,25.0,1
2020-06-29,14.0,14.0,1
2020-06-30,13.0,13.0,1
2020-07-01,22.0,22.0,1
2020-07-02,14.0,14.0,1
2020-07-03,20.0,20.0,1
2020-07-04,26.0,26.0,1
2020-07-05,10.0,10.0,1
2020-07-06,13.0,13.0,1
2020-07-07,9.0,9.0,1
2020-07-08,24.0,24.0,1
2020-07-09,14.0,14.0,1
2020-07-10,25.0,25.0,1
2020-07-11,5.0,5.0,1
2020-07-12,11.0,11.0,1
2020-07-13,19.0,19.0,1
2020-07-14,30.0,30.0,1
2020-07-15,31.0,31.0,1
2020-07-16,5.0,5.0,1
2020-07-17,11.0,11.0,1
2020-07-18,18.0,18.0,1
2020-07-19,23.0,23.0,1
2020-07-20,25.0,25.0,1
2020-07-21,29.0,29.0,1
2020-07-22,28.0,28.0,1
2020-07-23,29.0,29.0,1
2020-07-24,15.0,15.0,1
2020-07-25,17.0,17.0,1
2020-07-26,12.0,12.0,1
2020-07-27,15.0,15.0,1
2020-07-28,54.0,54.0,1
2020-07-29,19.0,19.0,1
2020-07-30,15.0,15.0,1
2020-07-31,36.0,36.0,1
2020-08-01,12.0,12.0,1
2020-08-02,11.0,11.0,1
