date,/m/01c751_0,/m/01c751,batch_id
2020-02-01,5.0,5.0,1
2020-02-02,6.0,6.0,1
2020-02-03,2.0,2.0,1
2020-02-04,2.0,2.0,1
2020-02-05,2.0,2.0,1
2020-02-06,4.0,4.0,1
2020-02-07,3.0,3.0,1
2020-02-08,5.0,5.0,1
2020-02-09,7.0,7.0,1
2020-02-10,2.0,2.0,1
2020-02-11,4.0,4.0,1
2020-02-12,2.0,2.0,1
2020-02-13,3.0,3.0,1
2020-02-14,1.0,1.0,1
2020-02-15,4.0,4.0,1
2020-02-16,3.0,3.0,1
2020-02-17,1.0,1.0,1
2020-02-18,2.0,2.0,1
2020-02-19,1.0,1.0,1
2020-02-20,1.0,1.0,1
2020-02-21,3.0,3.0,1
2020-02-22,4.0,4.0,1
2020-02-23,14.0,14.0,1
2020-02-24,18.0,18.0,1
2020-02-25,19.0,19.0,1
2020-02-26,21.0,21.0,1
2020-02-27,23.0,23.0,1
2020-02-28,24.0,24.0,1
2020-02-29,25.0,25.0,1
2020-03-01,30.0,30.0,1
2020-03-02,18.0,18.0,1
2020-03-03,18.0,18.0,1
2020-03-04,15.0,15.0,1
2020-03-05,18.0,18.0,1
2020-03-06,18.0,18.0,1
2020-03-07,14.0,14.0,1
2020-03-08,18.0,18.0,1
2020-03-09,15.0,15.0,1
2020-03-10,16.0,16.0,1
2020-03-11,11.0,11.0,1
2020-03-12,50.0,50.0,1
2020-03-13,95.0,95.0,1
2020-03-14,100.0,100.0,1
2020-03-15,76.0,76.0,1
2020-03-16,57.0,57.0,1
2020-03-17,45.0,45.0,1
2020-03-18,37.0,37.0,1
2020-03-19,42.0,42.0,1
2020-03-20,44.0,44.0,1
2020-03-21,62.0,62.0,1
2020-03-22,69.0,69.0,1
2020-03-23,32.0,32.0,1
2020-03-24,40.0,40.0,1
2020-03-25,33.0,33.0,1
2020-03-26,37.0,37.0,1
2020-03-27,34.0,34.0,1
2020-03-28,36.0,36.0,1
2020-03-29,35.0,35.0,1
2020-03-30,27.0,27.0,1
2020-03-31,31.0,31.0,1
2020-04-01,17.0,17.0,1
2020-04-02,27.0,27.0,1
2020-04-03,19.0,19.0,1
2020-04-04,26.0,26.0,1
2020-04-05,21.0,21.0,1
2020-04-06,18.0,18.0,1
2020-04-07,19.0,19.0,1
2020-04-08,15.0,15.0,1
2020-04-09,15.0,15.0,1
2020-04-10,18.0,18.0,1
2020-04-11,23.0,23.0,1
2020-04-12,19.0,19.0,1
2020-04-13,22.0,22.0,1
2020-04-14,13.0,13.0,1
2020-04-15,19.0,19.0,1
2020-04-16,9.0,9.0,1
2020-04-17,11.0,11.0,1
2020-04-18,13.0,13.0,1
2020-04-19,14.0,14.0,1
2020-04-20,23.0,23.0,1
2020-04-21,18.0,18.0,1
2020-04-22,14.0,14.0,1
2020-04-23,11.0,11.0,1
2020-04-24,12.0,12.0,1
2020-04-25,16.0,16.0,1
2020-04-26,15.0,15.0,1
2020-04-27,10.0,10.0,1
2020-04-28,12.0,12.0,1
2020-04-29,13.0,13.0,1
2020-04-30,12.0,12.0,1
2020-05-01,8.0,8.0,1
2020-05-02,12.0,12.0,1
2020-05-03,16.0,16.0,1
2020-05-04,7.0,7.0,1
2020-05-05,8.0,8.0,1
2020-05-06,5.0,5.0,1
2020-05-07,5.0,5.0,1
2020-05-08,12.0,12.0,1
2020-05-09,10.0,10.0,1
2020-05-10,14.0,14.0,1
2020-05-11,14.0,14.0,1
2020-05-12,10.0,10.0,1
2020-05-13,13.0,13.0,1
2020-05-14,12.0,12.0,1
2020-05-15,8.0,8.0,1
2020-05-16,16.0,16.0,1
2020-05-17,9.0,9.0,1
2020-05-18,7.0,7.0,1
2020-05-19,6.0,6.0,1
2020-05-20,7.0,7.0,1
2020-05-21,9.0,9.0,1
2020-05-22,5.0,5.0,1
2020-05-23,4.0,4.0,1
2020-05-24,8.0,8.0,1
2020-05-25,4.0,4.0,1
