date,/m/01cdt5_0,/m/01cdt5,batch_id
2020-02-01,2.0,2.0,1
2020-02-02,2.0,2.0,1
2020-02-03,6.0,6.0,1
2020-02-04,3.0,3.0,1
2020-02-05,5.0,5.0,1
2020-02-06,4.0,4.0,1
2020-02-07,2.0,2.0,1
2020-02-08,2.0,2.0,1
2020-02-09,5.0,5.0,1
2020-02-10,3.0,3.0,1
2020-02-11,4.0,4.0,1
2020-02-12,2.0,2.0,1
2020-02-13,1.0,1.0,1
2020-02-14,3.0,3.0,1
2020-02-15,4.0,4.0,1
2020-02-16,3.0,3.0,1
2020-02-17,6.0,6.0,1
2020-02-18,3.0,3.0,1
2020-02-19,2.0,2.0,1
2020-02-20,4.0,4.0,1
2020-02-21,6.0,6.0,1
2020-02-22,4.0,4.0,1
2020-02-23,5.0,5.0,1
2020-02-24,6.0,6.0,1
2020-02-25,7.0,7.0,1
2020-02-26,6.0,6.0,1
2020-02-27,10.0,10.0,1
2020-02-28,4.0,4.0,1
2020-02-29,4.0,4.0,1
2020-03-01,5.0,5.0,1
2020-03-02,7.0,7.0,1
2020-03-03,6.0,6.0,1
2020-03-04,4.0,4.0,1
2020-03-05,11.0,11.0,1
2020-03-06,7.0,7.0,1
2020-03-07,100.0,100.0,1
2020-03-08,61.0,61.0,1
2020-03-09,66.0,66.0,1
2020-03-10,39.0,39.0,1
2020-03-11,22.0,22.0,1
2020-03-12,32.0,32.0,1
2020-03-13,28.0,28.0,1
2020-03-14,27.0,27.0,1
2020-03-15,23.0,23.0,1
2020-03-16,20.0,20.0,1
2020-03-17,14.0,14.0,1
2020-03-18,26.0,26.0,1
2020-03-19,24.0,24.0,1
2020-03-20,16.0,16.0,1
2020-03-21,27.0,27.0,1
2020-03-22,16.0,16.0,1
2020-03-23,18.0,18.0,1
2020-03-24,10.0,10.0,1
2020-03-25,13.0,13.0,1
2020-03-26,10.0,10.0,1
2020-03-27,12.0,12.0,1
2020-03-28,18.0,18.0,1
2020-03-29,16.0,16.0,1
2020-03-30,11.0,11.0,1
2020-03-31,8.0,8.0,1
2020-04-01,8.0,8.0,1
2020-04-02,5.0,5.0,1
2020-04-03,5.0,5.0,1
2020-04-04,9.0,9.0,1
2020-04-05,6.0,6.0,1
2020-04-06,7.0,7.0,1
2020-04-07,6.0,6.0,1
2020-04-08,6.0,6.0,1
2020-04-09,11.0,11.0,1
2020-04-10,10.0,10.0,1
2020-04-11,4.0,4.0,1
2020-04-12,13.0,13.0,1
2020-04-13,15.0,15.0,1
2020-04-14,7.0,7.0,1
2020-04-15,6.0,6.0,1
2020-04-16,7.0,7.0,1
2020-04-17,12.0,12.0,1
2020-04-18,6.0,6.0,1
2020-04-19,6.0,6.0,1
2020-04-20,7.0,7.0,1
2020-04-21,7.0,7.0,1
2020-04-22,5.0,5.0,1
2020-04-23,6.0,6.0,1
2020-04-24,10.0,10.0,1
2020-04-25,4.0,4.0,1
2020-04-26,6.0,6.0,1
2020-04-27,5.0,5.0,1
2020-04-28,5.0,5.0,1
2020-04-29,4.0,4.0,1
2020-04-30,7.0,7.0,1
2020-05-01,7.0,7.0,1
2020-05-02,7.0,7.0,1
2020-05-03,6.0,6.0,1
2020-05-04,4.0,4.0,1
2020-05-05,6.0,6.0,1
2020-05-06,3.0,3.0,1
2020-05-07,3.0,3.0,1
2020-05-08,9.0,9.0,1
2020-05-09,5.0,5.0,1
2020-05-10,5.0,5.0,1
2020-05-11,8.0,8.0,1
2020-05-12,6.0,6.0,1
2020-05-13,6.0,6.0,1
2020-05-14,4.0,4.0,1
2020-05-15,7.0,7.0,1
2020-05-16,6.0,6.0,1
2020-05-17,3.0,3.0,1
2020-05-18,7.0,7.0,1
2020-05-19,6.0,6.0,1
2020-05-20,4.0,4.0,1
2020-05-21,4.0,4.0,1
2020-05-22,6.0,6.0,1
2020-05-23,4.0,4.0,1
2020-05-24,4.0,4.0,1
2020-05-25,7.0,7.0,1
2020-05-26,5.0,5.0,1
2020-05-27,3.0,3.0,1
2020-05-28,6.0,6.0,1
2020-05-29,4.0,4.0,1
2020-05-30,5.0,5.0,1
2020-05-31,6.0,6.0,1
2020-06-01,4.0,4.0,1
2020-06-02,4.0,4.0,1
2020-06-03,4.0,4.0,1
2020-06-04,4.0,4.0,1
2020-06-05,6.0,6.0,1
2020-06-06,5.0,5.0,1
