date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty,batch_id
2020-01-01,37.0,40.0,39.0,29.0,36.0,30.0,45.0,46.0,31.0,32.0,38.871139510117146,0.0
2020-01-02,25.0,8.0,17.0,36.0,32.0,24.0,13.0,28.0,16.0,12.0,22.47071352502662,0.0
2020-01-03,38.0,38.0,30.0,27.0,35.0,25.0,37.0,31.0,26.0,28.0,33.546325878594246,0.0
2020-01-04,30.0,33.0,45.0,46.0,46.0,26.0,28.0,31.0,30.0,18.0,35.463258785942486,0.0
2020-01-05,32.0,42.0,28.0,46.0,38.0,23.0,25.0,28.0,25.0,30.0,33.75931842385516,0.0
2020-01-06,18.0,38.0,20.0,32.0,26.0,28.0,28.0,27.0,19.0,35.0,28.860489882854097,0.0
2020-01-07,26.0,37.0,19.0,32.0,17.0,15.0,18.0,21.0,13.0,23.0,23.535676251331203,0.0
2020-01-08,19.0,43.0,23.0,25.0,28.0,27.0,15.0,35.0,17.0,20.0,26.8370607028754,0.0
2020-01-09,35.0,46.0,42.0,37.0,44.0,29.0,30.0,29.0,24.0,40.0,37.91267305644302,0.0
2020-01-10,22.0,24.0,29.0,29.0,27.0,15.0,34.0,21.0,20.0,23.0,25.985090521831733,0.0
2020-01-11,33.0,12.0,30.0,30.0,17.0,22.0,23.0,37.0,39.0,28.0,28.860489882854097,0.0
2020-01-12,10.0,25.0,20.0,31.0,23.0,16.0,22.0,22.0,33.0,29.0,24.600638977635786,0.0
2020-01-13,21.0,21.0,20.0,23.0,13.0,9.0,27.0,20.0,20.0,16.0,20.234291799787005,0.0
2020-01-14,22.0,25.0,16.0,32.0,16.0,24.0,19.0,19.0,32.0,29.0,24.920127795527154,0.0
2020-01-15,23.0,28.0,29.0,36.0,18.0,29.0,15.0,40.0,17.0,24.0,27.582534611288605,0.0
2020-01-16,26.0,31.0,27.0,34.0,19.0,19.0,27.0,24.0,26.0,25.0,27.476038338658142,0.0
2020-01-17,22.0,13.0,19.0,30.0,17.0,22.0,28.0,25.0,20.0,23.0,23.322683706070286,0.0
2020-01-18,39.0,37.0,40.0,37.0,33.0,41.0,33.0,37.0,26.0,32.0,37.80617678381257,0.0
2020-01-19,31.0,34.0,31.0,38.0,43.0,21.0,31.0,9.0,27.0,27.0,31.09691160809372,0.0
2020-01-20,18.0,20.0,11.0,27.0,13.0,18.0,21.0,23.0,17.0,17.0,19.70181043663472,0.0
2020-01-21,24.0,22.0,19.0,27.0,27.0,23.0,25.0,31.0,18.0,27.0,25.87859424920128,0.0
2020-01-22,31.0,40.0,32.0,26.0,31.0,27.0,32.0,27.0,30.0,33.0,32.9073482428115,0.0
