date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06,batch_id
2020-01-01,21.0,16.0,17.0,17.0,17.0,16.0,18.0,19.0,19.0,17.0,18.135245901639344,0.0
2020-01-02,20.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0,16.0,17.827868852459016,0.0
2020-01-03,18.0,17.0,11.0,14.0,15.0,17.0,12.0,19.0,11.0,14.0,15.16393442622951,0.0
2020-01-04,20.0,19.0,19.0,17.0,25.0,21.0,16.0,20.0,20.0,22.0,20.38934426229508,0.0
2020-01-05,22.0,22.0,23.0,18.0,22.0,21.0,19.0,21.0,21.0,19.0,21.311475409836067,0.0
2020-01-06,22.0,26.0,25.0,23.0,23.0,29.0,24.0,21.0,26.0,23.0,24.795081967213115,0.0
2020-01-07,25.0,22.0,24.0,21.0,26.0,24.0,24.0,25.0,24.0,23.0,24.385245901639344,0.0
2020-01-08,19.0,20.0,20.0,22.0,20.0,19.0,16.0,21.0,18.0,19.0,19.877049180327862,0.0
2020-01-09,26.0,21.0,22.0,20.0,23.0,21.0,20.0,23.0,19.0,20.0,22.02868852459017,0.0
2020-01-10,16.0,20.0,16.0,17.0,14.0,21.0,13.0,16.0,20.0,15.0,17.213114754098363,0.0
2020-01-11,21.0,16.0,16.0,15.0,18.0,21.0,17.0,17.0,17.0,17.0,17.93032786885246,0.0
2020-01-12,23.0,21.0,24.0,23.0,19.0,18.0,19.0,22.0,18.0,19.0,21.10655737704918,0.0
2020-01-13,27.0,23.0,24.0,23.0,27.0,24.0,24.0,27.0,23.0,23.0,25.102459016393443,0.0
2020-01-14,22.0,23.0,23.0,20.0,24.0,23.0,20.0,26.0,24.0,22.0,23.25819672131148,0.0
2020-01-15,25.0,23.0,24.0,19.0,26.0,18.0,20.0,24.0,24.0,25.0,23.36065573770492,0.0
2020-01-16,20.0,21.0,22.0,22.0,20.0,23.0,20.0,20.0,21.0,22.0,21.618852459016395,0.0
2020-01-17,16.0,18.0,22.0,16.0,21.0,19.0,18.0,18.0,20.0,20.0,19.262295081967213,0.0
2020-01-18,18.0,21.0,17.0,19.0,18.0,16.0,15.0,18.0,20.0,17.0,18.34016393442623,0.0
2020-01-19,21.0,19.0,20.0,21.0,17.0,18.0,17.0,19.0,18.0,18.0,19.262295081967213,0.0
2020-01-20,26.0,21.0,23.0,26.0,24.0,25.0,23.0,25.0,23.0,24.0,24.59016393442623,0.0
2020-01-21,23.0,23.0,23.0,21.0,24.0,24.0,18.0,23.0,25.0,23.0,23.25819672131148,0.0
2020-01-22,26.0,24.0,23.0,23.0,23.0,24.0,20.0,26.0,25.0,20.0,23.975409836065577,0.0
2020-01-23,26.0,21.0,24.0,21.0,25.0,26.0,22.0,27.0,26.0,29.0,25.307377049180328,0.0
2020-01-24,30.0,30.0,32.0,30.0,34.0,33.0,27.0,30.0,31.0,30.0,31.454918032786885,0.0
2020-01-25,30.0,33.0,27.0,31.0,28.0,31.0,27.0,27.0,34.0,33.0,30.840163934426236,0.0
2020-01-26,31.0,29.0,28.0,29.0,30.0,29.0,29.0,32.0,28.0,27.0,29.91803278688525,0.0
2020-01-27,31.0,31.0,33.0,32.0,31.0,30.0,29.0,32.0,32.0,30.0,31.864754098360656,0.0
2020-01-28,38.0,39.0,44.0,40.0,43.0,44.0,34.0,37.0,39.0,42.0,40.98360655737705,0.0
2020-01-29,33.0,34.0,32.0,32.0,33.0,34.0,31.0,29.0,34.0,33.0,33.299180327868854,0.0
2020-01-30,28.0,31.0,28.0,36.0,34.0,35.0,29.0,33.0,34.0,31.0,32.6844262295082,0.0
2020-01-31,31.0,30.0,30.0,29.0,27.0,32.0,32.0,32.0,31.0,30.0,31.14754098360656,0.0
2020-02-01,29.0,31.0,28.0,24.0,25.0,30.0,24.0,29.0,30.0,30.0,28.688524590163937,0.0
