date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06,batch_id
2020-01-01,15.0,17.0,16.0,16.0,17.0,15.0,16.0,17.0,16.0,16.0,16.1,0.0
2020-01-02,18.0,16.0,17.0,17.0,17.0,16.0,17.0,20.0,18.0,17.0,17.3,0.0
2020-01-03,17.0,19.0,16.0,19.0,17.0,17.0,20.0,18.0,17.0,18.0,17.8,0.0
2020-01-04,21.0,17.0,19.0,18.0,18.0,20.0,18.0,19.0,18.0,18.0,18.6,0.0
2020-01-05,19.0,18.0,18.0,20.0,18.0,18.0,21.0,22.0,19.0,19.0,19.2,0.0
2020-01-06,17.0,15.0,15.0,15.0,16.0,15.0,18.0,16.0,15.0,15.0,15.7,0.0
2020-01-07,19.0,19.0,16.0,18.0,18.0,19.0,18.0,17.0,17.0,17.0,17.8,0.0
2020-01-08,20.0,17.0,17.0,18.0,17.0,18.0,17.0,19.0,18.0,18.0,17.9,0.0
2020-01-09,20.0,18.0,20.0,18.0,17.0,16.0,18.0,17.0,16.0,17.0,17.7,0.0
2020-01-10,18.0,17.0,18.0,17.0,17.0,15.0,17.0,17.0,18.0,17.0,17.1,0.0
2020-01-11,18.0,16.0,17.0,17.0,16.0,17.0,16.0,15.0,16.0,17.0,16.5,0.0
2020-01-12,17.0,18.0,18.0,19.0,20.0,18.0,17.0,18.0,16.0,19.0,18.0,0.0
2020-01-13,20.0,20.0,18.0,19.0,18.0,18.0,20.0,18.0,18.0,18.0,18.7,0.0
2020-01-14,19.0,18.0,19.0,19.0,18.0,19.0,18.0,17.0,17.0,20.0,18.4,0.0
2020-01-15,19.0,18.0,18.0,18.0,20.0,19.0,18.0,17.0,17.0,17.0,18.1,0.0
2020-01-16,20.0,20.0,21.0,20.0,19.0,20.0,21.0,21.0,20.0,19.0,20.1,0.0
2020-01-17,16.0,17.0,16.0,16.0,18.0,16.0,17.0,19.0,17.0,18.0,17.0,0.0
2020-01-18,17.0,18.0,16.0,18.0,17.0,17.0,18.0,20.0,16.0,18.0,17.5,0.0
