,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-11-18,33.0,0.0,0.0,50.0,0.0,0.0,65.0,64.0,0.0,32.0,33.0,48.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,28.8252054889211
2020-11-19,33.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,35.0,33.0,32.0,49.0,0.0,40.963855421686745,48.529411764705884,0.0,0.0,40.50632911392405,44.067796610169495,47.82608695652174,36.283906452005944
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-22,0.0,51.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,34.0,0.0,0.0,43.373493975903614,0.0,34.0,35.0,0.0,44.067796610169495,49.27536231884058,30.006850458540228
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-25,0.0,48.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,9.073114819632547
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,0.0,0.0,0.0,0.0,94.0,0.0,32.0,0.0,34.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.27536231884058,21.94211274066837
