date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0,batch_id
2020-01-01,15.0,21.0,13.0,18.0,20.0,12.0,16.0,19.0,13.0,21.0,16.816816816816814,0.0
2020-01-02,23.0,17.0,18.0,20.0,22.0,19.0,16.0,19.0,18.0,21.0,19.31931931931932,0.0
2020-01-03,20.0,18.0,20.0,22.0,18.0,24.0,24.0,19.0,15.0,20.0,20.02002002002002,0.0
2020-01-04,20.0,19.0,16.0,18.0,18.0,19.0,15.0,15.0,16.0,19.0,17.517517517517515,0.0
2020-01-05,29.0,24.0,16.0,30.0,25.0,22.0,19.0,32.0,29.0,22.0,24.824824824824823,0.0
2020-01-06,20.0,10.0,12.0,13.0,15.0,14.0,15.0,17.0,19.0,7.0,14.214214214214213,0.0
2020-01-07,20.0,16.0,15.0,22.0,15.0,21.0,21.0,23.0,16.0,15.0,18.41841841841841,0.0
2020-01-08,24.0,18.0,16.0,20.0,16.0,17.0,18.0,22.0,19.0,20.0,19.01901901901902,0.0
2020-01-09,22.0,17.0,17.0,13.0,19.0,15.0,14.0,13.0,18.0,19.0,16.716716716716714,0.0
2020-01-10,16.0,15.0,15.0,17.0,14.0,15.0,14.0,17.0,18.0,12.0,15.315315315315315,0.0
2020-01-11,22.0,15.0,13.0,23.0,14.0,16.0,17.0,19.0,17.0,21.0,17.717717717717715,0.0
2020-01-12,20.0,22.0,15.0,24.0,25.0,22.0,20.0,22.0,21.0,21.0,21.22122122122122,0.0
2020-01-13,16.0,20.0,20.0,17.0,15.0,19.0,15.0,20.0,17.0,20.0,17.917917917917915,0.0
2020-01-14,19.0,13.0,15.0,14.0,15.0,19.0,18.0,14.0,18.0,18.0,16.316316316316314,0.0
2020-01-15,18.0,18.0,20.0,20.0,21.0,14.0,14.0,12.0,20.0,17.0,17.417417417417415,0.0
2020-01-16,21.0,20.0,17.0,20.0,19.0,15.0,21.0,24.0,22.0,25.0,20.420420420420417,0.0
2020-01-17,15.0,14.0,18.0,16.0,15.0,12.0,16.0,19.0,17.0,14.0,15.615615615615615,0.0
2020-01-18,14.0,12.0,18.0,16.0,20.0,16.0,17.0,14.0,19.0,15.0,16.116116116116117,0.0
2020-01-19,21.0,15.0,17.0,22.0,18.0,18.0,22.0,14.0,15.0,21.0,18.31831831831832,0.0
2020-01-20,27.0,22.0,23.0,24.0,20.0,21.0,21.0,28.0,27.0,25.0,23.823823823823822,0.0
2020-01-21,18.0,24.0,20.0,17.0,17.0,18.0,20.0,21.0,23.0,11.0,18.91891891891892,0.0
2020-01-22,14.0,22.0,14.0,15.0,12.0,15.0,15.0,18.0,16.0,17.0,15.815815815815816,0.0
2020-01-23,21.0,22.0,17.0,16.0,24.0,19.0,15.0,28.0,23.0,25.0,21.02102102102102,0.0
2020-01-24,16.0,21.0,24.0,23.0,20.0,18.0,19.0,17.0,26.0,20.0,20.420420420420417,0.0
2020-01-25,29.0,19.0,14.0,24.0,19.0,16.0,28.0,19.0,25.0,19.0,21.22122122122122,0.0
2020-01-26,31.0,32.0,24.0,23.0,23.0,16.0,29.0,25.0,29.0,26.0,25.825825825825824,0.0
2020-01-27,26.0,25.0,26.0,26.0,28.0,22.0,27.0,29.0,23.0,27.0,25.925925925925924,0.0
2020-01-28,24.0,16.0,16.0,19.0,15.0,18.0,24.0,25.0,28.0,19.0,20.420420420420417,0.0
2020-01-29,18.0,21.0,17.0,14.0,19.0,15.0,15.0,27.0,23.0,21.0,19.01901901901902,0.0
2020-01-30,21.0,28.0,21.0,27.0,32.0,22.0,27.0,21.0,29.0,18.0,24.624624624624623,0.0
2020-01-31,21.0,25.0,23.0,23.0,19.0,22.0,27.0,22.0,16.0,13.0,21.12112112112112,0.0
2020-02-01,23.0,21.0,22.0,17.0,21.0,22.0,16.0,27.0,21.0,20.0,21.02102102102102,0.0
2020-02-02,23.0,35.0,22.0,30.0,19.0,25.0,26.0,27.0,24.0,21.0,25.225225225225223,0.0
2020-02-03,32.0,22.0,20.0,29.0,36.0,22.0,28.0,28.0,28.0,31.0,27.627627627627625,0.0
2020-02-04,29.0,25.0,24.0,32.0,19.0,28.0,20.0,26.0,24.0,30.0,25.725725725725724,0.0
2020-02-05,24.0,26.0,17.0,32.0,19.0,25.0,26.0,23.0,25.0,26.0,24.324324324324323,0.0
2020-02-06,12.0,15.0,23.0,26.0,24.0,13.0,20.0,16.0,16.0,24.0,18.91891891891892,0.0
2020-02-07,20.0,15.0,20.0,19.0,17.0,15.0,16.0,16.0,21.0,18.0,17.717717717717715,0.0
2020-02-08,14.0,18.0,18.0,17.0,22.0,22.0,16.0,14.0,21.0,23.0,18.51851851851852,0.0
2020-02-09,19.0,14.0,11.0,16.0,13.0,18.0,17.0,15.0,12.0,15.0,15.015015015015017,0.0
2020-02-10,26.0,24.0,19.0,21.0,25.0,17.0,16.0,24.0,27.0,26.0,22.52252252252252,0.0
2020-02-11,21.0,25.0,15.0,19.0,13.0,18.0,18.0,19.0,19.0,22.0,18.91891891891892,0.0
2020-02-12,28.0,21.0,21.0,22.0,21.0,25.0,24.0,22.0,20.0,21.0,22.52252252252252,0.0
2020-02-13,18.0,21.0,19.0,20.0,26.0,17.0,15.0,10.0,24.0,20.0,19.01901901901902,0.0
2020-02-14,14.0,13.0,19.0,17.0,17.0,13.0,21.0,13.0,19.0,16.0,16.216216216216214,0.0
2020-02-15,21.0,19.0,20.0,24.0,12.0,17.0,24.0,15.0,22.0,23.0,19.71971971971972,0.0
2020-02-16,26.0,25.0,21.0,26.0,23.0,21.0,26.0,24.0,20.0,28.0,24.024024024024023,0.0
2020-02-17,22.0,14.0,19.0,21.0,19.0,17.0,22.0,21.0,19.0,24.0,19.81981981981982,0.0
2020-02-18,18.0,14.0,19.0,22.0,18.0,11.0,20.0,19.0,21.0,16.0,17.817817817817815,0.0
2020-02-19,23.0,24.0,17.0,23.0,22.0,21.0,20.0,19.0,26.0,16.0,21.12112112112112,0.0
2020-02-20,23.0,17.0,20.0,17.0,18.0,15.0,21.0,11.0,15.0,16.0,17.317317317317315,0.0
2020-02-21,22.0,29.0,22.0,24.0,24.0,20.0,12.0,28.0,26.0,27.0,23.423423423423426,0.0
2020-02-22,24.0,18.0,16.0,15.0,18.0,13.0,11.0,18.0,20.0,14.0,16.716716716716714,0.0
2020-02-23,17.0,17.0,16.0,20.0,19.0,22.0,13.0,16.0,18.0,20.0,17.817817817817815,0.0
2020-02-24,28.0,20.0,21.0,22.0,21.0,19.0,24.0,19.0,27.0,21.0,22.22222222222222,0.0
2020-02-25,23.0,23.0,28.0,25.0,24.0,29.0,24.0,23.0,33.0,23.0,25.525525525525524,0.0
2020-02-26,25.0,28.0,25.0,25.0,28.0,25.0,29.0,25.0,26.0,16.0,25.225225225225223,0.0
2020-02-27,27.0,25.0,20.0,21.0,19.0,21.0,29.0,24.0,28.0,30.0,24.424424424424423,0.0
2020-02-28,27.0,26.0,24.0,30.0,29.0,33.0,28.0,33.0,29.0,27.0,28.628628628628626,0.0
2020-02-29,31.0,25.0,22.0,41.0,29.0,30.0,38.0,28.0,32.0,36.0,31.23123123123123,0.0
2020-03-01,35.0,32.0,29.0,34.0,39.0,29.0,28.0,37.0,36.0,34.0,33.33333333333333,0.0
2020-03-02,41.0,38.0,39.0,35.0,39.0,40.0,39.0,40.0,36.0,39.0,38.63863863863864,0.0
2020-03-03,43.0,39.0,38.0,37.0,39.0,24.0,30.0,39.0,42.0,30.0,36.13613613613614,0.0
2020-03-04,41.0,41.0,30.0,44.0,34.0,27.0,36.0,35.0,34.0,38.0,36.03603603603604,0.0
2020-03-05,39.0,35.0,27.0,40.0,27.0,33.0,35.0,31.0,36.0,38.0,34.13413413413413,0.0
2020-03-06,51.0,33.0,34.0,36.0,28.0,34.0,40.0,40.0,42.0,35.0,37.33733733733733,0.0
2020-03-07,49.0,43.0,38.0,37.0,32.0,34.0,37.0,43.0,41.0,38.0,39.23923923923924,0.0
2020-03-08,41.0,46.0,39.0,34.0,49.0,40.0,35.0,40.0,46.0,46.0,41.64164164164164,0.0
2020-03-09,54.0,46.0,38.0,46.0,43.0,52.0,46.0,47.0,50.0,41.0,46.34634634634634,0.0
2020-03-10,53.0,59.0,49.0,58.0,54.0,57.0,53.0,55.0,54.0,51.0,54.35435435435435,0.0
2020-03-11,64.0,54.0,58.0,64.0,54.0,54.0,57.0,58.0,66.0,60.0,58.95895895895895,0.0
2020-03-12,65.0,57.0,52.0,57.0,61.0,55.0,62.0,63.0,68.0,66.0,60.66066066066066,0.0
2020-03-13,84.0,67.0,63.0,71.0,63.0,73.0,71.0,67.0,66.0,84.0,70.97097097097098,0.0
2020-03-14,78.0,80.0,76.0,75.0,88.0,65.0,83.0,79.0,76.0,75.0,77.57757757757757,0.0
2020-03-15,95.0,91.0,71.0,81.0,88.0,72.0,80.0,88.0,92.0,98.0,85.68568568568568,0.0
2020-03-16,100.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,0.0
2020-03-17,94.0,91.0,87.0,88.0,89.0,84.0,100.0,80.0,84.0,89.0,88.68868868868869,0.0
2020-03-18,98.0,75.0,83.0,71.0,80.0,82.0,88.0,84.0,74.0,92.0,82.78278278278277,0.0
2020-03-19,65.0,73.0,61.0,70.0,66.0,66.0,65.0,68.0,66.0,76.0,67.66766766766766,0.0
2020-03-20,68.0,62.0,45.0,57.0,52.0,45.0,53.0,51.0,62.0,62.0,55.75575575575575,0.0
2020-03-21,69.0,63.0,52.0,58.0,66.0,55.0,61.0,56.0,84.0,68.0,63.26326326326326,0.0
2020-03-22,66.0,59.0,53.0,60.0,60.0,63.0,62.0,58.0,65.0,67.0,61.36136136136136,0.0
2020-03-23,76.0,75.0,73.0,69.0,71.0,65.0,65.0,70.0,79.0,78.0,72.17217217217215,0.0
2020-03-24,63.0,68.0,68.0,55.0,64.0,60.0,53.0,75.0,76.0,61.0,64.36436436436436,0.0
2020-03-25,66.0,63.0,57.0,63.0,70.0,59.0,66.0,66.0,74.0,64.0,64.86486486486486,0.0
2020-03-26,63.0,61.0,52.0,68.0,59.0,48.0,62.0,56.0,62.0,65.0,59.65965965965966,0.0
2020-03-27,51.0,56.0,53.0,52.0,43.0,48.0,49.0,45.0,48.0,57.0,50.25025025025025,0.0
2020-03-28,54.0,47.0,38.0,57.0,46.0,43.0,42.0,46.0,56.0,44.0,47.34734734734735,0.0
2020-03-29,33.0,40.0,42.0,41.0,46.0,39.0,46.0,44.0,53.0,37.0,42.14214214214214,0.0
2020-03-30,53.0,41.0,44.0,46.0,35.0,43.0,39.0,55.0,42.0,47.0,44.54454454454454,0.0
2020-03-31,41.0,37.0,34.0,28.0,37.0,30.0,35.0,33.0,46.0,33.0,35.43543543543543,0.0
2020-04-01,33.0,29.0,29.0,38.0,41.0,28.0,35.0,39.0,34.0,34.0,34.03403403403403,0.0
2020-04-02,43.0,35.0,40.0,38.0,40.0,33.0,44.0,40.0,45.0,44.0,40.24024024024024,0.0
2020-04-03,26.0,19.0,27.0,28.0,27.0,23.0,37.0,24.0,24.0,26.0,26.126126126126124,0.0
2020-04-04,30.0,32.0,24.0,29.0,25.0,28.0,26.0,21.0,30.0,27.0,27.227227227227225,0.0
2020-04-05,32.0,28.0,30.0,32.0,27.0,27.0,19.0,26.0,35.0,30.0,28.628628628628626,0.0
2020-04-06,26.0,34.0,31.0,28.0,27.0,28.0,30.0,31.0,35.0,37.0,30.73073073073073,0.0
2020-04-07,24.0,27.0,26.0,26.0,25.0,25.0,17.0,23.0,32.0,26.0,25.125125125125123,0.0
2020-04-08,29.0,25.0,24.0,22.0,27.0,22.0,23.0,30.0,23.0,26.0,25.125125125125123,0.0
2020-04-09,22.0,23.0,24.0,30.0,23.0,23.0,25.0,24.0,28.0,18.0,24.024024024024023,0.0
2020-04-10,14.0,22.0,21.0,20.0,20.0,18.0,20.0,19.0,20.0,19.0,19.31931931931932,0.0
2020-04-11,20.0,18.0,22.0,17.0,12.0,16.0,17.0,20.0,14.0,18.0,17.417417417417415,0.0
2020-04-12,21.0,13.0,18.0,19.0,18.0,16.0,16.0,19.0,23.0,20.0,18.31831831831832,0.0
2020-04-13,23.0,21.0,18.0,26.0,20.0,16.0,22.0,24.0,28.0,16.0,21.42142142142142,0.0
2020-04-14,24.0,21.0,20.0,22.0,21.0,23.0,24.0,28.0,23.0,26.0,23.223223223223226,0.0
2020-04-15,22.0,16.0,13.0,20.0,15.0,13.0,21.0,17.0,14.0,19.0,17.017017017017015,0.0
2020-04-16,24.0,27.0,22.0,26.0,20.0,25.0,22.0,22.0,23.0,24.0,23.52352352352352,0.0
2020-04-17,21.0,22.0,13.0,15.0,23.0,14.0,19.0,17.0,21.0,16.0,18.11811811811812,0.0
2020-04-18,18.0,24.0,23.0,22.0,25.0,24.0,24.0,23.0,21.0,18.0,22.22222222222222,0.0
2020-04-19,15.0,19.0,20.0,21.0,19.0,12.0,13.0,13.0,18.0,22.0,17.217217217217215,0.0
2020-04-20,23.0,19.0,20.0,15.0,16.0,16.0,17.0,21.0,18.0,19.0,18.41841841841841,0.0
2020-04-21,18.0,20.0,16.0,19.0,21.0,18.0,16.0,20.0,20.0,19.0,18.71871871871872,0.0
2020-04-22,19.0,15.0,16.0,22.0,19.0,14.0,15.0,16.0,21.0,21.0,17.817817817817815,0.0
2020-04-23,23.0,18.0,13.0,19.0,16.0,21.0,18.0,21.0,20.0,20.0,18.91891891891892,0.0
2020-04-24,19.0,15.0,15.0,14.0,15.0,15.0,17.0,15.0,19.0,22.0,16.616616616616618,0.0
2020-04-25,26.0,28.0,20.0,25.0,17.0,20.0,19.0,14.0,23.0,22.0,21.42142142142142,0.0
2020-04-26,15.0,20.0,20.0,23.0,22.0,15.0,17.0,19.0,16.0,20.0,18.71871871871872,0.0
2020-04-27,21.0,15.0,14.0,16.0,13.0,18.0,12.0,16.0,17.0,17.0,15.915915915915916,0.0
2020-04-28,19.0,15.0,15.0,17.0,16.0,16.0,16.0,17.0,18.0,15.0,16.416416416416414,0.0
2020-04-29,15.0,20.0,17.0,19.0,17.0,19.0,21.0,14.0,19.0,24.0,18.51851851851852,0.0
2020-04-30,16.0,15.0,15.0,17.0,20.0,13.0,6.0,17.0,15.0,13.0,14.714714714714711,0.0
2020-05-01,22.0,18.0,17.0,19.0,19.0,18.0,23.0,12.0,22.0,20.0,19.01901901901902,0.0
2020-05-02,13.0,19.0,18.0,14.0,18.0,17.0,18.0,15.0,17.0,20.0,16.916916916916914,0.0
2020-05-03,14.0,14.0,10.0,18.0,15.0,17.0,17.0,15.0,14.0,23.0,15.715715715715715,0.0
2020-05-04,17.0,12.0,13.0,16.0,15.0,13.0,16.0,12.0,16.0,10.0,14.014014014014013,0.0
2020-05-05,15.0,11.0,9.0,15.0,14.0,9.0,11.0,11.0,15.0,18.0,12.812812812812812,0.0
2020-05-06,20.0,15.0,16.0,18.0,16.0,7.0,14.0,14.0,21.0,15.0,15.615615615615615,0.0
2020-05-07,16.0,20.0,15.0,15.0,17.0,16.0,15.0,15.0,16.0,22.0,16.716716716716714,0.0
2020-05-08,25.0,19.0,19.0,18.0,13.0,15.0,14.0,17.0,17.0,25.0,18.21821821821822,0.0
2020-05-09,12.0,19.0,18.0,19.0,15.0,11.0,26.0,16.0,19.0,18.0,17.317317317317315,0.0
2020-05-10,17.0,18.0,15.0,15.0,15.0,20.0,18.0,15.0,17.0,17.0,16.716716716716714,0.0
2020-05-11,13.0,14.0,17.0,16.0,12.0,12.0,15.0,11.0,18.0,17.0,14.514514514514511,0.0
2020-05-12,13.0,15.0,15.0,15.0,13.0,9.0,14.0,11.0,10.0,15.0,13.013013013013012,0.0
2020-05-13,14.0,11.0,18.0,13.0,12.0,9.0,17.0,18.0,16.0,19.0,14.714714714714711,0.0
2020-05-14,14.0,13.0,19.0,14.0,18.0,19.0,15.0,17.0,16.0,18.0,16.316316316316314,0.0
2020-05-15,19.0,19.0,18.0,19.0,17.0,19.0,17.0,19.0,16.0,15.0,17.817817817817815,0.0
2020-05-16,16.0,14.0,13.0,13.0,13.0,20.0,19.0,14.0,17.0,13.0,15.215215215215215,0.0
2020-05-17,18.0,19.0,11.0,16.0,19.0,16.0,16.0,15.0,20.0,17.0,16.716716716716714,0.0
2020-05-18,13.0,13.0,15.0,17.0,13.0,14.0,18.0,16.0,14.0,20.0,15.315315315315315,0.0
2020-05-19,16.0,22.0,12.0,18.0,19.0,16.0,15.0,13.0,20.0,14.0,16.516516516516514,0.0
2020-05-20,20.0,17.0,15.0,18.0,11.0,13.0,11.0,14.0,15.0,16.0,15.015015015015017,0.0
2020-05-21,16.0,20.0,9.0,12.0,18.0,15.0,18.0,15.0,22.0,16.0,16.116116116116117,0.0
2020-05-22,17.0,20.0,16.0,12.0,13.0,8.0,17.0,10.0,19.0,18.0,15.015015015015017,0.0
2020-05-23,17.0,12.0,16.0,19.0,17.0,16.0,12.0,17.0,25.0,13.0,16.416416416416414,0.0
2020-05-24,11.0,11.0,14.0,7.0,7.0,7.0,11.0,14.0,16.0,13.0,11.11111111111111,0.0
2020-05-25,15.0,13.0,19.0,18.0,18.0,16.0,16.0,17.0,18.0,14.0,16.416416416416414,0.0
2020-05-26,21.0,14.0,17.0,16.0,16.0,15.0,23.0,17.0,18.0,23.0,18.01801801801802,0.0
2020-05-27,12.0,13.0,11.0,11.0,12.0,10.0,15.0,15.0,13.0,11.0,12.312312312312311,0.0
2020-05-28,19.0,15.0,12.0,14.0,12.0,12.0,18.0,12.0,17.0,13.0,14.414414414414413,0.0
2020-05-29,19.0,17.0,18.0,24.0,17.0,13.0,18.0,22.0,24.0,17.0,18.91891891891892,0.0
2020-05-30,20.0,19.0,12.0,15.0,19.0,12.0,15.0,19.0,17.0,16.0,16.416416416416414,0.0
2020-05-31,20.0,9.0,14.0,15.0,11.0,10.0,16.0,16.0,19.0,15.0,14.514514514514511,0.0
2020-06-01,16.0,16.0,15.0,13.0,15.0,14.0,9.0,11.0,21.0,16.0,14.614614614614611,0.0
2020-06-02,14.0,20.0,17.0,23.0,16.0,15.0,16.0,19.0,21.0,21.0,18.21821821821822,0.0
2020-06-03,21.0,23.0,20.0,17.0,19.0,20.0,17.0,19.0,16.0,24.0,19.61961961961962,0.0
2020-06-04,19.0,20.0,18.0,16.0,21.0,14.0,13.0,16.0,20.0,19.0,17.61761761761762,0.0
2020-06-05,15.0,13.0,13.0,16.0,15.0,17.0,15.0,11.0,18.0,18.0,15.115115115115117,0.0
2020-06-06,13.0,11.0,10.0,13.0,10.0,10.0,7.0,8.0,9.0,12.0,10.31031031031031,0.0
2020-06-07,12.0,10.0,12.0,12.0,14.0,13.0,12.0,13.0,13.0,13.0,12.412412412412412,0.0
2020-06-08,20.0,24.0,16.0,19.0,19.0,10.0,18.0,20.0,15.0,21.0,18.21821821821822,0.0
2020-06-09,12.0,16.0,13.0,17.0,15.0,14.0,18.0,13.0,16.0,11.0,14.514514514514511,0.0
2020-06-10,16.0,11.0,15.0,15.0,13.0,11.0,11.0,10.0,12.0,22.0,13.613613613613612,0.0
2020-06-11,16.0,13.0,11.0,20.0,19.0,18.0,21.0,14.0,17.0,19.0,16.816816816816814,0.0
2020-06-12,17.0,20.0,20.0,21.0,18.0,12.0,16.0,24.0,19.0,15.0,18.21821821821822,0.0
2020-06-13,16.0,21.0,17.0,18.0,16.0,17.0,15.0,11.0,18.0,19.0,16.816816816816814,0.0
2020-06-14,15.0,16.0,13.0,17.0,21.0,14.0,15.0,14.0,13.0,9.0,14.714714714714711,0.0
2020-06-15,17.0,20.0,23.0,19.0,18.0,25.0,19.0,18.0,23.0,18.0,20.02002002002002,0.0
2020-06-16,18.0,15.0,14.0,22.0,18.0,11.0,19.0,16.0,17.0,21.0,17.117117117117118,0.0
2020-06-17,18.0,19.0,18.0,20.0,23.0,18.0,19.0,17.0,18.0,23.0,19.31931931931932,0.0
2020-06-18,20.0,18.0,20.0,19.0,17.0,17.0,17.0,22.0,19.0,21.0,19.01901901901902,0.0
2020-06-19,24.0,14.0,13.0,19.0,18.0,14.0,17.0,19.0,17.0,18.0,17.317317317317315,0.0
2020-06-20,22.0,19.0,16.0,26.0,17.0,18.0,14.0,17.0,23.0,19.0,19.11911911911912,0.0
2020-06-21,15.0,14.0,16.0,20.0,20.0,16.0,18.0,25.0,21.0,21.0,18.61861861861862,0.0
2020-06-22,23.0,16.0,16.0,17.0,14.0,14.0,19.0,17.0,19.0,16.0,17.117117117117118,0.0
2020-06-23,12.0,12.0,16.0,14.0,19.0,13.0,13.0,15.0,15.0,12.0,14.114114114114113,0.0
2020-06-24,17.0,15.0,16.0,17.0,17.0,14.0,14.0,19.0,22.0,16.0,16.716716716716714,0.0
2020-06-25,19.0,13.0,17.0,18.0,15.0,12.0,13.0,13.0,12.0,16.0,14.814814814814811,0.0
2020-06-26,15.0,9.0,12.0,14.0,18.0,14.0,12.0,12.0,9.0,13.0,12.812812812812812,0.0
2020-06-27,19.0,15.0,11.0,13.0,17.0,8.0,14.0,16.0,11.0,13.0,13.713713713713712,0.0
2020-06-28,20.0,17.0,17.0,13.0,20.0,17.0,21.0,20.0,16.0,14.0,17.517517517517515,0.0
2020-06-29,17.0,14.0,17.0,17.0,16.0,18.0,12.0,15.0,15.0,14.0,15.515515515515515,0.0
2020-06-30,20.0,17.0,17.0,22.0,14.0,16.0,18.0,15.0,18.0,15.0,17.217217217217215,0.0
2020-07-01,14.0,15.0,15.0,13.0,10.0,15.0,18.0,14.0,20.0,17.0,15.115115115115117,0.0
2020-07-02,13.0,13.0,7.0,11.0,16.0,8.0,10.0,10.0,13.0,12.0,11.31131131131131,0.0
2020-07-03,15.0,17.0,17.0,15.0,15.0,18.0,12.0,18.0,19.0,13.0,15.915915915915916,0.0
2020-07-04,15.0,17.0,15.0,12.0,12.0,12.0,20.0,18.0,18.0,17.0,15.615615615615615,0.0
