date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,0.0,0.0,0.0,4.0,6.0,4.0,8.0,4.0,4.0,0.0,3.0,0
2020-01-02,10.0,8.0,17.0,10.0,5.0,6.0,13.0,15.0,13.0,8.0,10.5,0
2020-01-03,3.0,0.0,3.0,6.0,8.0,3.0,7.0,3.0,6.0,3.0,4.2,0
2020-01-04,8.0,16.0,3.0,7.0,9.0,7.0,7.0,7.0,14.0,6.0,8.4,0
2020-01-05,6.0,12.0,0.0,7.0,3.0,7.0,7.0,0.0,0.0,6.0,4.8,0
2020-01-06,3.0,12.0,9.0,17.0,6.0,7.0,4.0,20.0,14.0,14.0,10.6,0
2020-01-07,5.0,11.0,5.0,9.0,3.0,6.0,9.0,3.0,9.0,2.0,6.2,0
2020-01-08,7.0,7.0,5.0,12.0,7.0,3.0,9.0,8.0,6.0,7.0,7.1,0
2020-01-09,7.0,7.0,8.0,18.0,8.0,9.0,9.0,17.0,15.0,7.0,10.5,0
2020-01-10,5.0,11.0,6.0,3.0,8.0,9.0,10.0,3.0,6.0,5.0,6.6,0
2020-01-11,14.0,12.0,9.0,10.0,9.0,10.0,4.0,13.0,7.0,15.0,10.3,0
2020-01-12,14.0,8.0,9.0,10.0,6.0,7.0,14.0,3.0,3.0,9.0,8.3,0
2020-01-13,11.0,10.0,7.0,3.0,7.0,5.0,6.0,8.0,11.0,7.0,7.5,0
2020-01-14,4.0,10.0,7.0,8.0,9.0,13.0,8.0,13.0,11.0,7.0,9.0,0
2020-01-15,2.0,11.0,5.0,3.0,8.0,3.0,3.0,11.0,0.0,5.0,5.1,0
2020-01-16,5.0,11.0,5.0,12.0,3.0,9.0,6.0,9.0,6.0,0.0,6.6,0
2020-01-17,3.0,8.0,6.0,3.0,5.0,6.0,13.0,0.0,3.0,3.0,5.0,0
2020-01-18,0.0,16.0,6.0,14.0,9.0,0.0,0.0,7.0,10.0,6.0,6.8,0
2020-01-19,3.0,8.0,6.0,3.0,0.0,3.0,3.0,0.0,10.0,0.0,3.6,0
2020-01-20,14.0,24.0,8.0,12.0,10.0,6.0,15.0,14.0,14.0,14.0,13.1,0
2020-01-21,16.0,14.0,16.0,15.0,10.0,15.0,18.0,20.0,12.0,12.0,14.8,0
2020-01-22,0.0,11.0,11.0,12.0,15.0,12.0,9.0,6.0,6.0,10.0,9.2,0
2020-01-23,0.0,0.0,8.0,6.0,3.0,3.0,9.0,12.0,9.0,0.0,5.0,0
2020-01-24,2.0,4.0,6.0,6.0,3.0,0.0,6.0,6.0,3.0,5.0,4.1,0
2020-01-25,14.0,8.0,9.0,10.0,6.0,10.0,14.0,7.0,10.0,20.0,10.8,0
2020-01-26,10.0,15.0,6.0,6.0,8.0,13.0,10.0,9.0,16.0,5.0,9.8,0
2020-01-27,4.0,10.0,5.0,6.0,14.0,8.0,6.0,8.0,14.0,16.0,9.1,0
2020-01-28,5.0,3.0,3.0,9.0,2.0,6.0,9.0,11.0,6.0,7.0,6.1,0
2020-01-29,9.0,3.0,13.0,14.0,15.0,17.0,18.0,17.0,6.0,7.0,11.9,0
2020-01-30,2.0,7.0,0.0,12.0,3.0,0.0,6.0,3.0,6.0,0.0,3.9,0
2020-01-31,15.0,11.0,14.0,9.0,13.0,12.0,6.0,9.0,12.0,15.0,11.6,0
2020-02-01,6.0,9.0,3.0,0.0,6.0,4.0,4.0,7.0,4.0,6.0,4.9,0
2020-02-02,10.0,20.0,18.0,13.0,14.0,19.0,20.0,9.0,29.0,11.0,16.3,0
2020-02-03,6.0,9.0,5.0,3.0,4.0,5.0,8.0,8.0,0.0,4.0,5.2,0
2020-02-04,9.0,10.0,8.0,11.0,5.0,11.0,15.0,8.0,3.0,7.0,8.7,0
2020-02-05,0.0,11.0,3.0,15.0,5.0,0.0,18.0,8.0,3.0,12.0,7.5,0
2020-02-06,10.0,7.0,11.0,12.0,5.0,9.0,10.0,6.0,9.0,13.0,9.2,0
2020-02-07,13.0,16.0,6.0,3.0,3.0,10.0,10.0,13.0,3.0,5.0,8.2,0
2020-02-08,12.0,13.0,0.0,7.0,9.0,18.0,4.0,7.0,4.0,6.0,8.0,0
2020-02-09,11.0,13.0,16.0,7.0,12.0,0.0,11.0,3.0,3.0,9.0,8.5,0
