date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,0.0,0.0,22.0,22.0,20.0,14.0,12.0,0.0,21.0,0.0,15.74468085106383,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,6.382978723404255,0.0
2020-01-05,29.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.382978723404255,0.0
2020-01-06,0.0,0.0,0.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,4.964539007092198,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,38.0,0.0,0.0,0.0,0.0,22.0,10.0,18.0,33.0,15.0,19.29078014184397,0.0
2020-01-09,19.0,0.0,0.0,18.0,16.0,0.0,10.0,18.0,17.0,0.0,13.900709219858156,0.0
2020-01-10,41.0,40.0,19.0,0.0,17.0,23.0,20.0,38.0,18.0,32.0,35.177304964539005,0.0
2020-01-11,0.0,19.0,0.0,26.0,22.0,16.0,0.0,26.0,0.0,22.0,18.581560283687946,0.0
2020-01-12,0.0,0.0,0.0,24.0,0.0,0.0,14.0,0.0,0.0,0.0,5.390070921985815,0.0
2020-01-13,0.0,0.0,16.0,0.0,0.0,10.0,18.0,16.0,15.0,14.0,12.624113475177303,0.0
2020-01-14,17.0,0.0,32.0,16.0,0.0,10.0,0.0,16.0,15.0,28.0,19.00709219858156,0.0
2020-01-15,18.0,12.0,0.0,0.0,0.0,11.0,0.0,17.0,0.0,15.0,10.354609929078014,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,0.0,0.0,38.0,37.0,33.0,0.0,10.0,18.0,51.0,16.0,28.79432624113475,0.0
2020-01-18,0.0,18.0,26.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,12.76595744680851,0.0
2020-01-19,0.0,0.0,24.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,7.375886524822695,0.0
2020-01-20,19.0,12.0,35.0,17.0,0.0,0.0,9.0,17.0,33.0,15.0,22.26950354609929,0.0
2020-01-21,19.0,12.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,9.50354609929078,0.0
2020-01-22,0.0,0.0,18.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.113475177304965,0.0
2020-01-23,39.0,13.0,19.0,0.0,16.0,11.0,10.0,18.0,0.0,0.0,17.872340425531913,0.0
2020-01-24,40.0,0.0,0.0,19.0,0.0,0.0,0.0,18.0,0.0,0.0,10.921985815602836,0.0
2020-01-25,27.0,0.0,0.0,26.0,22.0,15.0,0.0,25.0,0.0,22.0,19.43262411347518,0.0
2020-01-26,0.0,17.0,24.0,24.0,22.0,30.0,0.0,0.0,23.0,41.0,25.67375886524823,0.0
2020-01-27,18.0,12.0,0.0,35.0,16.0,11.0,9.0,17.0,0.0,29.0,20.851063829787236,0.0
2020-01-28,0.0,0.0,0.0,0.0,16.0,11.0,9.0,0.0,0.0,0.0,5.1063829787234045,0.0
2020-01-29,37.0,0.0,18.0,36.0,0.0,0.0,10.0,0.0,17.0,15.0,18.865248226950357,0.0
2020-01-30,95.0,0.0,18.0,56.0,48.0,22.0,30.0,35.0,33.0,31.0,52.19858156028368,0.0
2020-01-31,20.0,25.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,12.624113475177303,0.0
2020-02-01,55.0,0.0,50.0,100.0,66.0,0.0,54.0,100.0,95.0,22.0,76.87943262411348,0.0
2020-02-02,52.0,0.0,25.0,0.0,22.0,15.0,13.0,48.0,0.0,0.0,24.822695035460992,0.0
2020-02-03,0.0,22.0,0.0,0.0,29.0,10.0,0.0,33.0,15.0,0.0,15.46099290780142,0.0
2020-02-04,19.0,0.0,17.0,18.0,0.0,21.0,10.0,34.0,0.0,0.0,16.879432624113477,0.0
2020-02-05,19.0,0.0,0.0,0.0,0.0,22.0,10.0,18.0,17.0,16.0,14.468085106382976,0.0
2020-02-06,0.0,13.0,18.0,37.0,32.0,11.0,10.0,18.0,0.0,46.0,26.24113475177305,0.0
2020-02-07,20.0,40.0,57.0,39.0,51.0,11.0,21.0,0.0,0.0,0.0,33.90070921985816,0.0
2020-02-08,26.0,35.0,51.0,26.0,66.0,0.0,14.0,25.0,24.0,66.0,47.234042553191486,0.0
