date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty,batch_id
2020-01-01,13.0,10.0,9.0,27.0,21.0,9.0,25.0,0.0,15.0,21.0,16.357688113413303,0.0
2020-01-02,22.0,9.0,16.0,20.0,14.0,17.0,4.0,5.0,14.0,9.0,14.176663031624864,0.0
2020-01-03,52.0,42.0,42.0,29.0,28.0,43.0,27.0,25.0,46.0,28.0,39.47655398037078,0.0
2020-01-04,6.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,10.0,4.471101417666302,0.0
2020-01-05,12.0,35.0,9.0,22.0,20.0,27.0,24.0,37.0,25.0,30.0,26.28135223555071,0.0
2020-01-06,43.0,13.0,20.0,12.0,31.0,41.0,26.0,19.0,13.0,4.0,24.20937840785169,0.0
2020-01-07,16.0,4.0,4.0,0.0,9.0,8.0,17.0,9.0,17.0,4.0,9.59651035986914,0.0
2020-01-08,5.0,9.0,16.0,16.0,9.0,16.0,30.0,33.0,31.0,13.0,19.41112322791712,0.0
2020-01-09,11.0,9.0,8.0,12.0,5.0,21.0,9.0,0.0,14.0,18.0,11.668484187568156,0.0
2020-01-10,23.0,19.0,13.0,25.0,9.0,17.0,14.0,25.0,5.0,14.0,17.88440567066521,0.0
2020-01-11,36.0,19.0,22.0,13.0,19.0,27.0,5.0,16.0,19.0,24.0,21.810250817884405,0.0
2020-01-12,12.0,24.0,4.0,13.0,19.0,18.0,14.0,31.0,19.0,14.0,18.3206106870229,0.0
2020-01-13,19.0,15.0,21.0,14.0,11.0,25.0,11.0,21.0,8.0,8.0,16.68484187568157,0.0
2020-01-14,9.0,12.0,21.0,10.0,12.0,11.0,0.0,17.0,15.0,23.0,14.176663031624864,0.0
2020-01-15,6.0,9.0,12.0,16.0,13.0,12.0,13.0,29.0,13.0,27.0,16.357688113413303,0.0
2020-01-16,33.0,22.0,12.0,8.0,22.0,29.0,9.0,15.0,4.0,27.0,19.73827699018539,0.0
2020-01-17,35.0,23.0,4.0,21.0,23.0,13.0,18.0,20.0,9.0,5.0,18.64776444929117,0.0
2020-01-18,25.0,15.0,9.0,9.0,20.0,0.0,10.0,22.0,5.0,15.0,14.176663031624864,0.0
2020-01-19,23.0,29.0,26.0,26.0,43.0,35.0,28.0,36.0,33.0,33.0,34.023991275899675,0.0
2020-01-20,17.0,9.0,8.0,16.0,9.0,21.0,9.0,0.0,18.0,5.0,12.213740458015266,0.0
2020-01-21,17.0,23.0,16.0,12.0,27.0,16.0,17.0,10.0,4.0,18.0,17.448200654307524,0.0
2020-01-22,5.0,0.0,4.0,8.0,4.0,4.0,13.0,10.0,0.0,9.0,6.215921483097056,0.0
2020-01-23,22.0,18.0,8.0,20.0,22.0,8.0,22.0,29.0,18.0,27.0,21.15594329334787,0.0
2020-01-24,6.0,14.0,21.0,12.0,9.0,17.0,18.0,5.0,9.0,14.0,13.631406761177754,0.0
2020-01-25,6.0,15.0,5.0,13.0,5.0,5.0,5.0,22.0,10.0,15.0,11.014176663031623,0.0
2020-01-26,41.0,24.0,21.0,38.0,38.0,17.0,23.0,25.0,23.0,19.0,29.33478735005453,0.0
2020-01-27,16.0,13.0,8.0,11.0,21.0,16.0,12.0,14.0,26.0,13.0,16.357688113413303,0.0
2020-01-28,5.0,13.0,4.0,4.0,4.0,4.0,21.0,28.0,17.0,9.0,11.886586695747,0.0
2020-01-29,27.0,36.0,49.0,27.0,22.0,4.0,30.0,24.0,18.0,27.0,28.78953107960741,0.0
2020-01-30,17.0,5.0,16.0,8.0,14.0,13.0,13.0,20.0,5.0,18.0,14.067611777535442,0.0
2020-01-31,29.0,23.0,12.0,21.0,23.0,42.0,31.0,35.0,23.0,32.0,29.552889858233367,0.0
2020-02-01,24.0,30.0,18.0,27.0,30.0,5.0,15.0,21.0,15.0,30.0,23.44601962922573,0.0
2020-02-02,18.0,14.0,9.0,8.0,14.0,22.0,19.0,15.0,24.0,24.0,18.21155943293348,0.0
2020-02-03,30.0,16.0,15.0,18.0,4.0,19.0,12.0,17.0,24.0,8.0,17.77535441657579,0.0
2020-02-04,22.0,27.0,12.0,8.0,22.0,16.0,17.0,24.0,18.0,13.0,19.52017448200654,0.0
2020-02-05,39.0,23.0,17.0,12.0,27.0,17.0,13.0,29.0,37.0,23.0,25.84514721919302,0.0
2020-02-06,11.0,9.0,4.0,12.0,14.0,9.0,13.0,30.0,28.0,14.0,15.703380588876772,0.0
