date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty,batch_id
2020-01-01,23.0,23.0,25.0,24.0,28.0,41.0,62.0,0.0,24.0,26.0,35.20408163265306,0
2020-01-02,39.0,0.0,0.0,0.0,0.0,0.0,51.0,21.0,0.0,22.0,16.96428571428571,0
2020-01-03,39.0,19.0,20.0,20.0,23.0,51.0,0.0,61.0,20.0,0.0,32.2704081632653,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-05,20.0,0.0,0.0,0.0,0.0,18.0,27.0,0.0,0.0,23.0,11.224489795918368,0
2020-01-06,55.0,18.0,19.0,0.0,0.0,16.0,48.0,39.0,37.0,41.0,34.82142857142857,0
2020-01-07,0.0,19.0,0.0,0.0,22.0,0.0,0.0,20.0,19.0,21.0,12.882653061224488,0
2020-01-08,0.0,37.0,20.0,0.0,22.0,17.0,0.0,20.0,19.0,21.0,19.897959183673468,0
2020-01-09,38.0,19.0,20.0,20.0,0.0,17.0,0.0,20.0,38.0,0.0,21.93877551020408,0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-11,65.0,22.0,23.0,45.0,0.0,0.0,0.0,47.0,44.0,25.0,34.566326530612244,0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-13,35.0,17.0,18.0,36.0,21.0,31.0,23.0,0.0,0.0,20.0,25.637755102040817,0
2020-01-14,33.0,16.0,35.0,17.0,20.0,30.0,44.0,36.0,0.0,38.0,34.31122448979592,0
2020-01-15,18.0,36.0,19.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,14.030612244897958,0
2020-01-16,18.0,18.0,20.0,0.0,0.0,0.0,25.0,20.0,19.0,0.0,15.306122448979592,0
2020-01-17,19.0,0.0,40.0,0.0,23.0,0.0,25.0,0.0,0.0,22.0,16.45408163265306,0
2020-01-18,0.0,21.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,25.0,8.801020408163264,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,19.0,28.0,0.0,0.0,0.0,5.994897959183673,0
2020-01-20,18.0,18.0,19.0,19.0,0.0,32.0,24.0,20.0,37.0,0.0,23.85204081632653,0
2020-01-21,0.0,0.0,19.0,0.0,0.0,16.0,24.0,0.0,0.0,0.0,7.525510204081632,0
2020-01-22,19.0,36.0,0.0,19.0,22.0,16.0,25.0,20.0,19.0,0.0,22.448979591836736,0
2020-01-23,93.0,37.0,39.0,38.0,67.0,33.0,49.0,20.0,57.0,64.0,63.39285714285714,0
2020-01-24,19.0,0.0,0.0,20.0,0.0,0.0,0.0,41.0,0.0,22.0,13.01020408163265,0
2020-01-25,0.0,21.0,45.0,0.0,26.0,0.0,0.0,24.0,0.0,0.0,14.795918367346937,0
2020-01-26,0.0,43.0,0.0,0.0,25.0,0.0,0.0,23.0,44.0,24.0,20.28061224489796,0
2020-01-27,0.0,53.0,0.0,0.0,43.0,16.0,0.0,19.0,18.0,20.0,21.556122448979586,0
2020-01-28,19.0,38.0,0.0,0.0,23.0,17.0,0.0,20.0,0.0,43.0,20.408163265306122,0
2020-01-29,18.0,72.0,0.0,0.0,44.0,32.0,24.0,0.0,19.0,21.0,29.33673469387755,0
2020-01-30,0.0,37.0,0.0,0.0,23.0,16.0,0.0,0.0,19.0,21.0,14.795918367346937,0
2020-01-31,0.0,38.0,20.0,20.0,0.0,17.0,51.0,20.0,0.0,0.0,21.1734693877551,0
2020-02-01,67.0,44.0,23.0,23.0,27.0,40.0,59.0,24.0,70.0,77.0,57.908163265306115,0
2020-02-02,45.0,0.0,0.0,46.0,26.0,0.0,29.0,47.0,45.0,25.0,33.545918367346935,0
2020-02-03,0.0,0.0,18.0,18.0,21.0,15.0,23.0,0.0,18.0,0.0,14.413265306122447,0
2020-02-04,19.0,19.0,39.0,20.0,22.0,16.0,50.0,20.0,38.0,64.0,39.15816326530612,0
2020-02-05,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,9.183673469387754,0
2020-02-06,19.0,36.0,0.0,19.0,45.0,17.0,25.0,20.0,38.0,42.0,33.29081632653061,0
2020-02-07,19.0,0.0,20.0,20.0,0.0,17.0,25.0,0.0,19.0,21.0,17.98469387755102,0
2020-02-08,22.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.739795918367347,0
2020-02-09,21.0,0.0,22.0,0.0,0.0,19.0,28.0,23.0,43.0,24.0,22.959183673469386,0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-11,18.0,0.0,0.0,38.0,22.0,0.0,48.0,19.0,37.0,20.0,25.765306122448976,0
2020-02-12,18.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,4.719387755102041,0
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,22.0,5.357142857142857,0
2020-02-14,0.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,7.525510204081632,0
2020-02-15,0.0,0.0,0.0,22.0,25.0,0.0,27.0,0.0,21.0,0.0,12.11734693877551,0
2020-02-16,88.0,43.0,46.0,46.0,79.0,58.0,86.0,47.0,45.0,25.0,71.81122448979592,0
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-18,0.0,18.0,19.0,0.0,22.0,0.0,0.0,20.0,0.0,0.0,10.076530612244897,0
2020-02-19,0.0,18.0,0.0,19.0,0.0,0.0,24.0,19.0,0.0,0.0,10.204081632653061,0
2020-02-20,35.0,0.0,54.0,36.0,0.0,15.0,23.0,19.0,36.0,39.0,32.78061224489796,0
2020-02-21,75.0,0.0,0.0,0.0,67.0,50.0,50.0,40.0,77.0,42.0,51.147959183673464,0
2020-02-22,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.806122448979592,0
