date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty,batch_id
2020-01-01,0.0,0.0,0.0,57.0,0.0,46.0,0.0,0.0,0.0,0.0,17.166666666666668,0
2020-01-02,0.0,0.0,0.0,41.0,43.0,33.0,0.0,42.0,0.0,0.0,26.5,0
2020-01-03,0.0,78.0,0.0,0.0,0.0,32.0,29.0,39.0,28.0,40.0,41.0,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,5.833333333333333,0
2020-01-05,99.0,0.0,48.0,49.0,0.0,0.0,35.0,50.0,0.0,49.0,55.0,0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-14,29.0,27.0,28.0,0.0,0.0,0.0,21.0,0.0,0.0,30.0,22.5,0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-18,0.0,0.0,0.0,47.0,48.0,0.0,0.0,0.0,33.0,0.0,21.333333333333332,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-20,0.0,30.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,8.666666666666666,0
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-22,34.0,31.0,32.0,33.0,0.0,0.0,24.0,0.0,0.0,0.0,25.666666666666668,0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,24.0,0.0,9.5,0
2020-01-24,0.0,33.0,34.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,15.333333333333332,0
2020-01-25,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,6.0,0
2020-01-26,44.0,43.0,43.0,45.0,0.0,35.0,0.0,44.0,0.0,0.0,42.333333333333336,0
2020-01-27,0.0,0.0,0.0,32.0,33.0,0.0,22.0,31.0,22.0,0.0,23.333333333333332,0
2020-01-28,31.0,31.0,0.0,0.0,33.0,0.0,22.0,32.0,0.0,32.0,30.16666666666667,0
2020-01-29,32.0,30.0,32.0,33.0,33.0,0.0,23.0,0.0,23.0,0.0,34.333333333333336,0
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-31,0.0,0.0,33.0,0.0,34.0,0.0,0.0,34.0,24.0,0.0,20.833333333333332,0
2020-02-01,46.0,0.0,87.0,46.0,0.0,0.0,32.0,46.0,33.0,46.0,56.0,0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-04,0.0,0.0,31.0,0.0,32.0,0.0,0.0,32.0,0.0,0.0,15.833333333333334,0
2020-02-05,33.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,24.0,0.0,13.833333333333336,0
2020-02-06,32.0,64.0,32.0,68.0,34.0,26.0,0.0,66.0,0.0,32.0,59.0,0
2020-02-07,66.0,33.0,33.0,0.0,36.0,27.0,25.0,0.0,25.0,69.0,52.333333333333336,0
2020-02-08,44.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,33.0,47.0,26.833333333333336,0
2020-02-09,0.0,0.0,41.0,0.0,43.0,0.0,0.0,42.0,0.0,0.0,21.0,0
2020-02-10,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0
2020-02-11,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,10.666666666666666,0
2020-02-12,31.0,31.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,15.833333333333334,0
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,8.0,0
2020-02-14,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,34.0,15.166666666666666,0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-22,49.0,0.0,49.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,24.833333333333332,0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-24,0.0,30.0,31.0,0.0,0.0,26.0,23.0,0.0,0.0,0.0,18.333333333333332,0
2020-02-25,0.0,0.0,0.0,31.0,0.0,24.0,0.0,0.0,0.0,0.0,9.166666666666666,0
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-28,0.0,33.0,0.0,36.0,0.0,27.0,0.0,0.0,0.0,0.0,16.0,0
2020-02-29,0.0,43.0,0.0,45.0,46.0,36.0,33.0,0.0,0.0,0.0,33.833333333333336,0
2020-03-01,45.0,0.0,0.0,0.0,48.0,35.0,0.0,0.0,0.0,0.0,21.333333333333332,0
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-03-03,0.0,30.0,30.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,15.333333333333332,0
2020-03-04,32.0,0.0,0.0,32.0,33.0,25.0,0.0,33.0,0.0,0.0,25.833333333333332,0
2020-03-05,0.0,30.0,30.0,64.0,0.0,50.0,0.0,32.0,22.0,0.0,38.0,0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-03-07,47.0,45.0,0.0,47.0,0.0,37.0,0.0,0.0,34.0,96.0,51.0,0
2020-03-08,44.0,0.0,0.0,90.0,0.0,0.0,32.0,44.0,0.0,44.0,42.333333333333336,0
2020-03-09,60.0,58.0,29.0,60.0,31.0,48.0,0.0,59.0,0.0,30.0,62.5,0
2020-03-10,0.0,29.0,0.0,31.0,0.0,24.0,0.0,0.0,22.0,30.0,22.666666666666668,0
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-03-12,29.0,0.0,29.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,13.5,0
2020-03-13,31.0,0.0,61.0,0.0,33.0,25.0,0.0,0.0,0.0,67.0,36.166666666666664,0
2020-03-14,46.0,43.0,42.0,88.0,0.0,35.0,32.0,45.0,0.0,92.0,70.5,0
2020-03-15,0.0,42.0,86.0,44.0,45.0,34.0,31.0,0.0,0.0,45.0,54.50000000000001,0
2020-03-16,60.0,30.0,30.0,32.0,62.0,24.0,22.0,31.0,22.0,31.0,57.333333333333336,0
2020-03-17,33.0,31.0,0.0,33.0,0.0,0.0,0.0,33.0,0.0,33.0,27.166666666666668,0
2020-03-18,0.0,32.0,0.0,34.0,0.0,0.0,25.0,0.0,24.0,34.0,24.833333333333332,0
2020-03-19,35.0,0.0,0.0,74.0,0.0,0.0,25.0,0.0,50.0,36.0,36.666666666666664,0
2020-03-20,0.0,66.0,0.0,70.0,36.0,57.0,77.0,36.0,100.0,36.0,79.66666666666667,0
2020-03-21,42.0,39.0,79.0,40.0,0.0,0.0,0.0,42.0,29.0,0.0,45.166666666666664,0
2020-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-03-23,64.0,31.0,33.0,0.0,0.0,26.0,23.0,0.0,23.0,32.0,38.666666666666664,0
2020-03-24,67.0,64.0,33.0,0.0,35.0,28.0,25.0,70.0,0.0,0.0,53.66666666666667,0
2020-03-25,36.0,33.0,35.0,0.0,37.0,28.0,0.0,0.0,0.0,0.0,28.166666666666664,0
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-03-28,0.0,85.0,42.0,42.0,44.0,100.0,62.0,87.0,0.0,44.0,84.33333333333333,0
2020-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-04-01,0.0,36.0,34.0,0.0,38.0,0.0,0.0,0.0,25.0,35.0,28.0,0
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-04-05,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,34.0,0.0,21.666666666666668,0
