date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty,batch_id
2020-01-01,39.0,41.0,29.0,38.0,26.0,33.0,32.0,36.0,23.0,37.0,35.72192513368984,0
2020-01-02,36.0,39.0,29.0,22.0,42.0,33.0,51.0,52.0,32.0,29.0,39.037433155080215,0
2020-01-03,42.0,35.0,30.0,43.0,31.0,26.0,30.0,28.0,30.0,26.0,34.331550802139034,0
2020-01-04,20.0,34.0,32.0,31.0,31.0,39.0,37.0,26.0,43.0,29.0,34.4385026737968,0
2020-01-05,44.0,37.0,32.0,37.0,31.0,46.0,36.0,36.0,43.0,48.0,41.711229946524064,0
2020-01-06,16.0,28.0,22.0,18.0,21.0,22.0,23.0,34.0,18.0,23.0,24.06417112299465,0
2020-01-07,32.0,27.0,26.0,30.0,27.0,27.0,36.0,25.0,27.0,23.0,29.946524064171122,0
2020-01-08,24.0,8.0,20.0,15.0,11.0,20.0,14.0,26.0,16.0,18.0,18.39572192513369,0
2020-01-09,19.0,22.0,17.0,21.0,25.0,18.0,25.0,18.0,14.0,28.0,22.13903743315508,0
2020-01-10,21.0,23.0,18.0,22.0,21.0,17.0,25.0,31.0,21.0,22.0,23.636363636363637,0
2020-01-11,27.0,30.0,28.0,30.0,26.0,23.0,24.0,16.0,16.0,14.0,25.02673796791444,0
2020-01-12,34.0,25.0,15.0,23.0,24.0,25.0,23.0,27.0,26.0,25.0,26.41711229946524,0
2020-01-13,20.0,32.0,19.0,23.0,30.0,28.0,25.0,26.0,25.0,22.0,26.737967914438503,0
2020-01-14,32.0,21.0,28.0,22.0,20.0,27.0,31.0,33.0,20.0,22.0,27.379679144385026,0
2020-01-15,25.0,32.0,30.0,22.0,23.0,20.0,31.0,24.0,22.0,26.0,27.272727272727273,0
2020-01-16,12.0,17.0,17.0,16.0,20.0,20.0,10.0,25.0,22.0,25.0,19.679144385026735,0
2020-01-17,20.0,23.0,22.0,4.0,16.0,19.0,19.0,25.0,15.0,20.0,19.572192513368982,0
2020-01-18,36.0,30.0,20.0,29.0,25.0,28.0,23.0,21.0,21.0,19.0,26.951871657754012,0
2020-01-19,29.0,40.0,27.0,25.0,20.0,34.0,42.0,23.0,31.0,35.0,32.72727272727273,0
2020-01-20,30.0,37.0,34.0,31.0,31.0,25.0,36.0,36.0,18.0,33.0,33.2620320855615,0
2020-01-21,26.0,30.0,20.0,22.0,19.0,31.0,33.0,26.0,25.0,23.0,27.272727272727273,0
2020-01-22,29.0,26.0,20.0,27.0,13.0,22.0,20.0,24.0,30.0,22.0,24.919786096256683,0
2020-01-23,38.0,33.0,35.0,26.0,33.0,38.0,35.0,39.0,35.0,34.0,37.00534759358289,0
2020-01-24,34.0,44.0,31.0,26.0,26.0,33.0,27.0,22.0,23.0,30.0,31.657754010695186,0
2020-01-25,33.0,36.0,28.0,33.0,30.0,23.0,36.0,33.0,31.0,31.0,33.58288770053476,0
2020-01-26,31.0,37.0,35.0,32.0,41.0,39.0,35.0,34.0,26.0,40.0,37.4331550802139,0
2020-01-27,39.0,37.0,31.0,20.0,35.0,47.0,44.0,38.0,32.0,35.0,38.28877005347593,0
2020-01-28,28.0,43.0,35.0,32.0,34.0,22.0,28.0,32.0,24.0,34.0,33.36898395721925,0
2020-01-29,38.0,35.0,26.0,39.0,33.0,35.0,32.0,39.0,40.0,30.0,37.112299465240646,0
2020-01-30,33.0,43.0,36.0,46.0,38.0,40.0,37.0,32.0,33.0,35.0,39.893048128342244,0
2020-01-31,35.0,29.0,22.0,37.0,30.0,28.0,22.0,31.0,20.0,29.0,30.267379679144383,0
2020-02-01,41.0,40.0,34.0,37.0,23.0,36.0,20.0,33.0,30.0,32.0,34.86631016042781,0
2020-02-02,30.0,40.0,29.0,34.0,25.0,31.0,30.0,45.0,33.0,28.0,34.75935828877005,0
2020-02-03,26.0,19.0,20.0,25.0,20.0,19.0,24.0,23.0,10.0,19.0,21.925133689839573,0
2020-02-04,21.0,32.0,26.0,35.0,23.0,29.0,33.0,25.0,23.0,28.0,29.41176470588235,0
2020-02-05,30.0,37.0,34.0,38.0,41.0,34.0,34.0,34.0,37.0,25.0,36.79144385026738,0
2020-02-06,30.0,29.0,34.0,26.0,23.0,26.0,27.0,21.0,29.0,44.0,30.90909090909091,0
