date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty,batch_id
2020-01-01,6.0,5.0,6.0,6.0,6.0,0.0,0.0,5.0,0.0,6.0,4.519774011299433,0.0
2020-01-02,15.0,17.0,10.0,4.0,20.0,10.0,13.0,12.0,0.0,14.0,12.994350282485875,0.0
2020-01-03,34.0,30.0,19.0,21.0,29.0,30.0,13.0,16.0,19.0,18.0,25.875706214689263,0.0
2020-01-04,38.0,24.0,43.0,24.0,21.0,23.0,29.0,27.0,22.0,42.0,33.10734463276836,0.0
2020-01-05,11.0,9.0,16.0,5.0,10.0,22.0,10.0,0.0,11.0,20.0,12.881355932203393,0.0
2020-01-06,19.0,17.0,14.0,8.0,9.0,5.0,0.0,4.0,5.0,18.0,11.186440677966099,0.0
2020-01-07,28.0,8.0,33.0,16.0,19.0,25.0,26.0,24.0,10.0,18.0,23.38983050847457,0.0
2020-01-08,14.0,20.0,23.0,12.0,14.0,14.0,8.0,12.0,23.0,13.0,17.28813559322034,0.0
2020-01-09,9.0,17.0,19.0,8.0,9.0,30.0,34.0,20.0,19.0,23.0,21.242937853107343,0.0
2020-01-10,15.0,17.0,24.0,13.0,10.0,15.0,13.0,0.0,15.0,19.0,15.932203389830509,0.0
2020-01-11,21.0,14.0,11.0,14.0,11.0,17.0,10.0,23.0,16.0,10.0,16.610169491525422,0.0
2020-01-12,15.0,4.0,20.0,22.0,15.0,16.0,9.0,13.0,15.0,19.0,16.72316384180791,0.0
2020-01-13,13.0,11.0,17.0,26.0,13.0,9.0,12.0,22.0,13.0,12.0,16.72316384180791,0.0
2020-01-14,29.0,4.0,13.0,7.0,17.0,13.0,19.0,21.0,4.0,16.0,16.15819209039548,0.0
2020-01-15,27.0,8.0,9.0,12.0,23.0,14.0,20.0,23.0,14.0,18.0,18.983050847457626,0.0
2020-01-16,20.0,17.0,15.0,8.0,14.0,15.0,22.0,4.0,10.0,5.0,14.689265536723163,0.0
2020-01-17,15.0,17.0,15.0,17.0,5.0,21.0,9.0,12.0,20.0,19.0,16.949152542372882,0.0
2020-01-18,16.0,9.0,5.0,24.0,16.0,11.0,20.0,27.0,17.0,16.0,18.19209039548023,0.0
2020-01-19,52.0,27.0,10.0,36.0,26.0,27.0,33.0,13.0,26.0,35.0,32.20338983050848,0.0
2020-01-20,14.0,12.0,19.0,4.0,18.0,5.0,21.0,12.0,5.0,18.0,14.463276836158194,0.0
2020-01-21,19.0,34.0,19.0,21.0,24.0,35.0,30.0,24.0,34.0,32.0,30.734463276836166,0.0
2020-01-22,9.0,4.0,9.0,21.0,28.0,35.0,21.0,28.0,38.0,18.0,23.841807909604526,0.0
2020-01-23,10.0,9.0,10.0,4.0,10.0,0.0,4.0,12.0,0.0,0.0,6.666666666666668,0.0
2020-01-24,10.0,9.0,15.0,9.0,15.0,5.0,5.0,17.0,5.0,10.0,11.299435028248588,0.0
2020-01-25,0.0,9.0,27.0,24.0,21.0,6.0,19.0,5.0,5.0,16.0,14.915254237288135,0.0
2020-01-26,10.0,5.0,10.0,9.0,16.0,11.0,5.0,13.0,5.0,20.0,11.751412429378533,0.0
2020-01-27,41.0,32.0,27.0,28.0,41.0,33.0,33.0,34.0,23.0,35.0,36.94915254237289,0.0
2020-01-28,14.0,29.0,14.0,8.0,24.0,20.0,17.0,16.0,29.0,14.0,20.90395480225989,0.0
2020-01-29,19.0,16.0,14.0,17.0,19.0,10.0,17.0,12.0,14.0,14.0,17.175141242937855,0.0
2020-01-30,14.0,8.0,24.0,13.0,14.0,30.0,26.0,24.0,20.0,18.0,21.581920903954806,0.0
2020-01-31,25.0,22.0,20.0,9.0,20.0,5.0,9.0,4.0,5.0,24.0,16.15819209039548,0.0
2020-02-01,16.0,5.0,16.0,9.0,21.0,6.0,15.0,14.0,27.0,21.0,16.949152542372882,0.0
2020-02-02,10.0,14.0,26.0,9.0,15.0,21.0,0.0,9.0,0.0,10.0,12.881355932203393,0.0
2020-02-03,9.0,8.0,9.0,15.0,22.0,14.0,4.0,7.0,9.0,8.0,11.864406779661017,0.0
2020-02-04,5.0,4.0,9.0,12.0,19.0,5.0,9.0,20.0,10.0,18.0,12.542372881355933,0.0
2020-02-05,15.0,13.0,29.0,13.0,34.0,31.0,22.0,24.0,30.0,14.0,25.423728813559322,0.0
2020-02-06,30.0,13.0,15.0,13.0,10.0,21.0,18.0,21.0,10.0,19.0,19.209039548022602,0.0
2020-02-07,30.0,27.0,20.0,35.0,20.0,32.0,27.0,30.0,15.0,29.0,29.94350282485876,0.0
2020-02-08,5.0,5.0,22.0,9.0,11.0,17.0,5.0,9.0,11.0,5.0,11.186440677966099,0.0
2020-02-09,5.0,4.0,5.0,4.0,5.0,10.0,0.0,4.0,0.0,5.0,4.745762711864408,0.0
2020-02-10,9.0,16.0,23.0,16.0,14.0,14.0,8.0,8.0,14.0,13.0,15.254237288135593,0.0
2020-02-11,33.0,16.0,28.0,24.0,37.0,24.0,21.0,8.0,24.0,45.0,29.378531073446325,0.0
2020-02-12,9.0,4.0,9.0,8.0,9.0,15.0,8.0,12.0,24.0,9.0,12.090395480225988,0.0
2020-02-13,23.0,20.0,23.0,16.0,14.0,10.0,13.0,4.0,14.0,22.0,17.966101694915253,0.0
2020-02-14,10.0,13.0,15.0,13.0,10.0,11.0,23.0,13.0,15.0,5.0,14.463276836158194,0.0
2020-02-15,11.0,9.0,27.0,10.0,27.0,23.0,15.0,18.0,11.0,26.0,20.0,0.0
2020-02-16,15.0,26.0,20.0,26.0,34.0,36.0,18.0,29.0,35.0,14.0,28.58757062146893,0.0
2020-02-17,32.0,12.0,23.0,16.0,14.0,5.0,29.0,12.0,19.0,18.0,20.338983050847453,0.0
2020-02-18,23.0,16.0,18.0,8.0,23.0,19.0,21.0,8.0,9.0,4.0,16.836158192090394,0.0
2020-02-19,9.0,21.0,14.0,8.0,9.0,15.0,8.0,16.0,14.0,27.0,15.932203389830509,0.0
2020-02-20,0.0,13.0,19.0,4.0,9.0,10.0,13.0,12.0,19.0,9.0,12.203389830508476,0.0
2020-02-21,0.0,9.0,5.0,9.0,0.0,0.0,14.0,4.0,5.0,0.0,5.1977401129943495,0.0
2020-02-22,22.0,33.0,32.0,38.0,37.0,46.0,44.0,27.0,27.0,42.0,39.32203389830508,0.0
2020-02-23,21.0,31.0,26.0,27.0,10.0,27.0,32.0,17.0,21.0,25.0,26.77966101694915,0.0
2020-02-24,9.0,28.0,14.0,12.0,18.0,19.0,21.0,12.0,14.0,13.0,18.079096045197733,0.0
2020-02-25,28.0,4.0,9.0,16.0,5.0,20.0,21.0,16.0,9.0,22.0,16.949152542372882,0.0
2020-02-26,23.0,16.0,32.0,28.0,32.0,24.0,29.0,31.0,51.0,13.0,31.525423728813557,0.0
2020-02-27,14.0,16.0,41.0,12.0,27.0,24.0,17.0,34.0,37.0,26.0,28.022598870056505,0.0
2020-02-28,34.0,26.0,15.0,21.0,24.0,5.0,18.0,21.0,15.0,14.0,21.807909604519768,0.0
2020-02-29,37.0,23.0,26.0,23.0,21.0,27.0,19.0,4.0,21.0,25.0,25.53672316384181,0.0
2020-03-01,35.0,40.0,30.0,26.0,40.0,42.0,27.0,13.0,21.0,39.0,35.367231638418076,0.0
2020-03-02,13.0,27.0,17.0,23.0,18.0,18.0,32.0,22.0,31.0,9.0,23.728813559322035,0.0
2020-03-03,32.0,20.0,23.0,40.0,32.0,10.0,21.0,19.0,28.0,18.0,27.45762711864407,0.0
2020-03-04,14.0,16.0,32.0,20.0,27.0,34.0,17.0,19.0,14.0,26.0,24.74576271186441,0.0
2020-03-05,51.0,12.0,27.0,40.0,27.0,49.0,42.0,23.0,42.0,35.0,39.32203389830508,0.0
2020-03-06,43.0,4.0,47.0,33.0,38.0,49.0,26.0,32.0,24.0,37.0,37.627118644067785,0.0
2020-03-07,16.0,28.0,16.0,24.0,27.0,23.0,20.0,18.0,22.0,36.0,25.98870056497175,0.0
2020-03-08,25.0,26.0,50.0,30.0,34.0,32.0,18.0,30.0,35.0,34.0,35.48022598870057,0.0
2020-03-09,45.0,23.0,40.0,31.0,22.0,28.0,36.0,15.0,32.0,51.0,36.49717514124293,0.0
2020-03-10,18.0,35.0,39.0,46.0,22.0,23.0,32.0,37.0,9.0,43.0,34.35028248587571,0.0
2020-03-11,48.0,42.0,26.0,42.0,52.0,27.0,32.0,22.0,45.0,38.0,42.259887005649716,0.0
2020-03-12,52.0,45.0,34.0,38.0,56.0,67.0,63.0,43.0,78.0,67.0,61.355932203389855,0.0
2020-03-13,91.0,92.0,100.0,100.0,100.0,100.0,100.0,49.0,63.0,78.0,98.64406779661016,0.0
2020-03-14,100.0,83.0,68.0,41.0,94.0,66.0,71.0,66.0,91.0,95.0,87.57062146892656,0.0
2020-03-15,68.0,100.0,83.0,90.0,98.0,71.0,76.0,100.0,100.0,99.0,100.0,0.0
2020-03-16,65.0,77.0,96.0,61.0,95.0,82.0,79.0,59.0,53.0,100.0,86.66666666666669,0.0
2020-03-17,88.0,74.0,62.0,53.0,96.0,69.0,56.0,55.0,75.0,63.0,78.07909604519773,0.0
