date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0,batch_id
2020-01-01,22.0,21.0,21.0,22.0,18.0,24.0,23.0,21.0,19.0,20.0,21.443089430894307,0.0
2020-01-02,25.0,24.0,27.0,21.0,22.0,24.0,21.0,27.0,25.0,28.0,24.796747967479675,0.0
2020-01-03,24.0,21.0,20.0,18.0,22.0,20.0,29.0,20.0,24.0,20.0,22.154471544715445,0.0
2020-01-04,22.0,19.0,18.0,24.0,20.0,18.0,23.0,18.0,22.0,20.0,20.73170731707317,0.0
2020-01-05,27.0,21.0,22.0,27.0,26.0,23.0,27.0,24.0,25.0,24.0,25.0,0.0
2020-01-06,21.0,22.0,22.0,21.0,25.0,22.0,23.0,25.0,26.0,23.0,23.3739837398374,0.0
2020-01-07,21.0,20.0,21.0,20.0,18.0,22.0,25.0,18.0,16.0,19.0,20.32520325203252,0.0
2020-01-08,22.0,18.0,16.0,20.0,18.0,18.0,21.0,21.0,18.0,20.0,19.51219512195122,0.0
2020-01-09,21.0,21.0,17.0,22.0,15.0,22.0,20.0,15.0,20.0,18.0,19.410569105691057,0.0
2020-01-10,19.0,18.0,12.0,16.0,12.0,18.0,18.0,15.0,16.0,14.0,16.05691056910569,0.0
2020-01-11,17.0,18.0,20.0,18.0,17.0,23.0,20.0,19.0,21.0,17.0,19.30894308943089,0.0
2020-01-12,22.0,21.0,20.0,18.0,20.0,18.0,23.0,19.0,22.0,24.0,21.036585365853657,0.0
2020-01-13,26.0,22.0,22.0,25.0,22.0,26.0,26.0,24.0,24.0,21.0,24.186991869918696,0.0
2020-01-14,24.0,24.0,20.0,21.0,21.0,22.0,19.0,19.0,23.0,24.0,22.052845528455283,0.0
2020-01-15,27.0,25.0,21.0,22.0,23.0,25.0,30.0,25.0,22.0,29.0,25.304878048780488,0.0
2020-01-16,23.0,30.0,26.0,27.0,22.0,22.0,27.0,22.0,26.0,21.0,25.0,0.0
2020-01-17,16.0,20.0,18.0,22.0,21.0,22.0,23.0,22.0,20.0,17.0,20.42682926829269,0.0
2020-01-18,26.0,23.0,19.0,23.0,20.0,22.0,19.0,23.0,20.0,26.0,22.459349593495933,0.0
2020-01-19,22.0,27.0,16.0,28.0,21.0,29.0,31.0,22.0,21.0,25.0,24.59349593495935,0.0
2020-01-20,25.0,24.0,19.0,19.0,21.0,22.0,25.0,19.0,21.0,22.0,22.052845528455283,0.0
2020-01-21,22.0,26.0,22.0,26.0,18.0,21.0,25.0,24.0,25.0,21.0,23.3739837398374,0.0
2020-01-22,27.0,28.0,28.0,25.0,27.0,29.0,25.0,28.0,19.0,28.0,26.82926829268293,0.0
2020-01-23,26.0,22.0,18.0,26.0,18.0,25.0,25.0,24.0,24.0,22.0,23.3739837398374,0.0
2020-01-24,27.0,30.0,25.0,26.0,22.0,22.0,28.0,25.0,29.0,26.0,26.42276422764228,0.0
2020-01-25,27.0,36.0,27.0,34.0,34.0,39.0,40.0,32.0,33.0,30.0,33.739837398373986,0.0
2020-01-26,31.0,32.0,33.0,34.0,30.0,34.0,31.0,32.0,34.0,33.0,32.92682926829268,0.0
2020-01-27,25.0,30.0,33.0,26.0,26.0,31.0,34.0,31.0,26.0,35.0,30.18292682926829,0.0
2020-01-28,26.0,27.0,27.0,33.0,30.0,36.0,35.0,31.0,29.0,30.0,30.894308943089428,0.0
2020-01-29,29.0,29.0,24.0,27.0,23.0,25.0,27.0,29.0,24.0,30.0,27.134146341463413,0.0
2020-01-30,34.0,37.0,33.0,40.0,32.0,37.0,32.0,32.0,29.0,30.0,34.14634146341463,0.0
2020-01-31,34.0,37.0,32.0,31.0,31.0,35.0,28.0,27.0,28.0,34.0,32.21544715447154,0.0
2020-02-01,30.0,31.0,27.0,27.0,28.0,23.0,33.0,33.0,37.0,30.0,30.38617886178861,0.0
2020-02-02,37.0,38.0,32.0,36.0,40.0,41.0,40.0,34.0,38.0,41.0,38.3130081300813,0.0
2020-02-03,24.0,26.0,27.0,28.0,28.0,26.0,33.0,31.0,32.0,28.0,28.76016260162601,0.0
2020-02-04,28.0,30.0,33.0,28.0,30.0,27.0,35.0,32.0,24.0,31.0,30.28455284552845,0.0
2020-02-05,28.0,25.0,24.0,29.0,29.0,27.0,25.0,26.0,27.0,27.0,27.134146341463413,0.0
2020-02-06,27.0,28.0,26.0,25.0,23.0,26.0,24.0,27.0,28.0,22.0,26.016260162601625,0.0
2020-02-07,28.0,26.0,25.0,25.0,22.0,28.0,28.0,27.0,25.0,24.0,26.21951219512195,0.0
2020-02-08,34.0,34.0,30.0,25.0,30.0,34.0,44.0,32.0,30.0,37.0,33.536585365853654,0.0
2020-02-09,37.0,35.0,40.0,34.0,36.0,37.0,42.0,36.0,38.0,44.0,38.516260162601625,0.0
2020-02-10,30.0,29.0,28.0,32.0,29.0,31.0,31.0,30.0,30.0,29.0,30.38617886178861,0.0
2020-02-11,33.0,29.0,25.0,30.0,32.0,27.0,29.0,32.0,33.0,31.0,30.58943089430894,0.0
2020-02-12,29.0,27.0,24.0,30.0,24.0,24.0,30.0,28.0,21.0,24.0,26.52439024390244,0.0
2020-02-13,28.0,23.0,23.0,24.0,25.0,29.0,29.0,26.0,24.0,23.0,25.8130081300813,0.0
2020-02-14,24.0,23.0,27.0,24.0,23.0,26.0,23.0,23.0,22.0,29.0,24.796747967479675,0.0
2020-02-15,28.0,31.0,26.0,25.0,29.0,30.0,33.0,30.0,26.0,35.0,29.77642276422764,0.0
2020-02-16,33.0,36.0,36.0,33.0,26.0,30.0,33.0,32.0,33.0,32.0,32.92682926829268,0.0
2020-02-17,21.0,20.0,23.0,29.0,24.0,28.0,27.0,26.0,26.0,30.0,25.8130081300813,0.0
2020-02-18,25.0,25.0,24.0,24.0,22.0,27.0,26.0,28.0,28.0,29.0,26.21951219512195,0.0
2020-02-19,25.0,27.0,21.0,27.0,24.0,29.0,24.0,25.0,28.0,25.0,25.914634146341463,0.0
2020-02-20,24.0,25.0,18.0,20.0,22.0,26.0,23.0,23.0,22.0,24.0,23.069105691056908,0.0
2020-02-21,23.0,19.0,24.0,24.0,24.0,28.0,25.0,25.0,24.0,22.0,24.186991869918696,0.0
2020-02-22,23.0,20.0,22.0,18.0,21.0,22.0,24.0,23.0,23.0,22.0,22.154471544715445,0.0
2020-02-23,32.0,33.0,32.0,37.0,34.0,36.0,33.0,31.0,26.0,32.0,33.130081300813,0.0
2020-02-24,27.0,29.0,29.0,35.0,24.0,30.0,36.0,29.0,31.0,25.0,29.979674796747965,0.0
2020-02-25,23.0,21.0,26.0,24.0,31.0,27.0,25.0,24.0,27.0,25.0,25.71138211382113,0.0
2020-02-26,30.0,33.0,28.0,28.0,28.0,30.0,26.0,27.0,31.0,33.0,29.8780487804878,0.0
2020-02-27,36.0,28.0,34.0,35.0,26.0,37.0,33.0,33.0,36.0,35.0,33.84146341463414,0.0
2020-02-28,35.0,31.0,34.0,35.0,38.0,36.0,34.0,34.0,37.0,39.0,35.87398373983739,0.0
2020-02-29,36.0,42.0,39.0,39.0,40.0,42.0,40.0,32.0,35.0,38.0,38.92276422764227,0.0
2020-03-01,33.0,40.0,31.0,40.0,37.0,39.0,39.0,38.0,35.0,42.0,38.00813008130081,0.0
2020-03-02,41.0,40.0,36.0,48.0,38.0,41.0,45.0,39.0,45.0,44.0,42.3780487804878,0.0
2020-03-03,29.0,33.0,29.0,28.0,31.0,35.0,41.0,32.0,38.0,33.0,33.43495934959349,0.0
2020-03-04,34.0,38.0,34.0,36.0,37.0,40.0,34.0,30.0,36.0,39.0,36.382113821138205,0.0
2020-03-05,30.0,33.0,35.0,27.0,31.0,29.0,36.0,33.0,36.0,31.0,32.62195121951219,0.0
2020-03-06,44.0,36.0,42.0,37.0,34.0,43.0,42.0,35.0,37.0,42.0,39.83739837398375,0.0
2020-03-07,33.0,37.0,32.0,42.0,36.0,40.0,47.0,34.0,36.0,38.0,38.109756097560975,0.0
2020-03-08,42.0,36.0,45.0,43.0,43.0,41.0,44.0,40.0,41.0,39.0,42.073170731707314,0.0
2020-03-09,47.0,38.0,43.0,38.0,40.0,47.0,47.0,46.0,40.0,44.0,43.69918699186992,0.0
2020-03-10,47.0,51.0,45.0,52.0,45.0,48.0,53.0,42.0,51.0,49.0,49.08536585365854,0.0
