date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty,batch_id
2020-01-01,36.0,35.0,16.0,25.0,45.0,27.0,8.0,19.0,0.0,27.0,28.918590522478738,0
2020-01-02,16.0,12.0,28.0,15.0,16.0,24.0,20.0,25.0,23.0,24.0,24.665856622114216,0
2020-01-03,16.0,6.0,14.0,22.0,16.0,49.0,20.0,26.0,8.0,24.0,24.422843256379103,0
2020-01-04,0.0,13.0,22.0,16.0,17.0,26.0,15.0,9.0,16.0,26.0,19.441069258809236,0
2020-01-05,25.0,13.0,7.0,23.0,17.0,17.0,21.0,27.0,32.0,8.0,23.086269744835967,0
2020-01-06,8.0,13.0,22.0,0.0,33.0,25.0,7.0,9.0,16.0,25.0,19.19805589307412,0
2020-01-07,23.0,36.0,27.0,36.0,23.0,8.0,39.0,25.0,22.0,31.0,32.806804374240585,0
2020-01-08,38.0,6.0,20.0,14.0,8.0,15.0,26.0,41.0,36.0,23.0,27.5820170109356,0
2020-01-09,30.0,18.0,20.0,29.0,38.0,31.0,13.0,16.0,22.0,31.0,30.133657351154316,0
2020-01-10,23.0,6.0,13.0,21.0,15.0,23.0,33.0,33.0,15.0,8.0,23.086269744835967,0
2020-01-11,8.0,27.0,22.0,16.0,17.0,17.0,14.0,9.0,16.0,0.0,17.73997569866343,0
2020-01-12,0.0,13.0,14.0,23.0,25.0,25.0,21.0,18.0,24.0,41.0,24.78736330498177,0
2020-01-13,41.0,32.0,42.0,26.0,48.0,28.0,12.0,37.0,26.0,34.0,39.611178614823814,0
2020-01-14,33.0,5.0,6.0,6.0,27.0,21.0,6.0,15.0,6.0,27.0,18.469015795868774,0
2020-01-15,7.0,6.0,13.0,7.0,0.0,15.0,0.0,8.0,14.0,22.0,11.178614823815309,0
2020-01-16,30.0,12.0,26.0,28.0,30.0,23.0,13.0,24.0,14.0,8.0,25.273390036452007,0
2020-01-17,8.0,6.0,13.0,7.0,24.0,8.0,13.0,17.0,7.0,8.0,13.487241798298907,0
2020-01-18,8.0,7.0,15.0,40.0,17.0,9.0,14.0,9.0,8.0,17.0,17.496962332928312,0
2020-01-19,34.0,13.0,37.0,24.0,17.0,26.0,21.0,37.0,32.0,34.0,33.41433778857837,0
2020-01-20,7.0,23.0,32.0,41.0,0.0,22.0,31.0,8.0,21.0,58.0,29.526123936816525,0
2020-01-21,22.0,6.0,6.0,7.0,0.0,15.0,13.0,0.0,21.0,22.0,13.608748481166465,0
2020-01-22,15.0,12.0,13.0,21.0,30.0,30.0,19.0,32.0,28.0,22.0,26.974483596597814,0
2020-01-23,30.0,6.0,13.0,14.0,23.0,23.0,13.0,24.0,14.0,37.0,23.93681652490887,0
2020-01-24,0.0,18.0,27.0,7.0,8.0,8.0,0.0,0.0,15.0,23.0,12.879708383961118,0
2020-01-25,25.0,20.0,7.0,32.0,17.0,35.0,14.0,18.0,24.0,34.0,27.460510328068043,0
2020-01-26,24.0,45.0,21.0,31.0,49.0,41.0,21.0,18.0,31.0,25.0,37.181044957472665,0
2020-01-27,28.0,22.0,12.0,47.0,14.0,22.0,12.0,38.0,7.0,21.0,27.095990279465372,0
2020-01-28,73.0,17.0,31.0,41.0,22.0,29.0,19.0,24.0,28.0,36.0,38.88213851761847,0
2020-01-29,22.0,6.0,19.0,14.0,30.0,23.0,13.0,16.0,21.0,30.0,23.572296476306196,0
2020-01-30,15.0,29.0,13.0,14.0,30.0,15.0,19.0,40.0,35.0,22.0,28.189550425273392,0
2020-01-31,15.0,6.0,13.0,28.0,8.0,15.0,0.0,0.0,7.0,15.0,13.001215066828676,0
2020-02-01,25.0,0.0,15.0,31.0,25.0,8.0,7.0,9.0,16.0,33.0,20.534629404617252,0
2020-02-02,17.0,40.0,36.0,31.0,34.0,17.0,29.0,46.0,48.0,34.0,40.34021871202917,0
2020-02-03,28.0,22.0,30.0,13.0,0.0,7.0,30.0,23.0,26.0,28.0,25.15188335358445,0
2020-02-04,7.0,18.0,19.0,14.0,22.0,15.0,13.0,16.0,7.0,7.0,16.767922235722967,0
2020-02-05,23.0,24.0,7.0,43.0,31.0,23.0,26.0,17.0,29.0,46.0,32.68529769137302,0
2020-02-06,8.0,6.0,13.0,29.0,46.0,23.0,20.0,33.0,29.0,38.0,29.76913730255164,0
2020-02-07,39.0,6.0,41.0,22.0,23.0,40.0,20.0,43.0,30.0,31.0,35.84447144592953,0
2020-02-08,34.0,20.0,22.0,16.0,25.0,26.0,14.0,27.0,40.0,17.0,29.283110571081412,0
2020-02-09,8.0,13.0,21.0,23.0,16.0,8.0,28.0,70.0,38.0,40.0,32.1992709599028,0
2020-02-10,22.0,23.0,32.0,21.0,22.0,15.0,24.0,24.0,28.0,22.0,28.31105710814095,0
2020-02-11,29.0,23.0,19.0,28.0,29.0,30.0,31.0,40.0,21.0,37.0,34.87241798298906,0
2020-02-12,7.0,12.0,7.0,7.0,23.0,23.0,13.0,16.0,21.0,7.0,16.52490886998785,0
2020-02-13,15.0,12.0,20.0,22.0,15.0,31.0,20.0,25.0,15.0,8.0,22.235722964763063,0
2020-02-14,24.0,19.0,21.0,22.0,40.0,0.0,34.0,26.0,46.0,8.0,29.161603888213854,0
2020-02-15,25.0,20.0,22.0,39.0,59.0,34.0,28.0,45.0,48.0,17.0,40.94775212636696,0
2020-02-16,24.0,13.0,14.0,8.0,32.0,16.0,7.0,26.0,23.0,16.0,21.74969623329283,0
2020-02-17,22.0,29.0,38.0,42.0,37.0,37.0,38.0,48.0,35.0,37.0,44.10692588092345,0
2020-02-18,52.0,12.0,26.0,55.0,15.0,45.0,25.0,64.0,14.0,37.0,41.919805589307416,0
2020-02-19,23.0,12.0,33.0,0.0,23.0,31.0,19.0,32.0,14.0,15.0,24.544349939246658,0
2020-02-20,22.0,18.0,7.0,28.0,23.0,15.0,19.0,32.0,36.0,22.0,26.974483596597814,0
2020-02-21,46.0,0.0,20.0,29.0,31.0,31.0,20.0,17.0,22.0,23.0,29.040097205346296,0
