date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06,batch_id
2020-01-01,20.0,18.0,22.0,26.0,24.0,18.0,21.0,25.0,24.0,20.0,22.02020202020202,0.0
2020-01-02,26.0,24.0,27.0,39.0,24.0,23.0,26.0,27.0,22.0,26.0,26.666666666666668,0.0
2020-01-03,26.0,22.0,32.0,26.0,25.0,25.0,23.0,19.0,22.0,22.0,24.444444444444443,0.0
2020-01-04,19.0,19.0,23.0,24.0,21.0,18.0,25.0,23.0,19.0,20.0,21.31313131313131,0.0
2020-01-05,31.0,26.0,25.0,25.0,24.0,22.0,25.0,23.0,25.0,23.0,25.151515151515152,0.0
2020-01-06,22.0,21.0,25.0,24.0,23.0,24.0,24.0,25.0,25.0,25.0,24.04040404040404,0.0
2020-01-07,25.0,19.0,20.0,22.0,23.0,21.0,22.0,19.0,23.0,18.0,21.41414141414141,0.0
2020-01-08,25.0,24.0,24.0,22.0,20.0,18.0,21.0,21.0,23.0,17.0,21.71717171717172,0.0
2020-01-09,16.0,19.0,25.0,16.0,21.0,19.0,17.0,20.0,16.0,17.0,18.78787878787879,0.0
2020-01-10,19.0,17.0,16.0,21.0,14.0,20.0,19.0,20.0,13.0,18.0,17.87878787878788,0.0
2020-01-11,21.0,20.0,21.0,15.0,19.0,19.0,17.0,14.0,16.0,19.0,18.282828282828284,0.0
2020-01-12,20.0,24.0,24.0,16.0,23.0,22.0,25.0,21.0,18.0,19.0,21.41414141414141,0.0
2020-01-13,21.0,16.0,25.0,18.0,22.0,20.0,17.0,21.0,14.0,15.0,19.09090909090909,0.0
2020-01-14,28.0,20.0,27.0,21.0,20.0,25.0,24.0,25.0,20.0,23.0,23.535353535353536,0.0
2020-01-15,18.0,17.0,23.0,29.0,24.0,20.0,20.0,19.0,23.0,20.0,21.51515151515152,0.0
2020-01-16,26.0,21.0,23.0,31.0,23.0,26.0,27.0,21.0,28.0,22.0,25.05050505050505,0.0
2020-01-17,21.0,18.0,26.0,24.0,17.0,22.0,21.0,24.0,20.0,19.0,21.41414141414141,0.0
2020-01-18,26.0,24.0,25.0,24.0,19.0,24.0,25.0,21.0,22.0,18.0,23.03030303030303,0.0
2020-01-19,26.0,28.0,32.0,26.0,28.0,24.0,33.0,23.0,27.0,25.0,27.47474747474748,0.0
2020-01-20,23.0,21.0,22.0,21.0,19.0,22.0,21.0,26.0,18.0,23.0,21.818181818181817,0.0
2020-01-21,31.0,24.0,26.0,29.0,23.0,25.0,26.0,22.0,21.0,27.0,25.656565656565657,0.0
2020-01-22,29.0,23.0,29.0,33.0,27.0,27.0,26.0,26.0,24.0,24.0,27.07070707070707,0.0
2020-01-23,26.0,19.0,23.0,24.0,24.0,24.0,27.0,28.0,27.0,23.0,24.747474747474747,0.0
2020-01-24,39.0,29.0,36.0,44.0,34.0,28.0,31.0,38.0,33.0,27.0,34.24242424242424,0.0
2020-01-25,20.0,22.0,25.0,24.0,29.0,23.0,26.0,23.0,22.0,21.0,23.737373737373737,0.0
2020-01-26,31.0,18.0,32.0,29.0,22.0,31.0,29.0,19.0,17.0,25.0,25.55555555555556,0.0
