date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0,batch_id
2020-01-01,42.0,37.0,44.0,23.0,49.0,18.0,20.0,18.0,26.0,27.0,33.18777292576419,0.0
2020-01-02,35.0,28.0,25.0,28.0,32.0,37.0,14.0,49.0,39.0,32.0,34.825327510917035,0.0
2020-01-03,36.0,32.0,37.0,12.0,51.0,42.0,35.0,35.0,62.0,28.0,40.39301310043668,0.0
2020-01-04,25.0,27.0,29.0,27.0,26.0,25.0,32.0,13.0,25.0,31.0,28.38427947598253,0.0
2020-01-05,49.0,39.0,20.0,27.0,46.0,41.0,12.0,46.0,39.0,30.0,38.10043668122271,0.0
2020-01-06,38.0,34.0,32.0,34.0,30.0,29.0,34.0,32.0,21.0,35.0,34.825327510917035,0.0
2020-01-07,41.0,33.0,27.0,34.0,34.0,31.0,20.0,25.0,29.0,30.0,33.18777292576419,0.0
2020-01-08,29.0,22.0,20.0,18.0,34.0,35.0,23.0,14.0,37.0,50.0,30.78602620087337,0.0
2020-01-09,38.0,30.0,24.0,38.0,30.0,25.0,27.0,40.0,17.0,34.0,33.07860262008734,0.0
2020-01-10,18.0,20.0,22.0,20.0,27.0,29.0,17.0,19.0,22.0,18.0,23.14410480349345,0.0
2020-01-11,24.0,9.0,24.0,26.0,51.0,21.0,20.0,29.0,34.0,51.0,31.550218340611355,0.0
2020-01-12,39.0,26.0,32.0,26.0,15.0,21.0,27.0,12.0,39.0,15.0,27.510917030567686,0.0
2020-01-13,23.0,14.0,23.0,25.0,40.0,33.0,22.0,17.0,39.0,20.0,27.94759825327511,0.0
2020-01-14,30.0,24.0,22.0,14.0,39.0,19.0,30.0,19.0,22.0,35.0,27.7292576419214,0.0
2020-01-15,37.0,30.0,28.0,37.0,34.0,35.0,10.0,14.0,29.0,47.0,32.86026200873363,0.0
2020-01-16,34.0,19.0,25.0,39.0,27.0,7.0,20.0,22.0,38.0,13.0,26.63755458515284,0.0
2020-01-17,26.0,24.0,33.0,40.0,37.0,34.0,28.0,23.0,35.0,45.0,35.480349344978166,0.0
2020-01-18,34.0,36.0,21.0,22.0,26.0,29.0,28.0,34.0,30.0,31.0,31.76855895196507,0.0
2020-01-19,49.0,35.0,37.0,35.0,61.0,33.0,39.0,21.0,58.0,25.0,42.903930131004365,0.0
2020-01-20,42.0,41.0,34.0,53.0,51.0,18.0,20.0,11.0,53.0,30.0,38.53711790393013,0.0
2020-01-21,29.0,37.0,28.0,8.0,39.0,21.0,20.0,22.0,29.0,39.0,29.694323144104807,0.0
2020-01-22,42.0,46.0,32.0,46.0,30.0,39.0,40.0,51.0,46.0,44.0,45.414847161572055,0.0
2020-01-23,17.0,31.0,28.0,38.0,35.0,11.0,17.0,18.0,38.0,26.0,28.27510917030568,0.0
2020-01-24,35.0,31.0,40.0,32.0,45.0,37.0,24.0,26.0,22.0,32.0,35.37117903930131,0.0
2020-01-25,40.0,18.0,17.0,27.0,31.0,21.0,12.0,22.0,35.0,31.0,27.7292576419214,0.0
2020-01-26,39.0,39.0,20.0,31.0,30.0,17.0,43.0,38.0,63.0,46.0,39.95633187772926,0.0
2020-01-27,45.0,29.0,24.0,55.0,46.0,41.0,29.0,39.0,41.0,38.0,42.24890829694324,0.0
2020-01-28,46.0,41.0,42.0,30.0,39.0,25.0,40.0,50.0,41.0,52.0,44.3231441048035,0.0
2020-01-29,21.0,42.0,31.0,38.0,39.0,28.0,26.0,29.0,33.0,34.0,35.043668122270745,0.0
2020-01-30,30.0,23.0,22.0,50.0,58.0,22.0,31.0,33.0,26.0,27.0,35.15283842794761,0.0
2020-01-31,9.0,23.0,11.0,12.0,9.0,15.0,17.0,15.0,17.0,27.0,16.921397379912666,0.0
2020-02-01,25.0,26.0,20.0,45.0,46.0,29.0,28.0,25.0,25.0,31.0,32.75109170305677,0.0
2020-02-02,45.0,31.0,21.0,54.0,36.0,29.0,36.0,43.0,40.0,62.0,43.3406113537118,0.0
2020-02-03,59.0,39.0,33.0,35.0,61.0,53.0,41.0,40.0,39.0,41.0,48.144104803493455,0.0
2020-02-04,59.0,49.0,38.0,46.0,35.0,43.0,37.0,40.0,68.0,57.0,51.52838427947599,0.0
2020-02-05,60.0,35.0,47.0,35.0,49.0,40.0,48.0,29.0,60.0,53.0,49.78165938864629,0.0
2020-02-06,34.0,23.0,25.0,27.0,31.0,33.0,42.0,29.0,30.0,35.0,33.73362445414848,0.0
2020-02-07,27.0,16.0,22.0,36.0,37.0,23.0,14.0,35.0,26.0,28.0,28.82096069868996,0.0
2020-02-08,25.0,41.0,25.0,32.0,31.0,55.0,16.0,39.0,25.0,62.0,38.31877729257642,0.0
2020-02-09,33.0,26.0,27.0,51.0,40.0,28.0,30.0,36.0,42.0,54.0,40.065502183406124,0.0
2020-02-10,45.0,40.0,48.0,15.0,51.0,31.0,39.0,21.0,33.0,47.0,40.39301310043668,0.0
2020-02-11,36.0,33.0,34.0,41.0,42.0,21.0,36.0,46.0,40.0,51.0,41.48471615720524,0.0
2020-02-12,45.0,42.0,42.0,23.0,47.0,32.0,26.0,22.0,46.0,22.0,37.882096069869,0.0
2020-02-13,34.0,31.0,29.0,16.0,18.0,22.0,17.0,22.0,17.0,40.0,26.85589519650655,0.0
2020-02-14,67.0,49.0,56.0,49.0,47.0,46.0,54.0,46.0,49.0,60.0,57.09606986899564,0.0
2020-02-15,39.0,31.0,25.0,27.0,41.0,34.0,36.0,13.0,20.0,26.0,31.877729257641924,0.0
2020-02-16,43.0,60.0,40.0,44.0,55.0,41.0,53.0,41.0,62.0,69.0,55.4585152838428,0.0
2020-02-17,55.0,49.0,28.0,27.0,35.0,32.0,34.0,55.0,46.0,39.0,43.66812227074236,0.0
2020-02-18,34.0,46.0,43.0,34.0,52.0,50.0,30.0,40.0,42.0,70.0,48.144104803493455,0.0
2020-02-19,26.0,51.0,25.0,24.0,58.0,37.0,21.0,53.0,26.0,49.0,40.39301310043668,0.0
2020-02-20,39.0,19.0,39.0,19.0,36.0,37.0,24.0,22.0,39.0,40.0,34.27947598253275,0.0
2020-02-21,31.0,24.0,30.0,24.0,42.0,19.0,29.0,31.0,31.0,37.0,32.53275109170306,0.0
2020-02-22,24.0,26.0,45.0,27.0,36.0,41.0,32.0,21.0,39.0,35.0,35.58951965065502,0.0
2020-02-23,58.0,21.0,40.0,39.0,10.0,37.0,19.0,25.0,38.0,34.0,35.043668122270745,0.0
2020-02-24,42.0,38.0,28.0,53.0,61.0,25.0,30.0,46.0,54.0,48.0,46.39737991266376,0.0
2020-02-25,40.0,33.0,24.0,44.0,42.0,20.0,19.0,35.0,32.0,25.0,34.27947598253275,0.0
2020-02-26,41.0,22.0,49.0,45.0,55.0,49.0,33.0,46.0,57.0,60.0,49.890829694323145,0.0
2020-02-27,66.0,45.0,28.0,34.0,26.0,49.0,40.0,46.0,58.0,34.0,46.50655021834061,0.0
2020-02-28,39.0,59.0,40.0,55.0,63.0,44.0,45.0,41.0,48.0,63.0,54.257641921397386,0.0
2020-02-29,53.0,52.0,79.0,47.0,40.0,36.0,57.0,33.0,47.0,49.0,53.82096069868996,0.0
2020-03-01,60.0,54.0,43.0,54.0,63.0,48.0,37.0,64.0,60.0,72.0,60.58951965065503,0.0
2020-03-02,32.0,43.0,27.0,40.0,50.0,34.0,29.0,41.0,35.0,41.0,40.6113537117904,0.0
2020-03-03,47.0,53.0,23.0,29.0,45.0,23.0,28.0,27.0,28.0,74.0,41.15720524017468,0.0
2020-03-04,53.0,37.0,20.0,52.0,42.0,42.0,26.0,28.0,49.0,55.0,44.104803493449786,0.0
2020-03-05,45.0,15.0,45.0,42.0,52.0,59.0,50.0,61.0,33.0,47.0,49.0174672489083,0.0
2020-03-06,39.0,39.0,36.0,31.0,31.0,33.0,31.0,26.0,26.0,31.0,35.26200873362445,0.0
2020-03-07,69.0,53.0,37.0,35.0,51.0,33.0,28.0,47.0,49.0,35.0,47.70742358078603,0.0
2020-03-08,55.0,33.0,27.0,42.0,43.0,43.0,44.0,51.0,37.0,48.0,46.17903930131005,0.0
2020-03-09,70.0,49.0,39.0,42.0,69.0,46.0,43.0,57.0,74.0,60.0,59.93449781659389,0.0
2020-03-10,50.0,52.0,39.0,70.0,48.0,55.0,37.0,53.0,42.0,79.0,57.31441048034935,0.0
2020-03-11,68.0,65.0,82.0,87.0,98.0,77.0,87.0,86.0,94.0,98.0,91.92139737991268,0.0
2020-03-12,67.0,64.0,59.0,58.0,66.0,44.0,54.0,51.0,59.0,77.0,65.39301310043669,0.0
2020-03-13,69.0,61.0,47.0,36.0,67.0,40.0,67.0,62.0,87.0,71.0,66.26637554585153,0.0
2020-03-14,75.0,100.0,74.0,67.0,72.0,52.0,100.0,100.0,92.0,87.0,89.410480349345,0.0
2020-03-15,100.0,83.0,100.0,100.0,100.0,100.0,73.0,60.0,100.0,100.0,100.0,0.0
2020-03-16,78.0,67.0,59.0,64.0,58.0,73.0,57.0,70.0,63.0,81.0,73.14410480349345,0.0
2020-03-17,89.0,57.0,52.0,74.0,66.0,41.0,44.0,58.0,67.0,93.0,69.97816593886462,0.0
2020-03-18,52.0,44.0,44.0,76.0,47.0,38.0,60.0,65.0,70.0,73.0,62.11790393013101,0.0
2020-03-19,49.0,61.0,47.0,45.0,63.0,35.0,45.0,42.0,49.0,47.0,52.7292576419214,0.0
2020-03-20,38.0,55.0,57.0,58.0,52.0,58.0,40.0,42.0,48.0,51.0,54.4759825327511,0.0
2020-03-21,52.0,26.0,16.0,30.0,44.0,28.0,31.0,33.0,52.0,54.0,39.95633187772926,0.0
2020-03-22,44.0,44.0,48.0,44.0,50.0,41.0,49.0,49.0,70.0,50.0,53.38427947598254,0.0
2020-03-23,27.0,22.0,29.0,28.0,39.0,23.0,16.0,18.0,34.0,21.0,28.05676855895197,0.0
2020-03-24,40.0,42.0,33.0,46.0,55.0,49.0,46.0,31.0,79.0,74.0,54.03930131004367,0.0
2020-03-25,21.0,39.0,27.0,29.0,41.0,24.0,29.0,25.0,22.0,30.0,31.331877729257645,0.0
2020-03-26,56.0,41.0,34.0,34.0,51.0,41.0,38.0,35.0,45.0,42.0,45.52401746724891,0.0
2020-03-27,36.0,32.0,42.0,26.0,26.0,24.0,28.0,40.0,28.0,37.0,34.825327510917035,0.0
2020-03-28,36.0,32.0,26.0,49.0,42.0,49.0,32.0,47.0,49.0,37.0,43.5589519650655,0.0
2020-03-29,57.0,40.0,37.0,44.0,50.0,52.0,39.0,45.0,56.0,45.0,50.76419213973799,0.0
2020-03-30,14.0,36.0,30.0,20.0,37.0,43.0,17.0,31.0,47.0,26.0,32.86026200873363,0.0
2020-03-31,35.0,32.0,44.0,45.0,37.0,33.0,34.0,24.0,39.0,55.0,41.26637554585152,0.0
2020-04-01,36.0,42.0,42.0,39.0,30.0,21.0,26.0,34.0,39.0,38.0,37.882096069869,0.0
2020-04-02,25.0,16.0,27.0,26.0,19.0,18.0,20.0,19.0,18.0,26.0,23.36244541484716,0.0
2020-04-03,50.0,21.0,19.0,31.0,24.0,19.0,27.0,26.0,23.0,36.0,30.131004366812228,0.0
2020-04-04,45.0,25.0,27.0,46.0,53.0,31.0,11.0,31.0,18.0,33.0,34.93449781659389,0.0
2020-04-05,18.0,24.0,19.0,8.0,23.0,23.0,32.0,12.0,18.0,23.0,21.83406113537118,0.0
2020-04-06,25.0,19.0,24.0,11.0,17.0,18.0,7.0,25.0,25.0,30.0,21.94323144104804,0.0
2020-04-07,17.0,23.0,14.0,23.0,18.0,29.0,17.0,11.0,21.0,22.0,21.2882096069869,0.0
2020-04-08,28.0,22.0,23.0,15.0,30.0,14.0,19.0,21.0,28.0,38.0,25.982532751091703,0.0
2020-04-09,23.0,29.0,19.0,25.0,29.0,16.0,33.0,24.0,18.0,28.0,26.63755458515284,0.0
2020-04-10,18.0,25.0,4.0,13.0,29.0,19.0,22.0,20.0,23.0,14.0,20.41484716157205,0.0
2020-04-11,25.0,26.0,3.0,15.0,17.0,21.0,24.0,29.0,29.0,30.0,23.90829694323144,0.0
2020-04-12,22.0,16.0,15.0,16.0,23.0,18.0,17.0,0.0,9.0,9.0,15.829694323144103,0.0
2020-04-13,13.0,23.0,18.0,23.0,26.0,28.0,13.0,14.0,13.0,26.0,21.50655021834061,0.0
2020-04-14,25.0,19.0,30.0,19.0,26.0,15.0,20.0,12.0,25.0,40.0,25.218340611353717,0.0
2020-04-15,18.0,26.0,21.0,17.0,38.0,25.0,9.0,16.0,26.0,34.0,25.10917030567686,0.0
2020-04-16,18.0,7.0,15.0,23.0,8.0,12.0,23.0,13.0,7.0,27.0,16.70305676855895,0.0
2020-04-17,38.0,17.0,23.0,24.0,16.0,29.0,18.0,20.0,38.0,36.0,28.27510917030568,0.0
2020-04-18,34.0,18.0,32.0,26.0,5.0,16.0,19.0,12.0,14.0,25.0,21.94323144104804,0.0
2020-04-19,19.0,30.0,16.0,31.0,40.0,20.0,27.0,21.0,29.0,25.0,28.165938864628824,0.0
2020-04-20,30.0,28.0,35.0,35.0,32.0,42.0,21.0,23.0,46.0,36.0,35.80786026200873,0.0
2020-04-21,16.0,29.0,13.0,22.0,8.0,10.0,22.0,14.0,28.0,21.0,19.97816593886463,0.0
2020-04-22,12.0,11.0,3.0,15.0,13.0,14.0,23.0,10.0,16.0,17.0,14.628820960698691,0.0
2020-04-23,19.0,35.0,19.0,17.0,40.0,16.0,30.0,23.0,30.0,20.0,27.18340611353712,0.0
2020-04-24,8.0,0.0,16.0,14.0,16.0,7.0,6.0,7.0,23.0,20.0,12.77292576419214,0.0
2020-04-25,5.0,13.0,12.0,4.0,10.0,12.0,15.0,12.0,10.0,5.0,10.69868995633188,0.0
2020-04-26,27.0,25.0,26.0,41.0,24.0,31.0,18.0,20.0,27.0,23.0,28.602620087336245,0.0
2020-04-27,18.0,20.0,18.0,23.0,8.0,12.0,3.0,19.0,18.0,23.0,17.685589519650655,0.0
2020-04-28,8.0,20.0,9.0,10.0,4.0,19.0,9.0,6.0,19.0,27.0,14.301310043668122,0.0
2020-04-29,19.0,7.0,12.0,21.0,12.0,25.0,3.0,19.0,22.0,19.0,17.35807860262009,0.0
2020-04-30,19.0,13.0,15.0,13.0,23.0,16.0,12.0,13.0,11.0,8.0,15.611353711790391,0.0
2020-05-01,26.0,8.0,4.0,12.0,18.0,15.0,14.0,8.0,4.0,14.0,13.427947598253276,0.0
2020-05-02,18.0,29.0,4.0,21.0,10.0,16.0,14.0,8.0,23.0,14.0,17.139737991266376,0.0
2020-05-03,14.0,29.0,34.0,25.0,19.0,27.0,29.0,23.0,27.0,28.0,27.83842794759825,0.0
2020-05-04,22.0,20.0,18.0,30.0,19.0,28.0,9.0,13.0,22.0,23.0,22.2707423580786,0.0
2020-05-05,25.0,23.0,18.0,20.0,34.0,9.0,17.0,37.0,18.0,22.0,24.344978165938866,0.0
2020-05-06,8.0,17.0,19.0,14.0,8.0,10.0,6.0,6.0,7.0,12.0,11.68122270742358,0.0
2020-05-07,31.0,7.0,10.0,21.0,20.0,19.0,15.0,16.0,23.0,12.0,18.995633187772924,0.0
2020-05-08,27.0,25.0,23.0,18.0,20.0,17.0,19.0,20.0,39.0,29.0,25.87336244541485,0.0
2020-05-09,28.0,17.0,24.0,17.0,24.0,24.0,26.0,20.0,23.0,19.0,24.23580786026201,0.0
2020-05-10,13.0,19.0,11.0,31.0,22.0,15.0,14.0,18.0,21.0,9.0,18.886462882096072,0.0
2020-05-11,22.0,13.0,6.0,20.0,15.0,16.0,18.0,16.0,33.0,24.0,19.97816593886463,0.0
2020-05-12,26.0,17.0,25.0,3.0,15.0,6.0,9.0,19.0,22.0,31.0,18.886462882096072,0.0
2020-05-13,35.0,14.0,20.0,42.0,36.0,33.0,12.0,23.0,12.0,20.0,26.965065502183407,0.0
2020-05-14,27.0,28.0,26.0,28.0,28.0,30.0,22.0,43.0,23.0,36.0,31.76855895196507,0.0
2020-05-15,12.0,14.0,7.0,18.0,25.0,10.0,13.0,14.0,12.0,24.0,16.26637554585153,0.0
2020-05-16,9.0,8.0,4.0,12.0,5.0,11.0,18.0,12.0,13.0,9.0,11.026200873362448,0.0
2020-05-17,31.0,18.0,17.0,19.0,16.0,13.0,16.0,4.0,20.0,16.0,18.558951965065503,0.0
2020-05-18,27.0,32.0,13.0,22.0,29.0,20.0,32.0,37.0,24.0,45.0,30.676855895196507,0.0
2020-05-19,16.0,14.0,16.0,11.0,21.0,13.0,6.0,10.0,12.0,12.0,14.301310043668122,0.0
2020-05-20,29.0,26.0,10.0,26.0,38.0,21.0,13.0,18.0,37.0,38.0,27.94759825327511,0.0
2020-05-21,32.0,29.0,31.0,25.0,34.0,39.0,22.0,28.0,19.0,53.0,34.06113537117904,0.0
2020-05-22,8.0,38.0,24.0,26.0,30.0,24.0,13.0,22.0,33.0,52.0,29.475982532751093,0.0
2020-05-23,9.0,24.0,19.0,29.0,19.0,8.0,14.0,8.0,13.0,5.0,16.157205240174672,0.0
2020-05-24,35.0,36.0,29.0,31.0,36.0,19.0,31.0,15.0,35.0,46.0,34.1703056768559,0.0
2020-05-25,16.0,25.0,20.0,25.0,37.0,13.0,31.0,24.0,27.0,32.0,27.292576419213976,0.0
2020-05-26,19.0,7.0,10.0,11.0,16.0,6.0,15.0,17.0,23.0,16.0,15.283842794759826,0.0
2020-05-27,12.0,11.0,16.0,18.0,32.0,26.0,12.0,34.0,12.0,16.0,20.63318777292576,0.0
2020-05-28,20.0,18.0,23.0,25.0,21.0,10.0,13.0,21.0,4.0,21.0,19.21397379912664,0.0
2020-05-29,13.0,16.0,11.0,12.0,13.0,4.0,14.0,7.0,17.0,27.0,14.628820960698691,0.0
2020-05-30,27.0,5.0,13.0,19.0,11.0,22.0,4.0,23.0,5.0,5.0,14.628820960698691,0.0
2020-05-31,21.0,14.0,18.0,10.0,11.0,23.0,21.0,27.0,16.0,17.0,19.432314410480352,0.0
2020-06-01,15.0,9.0,16.0,9.0,30.0,25.0,12.0,0.0,10.0,20.0,15.938864628820962,0.0
2020-06-02,20.0,22.0,20.0,14.0,16.0,10.0,16.0,17.0,16.0,20.0,18.66812227074236,0.0
2020-06-03,11.0,10.0,13.0,17.0,23.0,22.0,9.0,20.0,19.0,27.0,18.66812227074236,0.0
2020-06-04,11.0,7.0,15.0,20.0,19.0,16.0,12.0,6.0,7.0,31.0,15.72052401746725,0.0
2020-06-05,19.0,18.0,19.0,18.0,8.0,13.0,18.0,17.0,11.0,8.0,16.26637554585153,0.0
2020-06-06,13.0,12.0,4.0,4.0,9.0,7.0,18.0,11.0,13.0,18.0,11.899563318777291,0.0
2020-06-07,26.0,12.0,14.0,8.0,18.0,14.0,7.0,18.0,30.0,23.0,18.558951965065503,0.0
2020-06-08,22.0,17.0,22.0,7.0,15.0,9.0,15.0,19.0,7.0,15.0,16.157205240174672,0.0
2020-06-09,8.0,14.0,10.0,18.0,28.0,19.0,18.0,33.0,23.0,32.0,22.16157205240175,0.0
