date,/m/0cjf0,isPartial
2020-04-21 00:00:00,43,False
2020-04-21 01:00:00,44,False
2020-04-21 02:00:00,60,False
2020-04-21 03:00:00,99,False
2020-04-21 04:00:00,53,False
2020-04-21 05:00:00,38,False
2020-04-21 06:00:00,26,False
2020-04-21 07:00:00,24,False
2020-04-21 08:00:00,23,False
2020-04-21 09:00:00,24,False
2020-04-21 10:00:00,27,False
2020-04-21 11:00:00,27,False
2020-04-21 12:00:00,30,False
2020-04-21 13:00:00,29,False
2020-04-21 14:00:00,32,False
2020-04-21 15:00:00,29,False
2020-04-21 16:00:00,41,False
2020-04-21 17:00:00,42,False
2020-04-21 18:00:00,44,False
2020-04-21 19:00:00,42,False
2020-04-21 20:00:00,44,False
2020-04-21 21:00:00,36,False
2020-04-21 22:00:00,40,False
2020-04-21 23:00:00,54,False
2020-04-22 00:00:00,34,False
2020-04-22 01:00:00,42,False
2020-04-22 02:00:00,100,False
2020-04-22 03:00:00,37,False
2020-04-22 04:00:00,45,False
2020-04-22 05:00:00,38,False
2020-04-22 06:00:00,31,False
2020-04-22 07:00:00,29,False
2020-04-22 08:00:00,26,False
2020-04-22 09:00:00,26,False
2020-04-22 10:00:00,26,False
2020-04-22 11:00:00,21,False
2020-04-22 12:00:00,26,False
2020-04-22 13:00:00,27,False
2020-04-22 14:00:00,24,False
2020-04-22 15:00:00,33,False
2020-04-22 16:00:00,31,False
2020-04-22 17:00:00,37,False
2020-04-22 18:00:00,38,False
2020-04-22 19:00:00,37,False
2020-04-22 20:00:00,41,False
2020-04-22 21:00:00,38,False
2020-04-22 22:00:00,43,False
2020-04-22 23:00:00,44,False
2020-04-23 00:00:00,55,False
2020-04-23 01:00:00,61,False
2020-04-23 02:00:00,56,False
2020-04-23 03:00:00,73,False
2020-04-23 04:00:00,52,False
2020-04-23 05:00:00,43,False
2020-04-23 06:00:00,39,False
2020-04-23 07:00:00,27,False
2020-04-23 08:00:00,20,False
2020-04-23 09:00:00,27,False
2020-04-23 10:00:00,27,False
2020-04-23 11:00:00,24,False
2020-04-23 12:00:00,26,False
2020-04-23 13:00:00,25,False
2020-04-23 14:00:00,29,False
2020-04-23 15:00:00,25,False
2020-04-23 16:00:00,29,False
2020-04-23 17:00:00,40,False
2020-04-23 18:00:00,41,False
2020-04-23 19:00:00,36,False
2020-04-23 20:00:00,39,False
2020-04-23 21:00:00,38,False
2020-04-23 22:00:00,34,False
2020-04-23 23:00:00,37,False
2020-04-24 00:00:00,36,False
2020-04-24 01:00:00,52,False
2020-04-24 02:00:00,51,False
2020-04-24 03:00:00,74,False
2020-04-24 04:00:00,40,False
2020-04-24 05:00:00,36,False
2020-04-24 06:00:00,31,False
2020-04-24 07:00:00,27,False
2020-04-24 08:00:00,22,False
2020-04-24 09:00:00,21,False
2020-04-24 10:00:00,25,False
2020-04-24 11:00:00,24,False
2020-04-24 12:00:00,23,False
2020-04-24 13:00:00,21,False
2020-04-24 14:00:00,26,False
2020-04-24 15:00:00,30,False
2020-04-24 16:00:00,31,False
2020-04-24 17:00:00,40,False
2020-04-24 18:00:00,33,False
2020-04-24 19:00:00,29,False
2020-04-24 20:00:00,36,False
2020-04-24 21:00:00,30,False
2020-04-24 22:00:00,37,False
2020-04-24 23:00:00,26,False
2020-04-25 00:00:00,40,False
2020-04-25 01:00:00,41,False
2020-04-25 02:00:00,51,False
2020-04-25 03:00:00,39,False
2020-04-25 04:00:00,36,False
2020-04-25 05:00:00,38,False
2020-04-25 06:00:00,28,False
2020-04-25 07:00:00,29,False
2020-04-25 08:00:00,31,False
2020-04-25 09:00:00,33,False
2020-04-25 10:00:00,24,False
2020-04-25 11:00:00,22,False
2020-04-25 12:00:00,24,False
2020-04-25 13:00:00,26,False
2020-04-25 14:00:00,25,False
2020-04-25 15:00:00,28,False
2020-04-25 16:00:00,32,False
2020-04-25 17:00:00,40,False
2020-04-25 18:00:00,29,False
2020-04-25 19:00:00,38,False
2020-04-25 20:00:00,35,False
2020-04-25 21:00:00,37,False
2020-04-25 22:00:00,43,False
2020-04-25 23:00:00,27,False
2020-04-26 00:00:00,33,False
2020-04-26 01:00:00,44,False
2020-04-26 02:00:00,65,False
2020-04-26 03:00:00,76,False
2020-04-26 04:00:00,35,False
2020-04-26 05:00:00,36,False
2020-04-26 06:00:00,40,False
2020-04-26 07:00:00,30,False
2020-04-26 08:00:00,25,False
2020-04-26 09:00:00,28,False
2020-04-26 10:00:00,25,False
2020-04-26 11:00:00,23,False
2020-04-26 12:00:00,28,False
2020-04-26 13:00:00,26,False
2020-04-26 14:00:00,26,False
2020-04-26 15:00:00,26,False
2020-04-26 16:00:00,33,False
2020-04-26 17:00:00,35,False
2020-04-26 18:00:00,37,False
2020-04-26 19:00:00,36,False
2020-04-26 20:00:00,36,False
2020-04-26 21:00:00,33,False
2020-04-26 22:00:00,33,False
2020-04-26 23:00:00,41,False
2020-04-27 00:00:00,33,False
2020-04-27 01:00:00,46,False
2020-04-27 02:00:00,45,False
2020-04-27 03:00:00,51,False
2020-04-27 04:00:00,60,False
2020-04-27 05:00:00,37,False
2020-04-27 06:00:00,31,False
2020-04-27 07:00:00,29,False
2020-04-27 08:00:00,24,False
2020-04-27 09:00:00,26,False
2020-04-27 10:00:00,25,False
2020-04-27 11:00:00,23,False
2020-04-27 12:00:00,24,False
2020-04-27 13:00:00,23,False
2020-04-27 14:00:00,29,False
2020-04-27 15:00:00,31,False
2020-04-27 16:00:00,28,False
2020-04-27 17:00:00,34,False
2020-04-27 18:00:00,36,False
2020-04-27 19:00:00,37,False
2020-04-27 20:00:00,32,False
2020-04-27 21:00:00,33,False
2020-04-27 22:00:00,36,False
2020-04-27 23:00:00,52,False
2020-04-28 00:00:00,37,False
